run_accession	experiment_alias	experiment_title	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp
SRR10470168	GSM4162955	Illumina HiSeq 4000 sequencing: GSM4162955: 171009_mCT_hs_h1_h1_mCT_pool_10_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/068/SRR10470168/SRR10470168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/068/SRR10470168/SRR10470168_2.fastq.gz	bbfa5f2d55f7cf7cd15b5556bb54fc6c;31dc46e9c76ca06c944b886cbbc2991f	150706923;191469251	
SRR10470173	GSM4162960	Illumina HiSeq 4000 sequencing: GSM4162960: 171009_mCT_hs_h1_h1_mCT_pool_20_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10470173/SRR10470173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10470173/SRR10470173_2.fastq.gz	f746c48cdd86bbb8ecb0320bb281d042;2c6739b08f0bc38ea61e72daf3aa7085	207856835;262755397	
SRR10470174	GSM4162961	Illumina HiSeq 4000 sequencing: GSM4162961: 171009_mCT_hs_h1_h1_mCT_pool_20_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/074/SRR10470174/SRR10470174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/074/SRR10470174/SRR10470174_2.fastq.gz	b2191266474dd6ae3dfbda4b2c2469c1;364de3399591d03af474bf3b0ee03900	199975229;255655544	
SRR10470175	GSM4162962	Illumina HiSeq 4000 sequencing: GSM4162962: 171009_mCT_hs_h1_h1_mCT_pool_25_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10470175/SRR10470175_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10470175/SRR10470175_2.fastq.gz	14198f394a1af4d3e170ed89e189f24e;fcfb971ceb6812baf6bc0545c15e99f9	222635295;273733445	
SRR10470176	GSM4162963	Illumina HiSeq 4000 sequencing: GSM4162963: 171009_mCT_hs_h1_h1_mCT_pool_26_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10470176/SRR10470176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10470176/SRR10470176_2.fastq.gz	4298b7d035d71f3e0721faf241349dda;636533e08c66741ca72af667ba269533	158225084;198496313	
SRR10470178	GSM4162965	Illumina HiSeq 4000 sequencing: GSM4162965: 171009_mCT_hs_h1_h1_mCT_pool_2_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10470178/SRR10470178_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10470178/SRR10470178_2.fastq.gz	3e42053165815bfe717256acf3a0421d;e0bccf0d7e7803b83cbf18d08a0de66a	148496888;184094236	
SRR10470184	GSM4162971	Illumina HiSeq 4000 sequencing: GSM4162971: 171009_mCT_hs_h1_h1_mCT_pool_51_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10470184/SRR10470184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10470184/SRR10470184_2.fastq.gz	e3d5feb4e31cfa6697ecc0d5f64034ae;08381fa2121300a52d54202b3c3f1019	181345234;232434405	
SRR10470185	GSM4162972	Illumina HiSeq 4000 sequencing: GSM4162972: 171009_mCT_hs_h1_h1_mCT_pool_57_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10470185/SRR10470185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10470185/SRR10470185_2.fastq.gz	0783457cd307f8a8bc2e4d5a2f83d7e5;8b3d2ae5d6795946495e80be921180ec	118599094;151425271	
SRR10470188	GSM4162975	Illumina HiSeq 4000 sequencing: GSM4162975: 171009_mCT_hs_h1_h1_mCT_pool_66_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10470188/SRR10470188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10470188/SRR10470188_2.fastq.gz	1e43bfe29da0c1ab2a6bc603b412b1ca;4e0438e7fed09095847c67e68bdeca54	311406671;375254628	
SRR10470189	GSM4162976	Illumina HiSeq 4000 sequencing: GSM4162976: 171009_mCT_hs_h1_h1_mCT_pool_66_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10470189/SRR10470189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10470189/SRR10470189_2.fastq.gz	e80eb90b62550a7b2e0f89436f425d7a;6efd2480db6d4f329606ed5352f781d6	152643834;190982317	
SRR10470191	GSM4162978	Illumina HiSeq 4000 sequencing: GSM4162978: 171009_mCT_hs_h1_h1_mCT_pool_68_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10470191/SRR10470191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/091/SRR10470191/SRR10470191_2.fastq.gz	341fda0dd00fd84968b6b0c3aa0d9a29;4b93ff9b2146d2e9230da347c16c5cda	143340467;176408329	
SRR10470193	GSM4162980	Illumina HiSeq 4000 sequencing: GSM4162980: 171009_mCT_hs_h1_h1_mCT_pool_76_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10470193/SRR10470193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10470193/SRR10470193_2.fastq.gz	a2b7ad23cfa28e5a017f18688297d36c;a6aa8bc3fb6f7684e9eb9a67693143d4	182650648;231424229	
SRR10470194	GSM4162981	Illumina HiSeq 4000 sequencing: GSM4162981: 171009_mCT_hs_h1_h1_mCT_pool_83_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10470194/SRR10470194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10470194/SRR10470194_2.fastq.gz	c50ffdce15fe5319e16c876981edd7ae;eeb3b15bec97d6386ee513244519dd37	89830242;116442016	
SRR10470197	GSM4162984	Illumina HiSeq 4000 sequencing: GSM4162984: 171009_mCT_hs_h1_h1_mCT_pool_89_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10470197/SRR10470197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/097/SRR10470197/SRR10470197_2.fastq.gz	0c0afbff3c4669696a46c524c2d4a9e0;19b9d244c52797339be89300302e1e11	96411821;123330091	
SRR10470198	GSM4162985	Illumina HiSeq 4000 sequencing: GSM4162985: 171009_mCT_hs_h1_h1_mCT_pool_90_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10470198/SRR10470198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/098/SRR10470198/SRR10470198_2.fastq.gz	2316cd86e4bf180e597ba67f452f49be;c54a93101e526d0270447fc6571a16cc	255609081;323789786	
SRR10470199	GSM4162986	Illumina HiSeq 4000 sequencing: GSM4162986: 171009_mCT_hs_h1_h1_mCT_pool_90_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10470199/SRR10470199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/099/SRR10470199/SRR10470199_2.fastq.gz	2ab09dab261ccdbbda8f4983ff6075be;958c4eca7df53c75f09d52350dfb2fa6	236923397;302776808	
SRR10470200	GSM4162987	Illumina HiSeq 4000 sequencing: GSM4162987: 171009_mCT_hs_h1_h1_mCT_pool_91_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10470200/SRR10470200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/000/SRR10470200/SRR10470200_2.fastq.gz	041b21b1a5daa67d3badd2806720fafa;5e4da8343195936d0919ac7ceab153b1	122353040;157591034	
SRR10470201	GSM4162988	Illumina HiSeq 4000 sequencing: GSM4162988: 171009_mCT_hs_h1_h1_mCT_pool_92_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10470201/SRR10470201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/001/SRR10470201/SRR10470201_2.fastq.gz	c822bb088b4f438ffdea86bf521bf4d9;24033f671b6dbb95db59acdd054a1edc	138446369;178947594	
SRR10470204	GSM4162991	Illumina HiSeq 4000 sequencing: GSM4162991: 171009_mCT_hs_hek293_hek293_mCT_pool_13_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470204/SRR10470204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470204/SRR10470204_2.fastq.gz	f8924d057d1e2161b39fdfb22e28a3a1;38c6154770575e2f0fced829a9572c92	129070497;165417607	
SRR10470205	GSM4162992	Illumina HiSeq 4000 sequencing: GSM4162992: 171009_mCT_hs_hek293_hek293_mCT_pool_14_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10470205/SRR10470205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/005/SRR10470205/SRR10470205_2.fastq.gz	471a4af6d6f382a8b4655d900cbf033b;0f235234ccfee4bb781f2123ccd69d09	155534541;198597452	
SRR10470206	GSM4162993	Illumina HiSeq 4000 sequencing: GSM4162993: 171009_mCT_hs_hek293_hek293_mCT_pool_15_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10470206/SRR10470206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10470206/SRR10470206_2.fastq.gz	83ba7bbf813b2c5e99788c3a315b33a5;b622a876c211b80a24013e02575167da	184616420;233220188	
SRR10470208	GSM4162995	Illumina HiSeq 4000 sequencing: GSM4162995: 171009_mCT_hs_hek293_hek293_mCT_pool_21_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10470208/SRR10470208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10470208/SRR10470208_2.fastq.gz	c7837b49969468a0d800f12201034445;c4bf6b166452af4cf8dc9a456f4d8a8c	226226341;288755275	
SRR10470216	GSM4163003	Illumina HiSeq 4000 sequencing: GSM4163003: 171009_mCT_hs_hek293_hek293_mCT_pool_38_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10470216/SRR10470216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10470216/SRR10470216_2.fastq.gz	f4611681db25929a5a3a3b720e1be3cc;e9e98050f575b1f6bd57fdbaa1dd2896	291365258;365854588	
SRR10470217	GSM4163004	Illumina HiSeq 4000 sequencing: GSM4163004: 171009_mCT_hs_hek293_hek293_mCT_pool_39_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10470217/SRR10470217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10470217/SRR10470217_2.fastq.gz	5dab11ed91ed7d3857752076d87b2b9d;30824b7b09b3d98d4a58fb477384a343	304823346;380730260	
SRR10470219	GSM4163006	Illumina HiSeq 4000 sequencing: GSM4163006: 171009_mCT_hs_hek293_hek293_mCT_pool_45_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10470219/SRR10470219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/019/SRR10470219/SRR10470219_2.fastq.gz	c5e7dd93d24c2713ce4239b65e1225c7;76821e9d03c75f4281b307b1f2d2032b	313280972;393833716	
SRR10470224	GSM4163398	Illumina HiSeq 4000 sequencing: GSM4163398: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H1_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470224/SRR10470224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/024/SRR10470224/SRR10470224_2.fastq.gz	bf8dae83eb84c6d5ac3d4d919f454524;eff08ccb8cff46eea7690d9f4ef885a2	167437796;183491824	
SRR10470225	GSM4163399	Illumina HiSeq 4000 sequencing: GSM4163399: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H1_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10470225/SRR10470225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/025/SRR10470225/SRR10470225_2.fastq.gz	3827e950c17560dc0d71b824e34e9afb;7e9b5bb94df0355969a759a52ca36a01	155194900;167481414	
SRR10470228	GSM4163402	Illumina HiSeq 4000 sequencing: GSM4163402: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H2_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10470228/SRR10470228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10470228/SRR10470228_2.fastq.gz	4ef33b0efae73af4842aba04861b5484;614843b1a3e31b43edd55d7f2ca28b1d	156067776;168774981	
SRR10470229	GSM4163403	Illumina HiSeq 4000 sequencing: GSM4163403: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H2_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10470229/SRR10470229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10470229/SRR10470229_2.fastq.gz	f0e3482731b35382fcae24aa2fef9b5a;535d5801b618620894780793145909f1	184576051;199515767	
SRR10470234	GSM4163408	Illumina HiSeq 4000 sequencing: GSM4163408: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H4_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10470234/SRR10470234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10470234/SRR10470234_2.fastq.gz	510582cd6a85d0cd7da52a2a0707323c;3c9fdb61e0f5822c6026c7a559ac67e2	74588072;81027054	
SRR10470236	GSM4163410	Illumina HiSeq 4000 sequencing: GSM4163410: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H4_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470236/SRR10470236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/036/SRR10470236/SRR10470236_2.fastq.gz	9361777b28020d5af8821a9081cd74d2;f63a1a376c7c454a6b4cec52e5a5754e	233593018;251568019	
SRR10470237	GSM4163411	Illumina HiSeq 4000 sequencing: GSM4163411: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H5_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10470237/SRR10470237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10470237/SRR10470237_2.fastq.gz	ec671e453f240ccc57bd3bc62bf2b9e5;4aa52dd77d1777d91c3038a4b805f18a	169957794;186660346	
SRR10470240	GSM4163414	Illumina HiSeq 4000 sequencing: GSM4163414: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H6_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470240/SRR10470240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/040/SRR10470240/SRR10470240_2.fastq.gz	22bc395c10ccb11022012ba7f22c60c0;18f15557cabd6affdf02ead0f1c14f65	185238271;201972499	
SRR10470243	GSM4163417	Illumina HiSeq 4000 sequencing: GSM4163417: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H7_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10470243/SRR10470243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10470243/SRR10470243_2.fastq.gz	282600f0be33e3b2050371e30b53264c;693ccd0261d6d04b4009ab280c95474c	273892011;296049217	
SRR10470247	GSM4163421	Illumina HiSeq 4000 sequencing: GSM4163421: 180615_mCT_hs_h1-hek293_h1-hek293_random2_H8_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10470247/SRR10470247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/047/SRR10470247/SRR10470247_2.fastq.gz	5b4bb92834fc24777b2e079d398ac4e2;b21e5d9b905ed304b6adde50ed0d6d7f	69704528;76302274	
SRR10470251	GSM4163425	Illumina NovaSeq 6000 sequencing: GSM4163425: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A10_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/051/SRR10470251/SRR10470251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/051/SRR10470251/SRR10470251_2.fastq.gz	59d0bad0b68d900b782d2b4f09d954b2;f4bd629aa36887ba2e4bf3e360c23eae	128070094;137481010	
SRR10470258	GSM4163432	Illumina NovaSeq 6000 sequencing: GSM4163432: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A10_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/058/SRR10470258/SRR10470258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/058/SRR10470258/SRR10470258_2.fastq.gz	b8c45416158422df82eda260effeff0f;45c12051a11e6a418c93dbbd6cf62f28	126240775;134500185	
SRR10470260	GSM4163434	Illumina NovaSeq 6000 sequencing: GSM4163434: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A11_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10470260/SRR10470260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/060/SRR10470260/SRR10470260_2.fastq.gz	b02a0ad329673df0c1f9d382d173ef58;c154741ea25bbae2cb0b58a3f8303f79	175081868;186186441	
SRR10470261	GSM4163435	Illumina NovaSeq 6000 sequencing: GSM4163435: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A11_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10470261/SRR10470261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/061/SRR10470261/SRR10470261_2.fastq.gz	eadfb3a781cbddf66bfb5505b61bb321;b9a04319d0718c69a7f62ce4582b6a5d	150110724;157730370	
SRR10470262	GSM4163436	Illumina NovaSeq 6000 sequencing: GSM4163436: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A11_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10470262/SRR10470262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/062/SRR10470262/SRR10470262_2.fastq.gz	a5b3c35e574b7200b81e60010cc0d37c;a22df70225a83c4a7c3d16f7490424e6	193668990;206649980	
SRR10470263	GSM4163437	Illumina NovaSeq 6000 sequencing: GSM4163437: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A11_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10470263/SRR10470263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/063/SRR10470263/SRR10470263_2.fastq.gz	4e32af9d7d28d831d3e55f63323e7b8a;ad68da2074185287e4110e546c68c2b2	143614552;153165466	
SRR10470264	GSM4163438	Illumina NovaSeq 6000 sequencing: GSM4163438: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_A11_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10470264/SRR10470264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10470264/SRR10470264_2.fastq.gz	236595689b3dbfcebeb90f8899d4336a;72bc2ceea5ecc0eb1f1f029863ae2573	180304537;189972941	
SRR10470270	GSM4163972	Illumina NovaSeq 6000 sequencing: GSM4163972: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G10_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10470270/SRR10470270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/070/SRR10470270/SRR10470270_2.fastq.gz	4c8d22319f8d76c28dba1c1db09a7b08;fd83cf41d09b9ffa4101af07610f154c	148346698;159038413	
SRR10470273	GSM4163975	Illumina NovaSeq 6000 sequencing: GSM4163975: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10470273/SRR10470273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/073/SRR10470273/SRR10470273_2.fastq.gz	861e842e3a3ac40c2f1bdfcc781c76d9;d974b7dfe741ad9ad713baaab18c7ea3	66703689;71837471	
SRR10470276	GSM4163978	Illumina NovaSeq 6000 sequencing: GSM4163978: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10470276/SRR10470276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/076/SRR10470276/SRR10470276_2.fastq.gz	2dc8fe759e1621696e2c8468635a45ba;297436b0091d44835b6cf2a512906d33	123370896;132005284	
SRR10470278	GSM4163980	Illumina NovaSeq 6000 sequencing: GSM4163980: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G11_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10470278/SRR10470278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/078/SRR10470278/SRR10470278_2.fastq.gz	ff50ca86eb2db5ea631983bd2a1af54b;43e5c4bdb60684abbb286628fcf6eae3	129396950;138454973	
SRR10470284	GSM4163986	Illumina NovaSeq 6000 sequencing: GSM4163986: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10470284/SRR10470284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10470284/SRR10470284_2.fastq.gz	046733f70dbbbfe46995f630bc4905bc;41279520223635f01024cfd6945bbdd5	56835051;61303401	
SRR10470286	GSM4163988	Illumina NovaSeq 6000 sequencing: GSM4163988: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G12_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10470286/SRR10470286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10470286/SRR10470286_2.fastq.gz	accce598947370c49079c91f209f4fae;bc6a03b3ca3810b02fcab8c039e3925e	66470319;71670433	
SRR10470289	GSM4163991	Illumina NovaSeq 6000 sequencing: GSM4163991: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10470289/SRR10470289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/089/SRR10470289/SRR10470289_2.fastq.gz	424c9800caf1c28c799bebf8286e8b64;ac95202bac6f2632385db72c972cb0ad	118411592;125328427	
SRR10470290	GSM4163992	Illumina NovaSeq 6000 sequencing: GSM4163992: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10470290/SRR10470290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/090/SRR10470290/SRR10470290_2.fastq.gz	0625053352af1f29034e4a62ef17e75b;fdd84f84bdd99346dcce6d06dd6a5827	107611288;115859282	
SRR10470293	GSM4163995	Illumina NovaSeq 6000 sequencing: GSM4163995: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10470293/SRR10470293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10470293/SRR10470293_2.fastq.gz	cdab25198364e05e20d9ca8d0232c6ee;46a7be315ec4d963caf8bb951aef0ea7	93164910;100037382	
SRR10470294	GSM4163996	Illumina NovaSeq 6000 sequencing: GSM4163996: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G1_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10470294/SRR10470294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10470294/SRR10470294_2.fastq.gz	d0d407c05a795eccac6527b051247837;ea5991057580ef4d576169cf78d186f8	91612148;98198655	
SRR10470303	GSM4164005	Illumina NovaSeq 6000 sequencing: GSM4164005: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G3_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10470303/SRR10470303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10470303/SRR10470303_2.fastq.gz	91ccdd2c4772ace3033a3d71a9962e9f;556a85cef29ff92519264f57edcf3b35	110639394;117816342	
SRR10470304	GSM4164006	Illumina NovaSeq 6000 sequencing: GSM4164006: 190305_mCTseq_hs_21yr_BA10_UMB5577_1_UMB5577_2_G3_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470304/SRR10470304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10470304/SRR10470304_2.fastq.gz	cceda1a069369a6a5161747437143b0f;1bcae156a40b2f64008a13ec438defc3	108385113;116715600	
