run_accession	experiment_alias	experiment_title	fastq_ftp	fastq_md5	fastq_bytes	submitted_ftp
SRR10477392	GSM4166213	Illumina NovaSeq 6000 sequencing: GSM4166213: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G5_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10477392/SRR10477392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/092/SRR10477392/SRR10477392_2.fastq.gz	df9d970ba227ac4df246f6ded0b1b28f;53e1ff360559835fe4fefdbb944d1e8a	110880393;120122453	
SRR10476579	GSM4167728	Illumina NovaSeq 6000 sequencing: GSM4167728: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G6_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/079/SRR10476579/SRR10476579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/079/SRR10476579/SRR10476579_2.fastq.gz	496917a11884884118baf8416c704910;4041908cd655ff4a785925e77b6c7000	140224904;150531926	
SRR10475349	GSM4164842	Illumina NovaSeq 6000 sequencing: GSM4164842: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H3_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10475349/SRR10475349_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/049/SRR10475349/SRR10475349_2.fastq.gz	8576a26fd0d9daf598ff95bfaba37acc;4b7f285b5edb3ba57bc22caf7cd9790a	164830435;179849977	
SRR10477393	GSM4166214	Illumina NovaSeq 6000 sequencing: GSM4166214: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G5_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10477393/SRR10477393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/093/SRR10477393/SRR10477393_2.fastq.gz	43e4528381376fff326d246682b79dab;e435e10b69f5b5bb96840c72e513b7c9	105811429;115537006	
SRR10476586	GSM4167735	Illumina NovaSeq 6000 sequencing: GSM4167735: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G7_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10476586/SRR10476586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10476586/SRR10476586_2.fastq.gz	e4124ae4e0d76b7e3e137e9c81671dba;c2223e0c6f92544fd3f7a4f5498c1afc	119678070;129725696	
SRR10475350	GSM4164843	Illumina NovaSeq 6000 sequencing: GSM4164843: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H3_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10475350/SRR10475350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/050/SRR10475350/SRR10475350_2.fastq.gz	303a006e9b587a734cea636a126f99b4;36420a0445b0cf0a10af4cb26d12f8f0	113255239;122544125	
SRR10477407	GSM4166228	Illumina NovaSeq 6000 sequencing: GSM4166228: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G7_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10477407/SRR10477407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/007/SRR10477407/SRR10477407_2.fastq.gz	b093df42195e4e83b572eeb48144e5a3;830a328e7f74d673949ad3b223d3e004	57414927;62236088	
SRR10476587	GSM4167736	Illumina NovaSeq 6000 sequencing: GSM4167736: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G7_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10476587/SRR10476587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10476587/SRR10476587_2.fastq.gz	19f624ff52314743c95e0835009f768f;bb3c058b2c4ee100b046fe227c69221c	163982889;175114664	
SRR10475352	GSM4164845	Illumina NovaSeq 6000 sequencing: GSM4164845: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H3_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10475352/SRR10475352_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/052/SRR10475352/SRR10475352_2.fastq.gz	bebcfa86c509f9e614523b934a1674fd;3100c67a8c78b7f3448946e71da8d4b4	175793067;190580106	
SRR10477408	GSM4166229	Illumina NovaSeq 6000 sequencing: GSM4166229: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G7_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10477408/SRR10477408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/008/SRR10477408/SRR10477408_2.fastq.gz	2f2de618303b1a0fb0be69ba65a96001;be8550a0f97682c1eca123ca11d9d1b2	77430831;83259505	
SRR10476594	GSM4167743	Illumina NovaSeq 6000 sequencing: GSM4167743: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G8_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10476594/SRR10476594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/094/SRR10476594/SRR10476594_2.fastq.gz	b83ad7ba792715ee20bca1e2f3edc266;8e9936fdcef18d5ec158ca9018599ab5	137586034;147210688	
SRR10475353	GSM4164846	Illumina NovaSeq 6000 sequencing: GSM4164846: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H3_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10475353/SRR10475353_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10475353/SRR10475353_2.fastq.gz	af240a94d25b5bd3b1640d093f4c89fd;c32e74cd0b5de36fb99fbdb413f7b332	79221725;84730568	
SRR10476595	GSM4167744	Illumina NovaSeq 6000 sequencing: GSM4167744: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G8_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10476595/SRR10476595_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/095/SRR10476595/SRR10476595_2.fastq.gz	2b1ca113c051706cdf5bb85885c89abc;c5ce5778110fc6e46397ea022fa12511	140434286;151455021	
SRR10477413	GSM4166234	Illumina NovaSeq 6000 sequencing: GSM4166234: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G8_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10477413/SRR10477413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/013/SRR10477413/SRR10477413_2.fastq.gz	316b39f71bffd319a7d3106997d4cc6c;84f7c06cbb71120e00979c6111c56355	73118210;79818090	
SRR10475357	GSM4164850	Illumina NovaSeq 6000 sequencing: GSM4164850: 190305_mCTseq_hs_29yr_BA10_UMB5580_1_UMB5580_2_H4_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/057/SRR10475357/SRR10475357_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/057/SRR10475357/SRR10475357_2.fastq.gz	618aa731d51795d93ce5953113ba2672;0567acb57f3cb738a7b68d4a11ba090b	132570006;142071522	
SRR10476603	GSM4167752	Illumina NovaSeq 6000 sequencing: GSM4167752: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G9_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10476603/SRR10476603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/003/SRR10476603/SRR10476603_2.fastq.gz	a9fa51efa53d2115cc495fff9a8107ef;3b123295eb1b51b151ee786573f30a43	104670733;113787076	
SRR10477416	GSM4166237	Illumina NovaSeq 6000 sequencing: GSM4166237: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G8_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10477416/SRR10477416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/016/SRR10477416/SRR10477416_2.fastq.gz	489ee921fa64e2cb532a813e32c19607;39b90bde0db2470aeb4b5a61dc00e4d3	105370561;114784181	
SRR10475364	GSM4165433	Illumina NovaSeq 6000 sequencing: GSM4165433: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10475364/SRR10475364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/064/SRR10475364/SRR10475364_2.fastq.gz	2ece9e14176577a6a749d100254df04f;c076daa16ff5c574a90f1894868d0398	135526124;145561815	
SRR10476604	GSM4167753	Illumina NovaSeq 6000 sequencing: GSM4167753: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H10_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10476604/SRR10476604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/004/SRR10476604/SRR10476604_2.fastq.gz	78659841b3e88fcf4d0e0aeccc869746;9279e98e0970dfa90efcaf32fe813367	138161347;148994243	
SRR10475365	GSM4165434	Illumina NovaSeq 6000 sequencing: GSM4165434: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10475365/SRR10475365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/065/SRR10475365/SRR10475365_2.fastq.gz	70727cbf91590667fc5ba8b9d11c096b;63c543d9db9f96dc0e180623be3d5507	121658387;131295695	
SRR10477417	GSM4166238	Illumina NovaSeq 6000 sequencing: GSM4166238: 190321_mCTseq_hs_21yr_BA10_UMB5577_5_UMB5577_6_G8_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10477417/SRR10477417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10477417/SRR10477417_2.fastq.gz	32bd3f780dbf61e60559264fd9ad4b93;df140a73d88acc830d78549fa92e014b	79411375;86019869	
SRR10476606	GSM4167755	Illumina NovaSeq 6000 sequencing: GSM4167755: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H10_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10476606/SRR10476606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/006/SRR10476606/SRR10476606_2.fastq.gz	11e3281fd1578b5b9718c842df8e78d7;19c39d859ab2ba0f89a8f5ee3d4783e7	187991767;199879658	
SRR10475366	GSM4165435	Illumina NovaSeq 6000 sequencing: GSM4165435: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/066/SRR10475366/SRR10475366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/066/SRR10475366/SRR10475366_2.fastq.gz	fb2e5bb6e0eb00df538a88b8226076a0;48933ffa4dd49850173c133afc00c692	91281094;98705410	
SRR10476611	GSM4168916	Illumina HiSeq 4000 sequencing: GSM4168916: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2163_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10476611/SRR10476611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/011/SRR10476611/SRR10476611_2.fastq.gz	60507b79d547555555af55dbf8a03cf8;98ac4b96572351bbf0b04c99d236852b	175828452;190476655	
SRR10477426	GSM4167759	Illumina NovaSeq 6000 sequencing: GSM4167759: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H10_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10477426/SRR10477426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/026/SRR10477426/SRR10477426_2.fastq.gz	97ec62b46a1173f036d1b224419e829c;d96b801bb0d3f60fae6358199be6b682	118134046;125928086	
SRR10475367	GSM4165436	Illumina NovaSeq 6000 sequencing: GSM4165436: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G10_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/067/SRR10475367/SRR10475367_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/067/SRR10475367/SRR10475367_2.fastq.gz	8eb649c5cc09196e0b6df9fd6b184894;07632b16c4a51e92d771e25562abd36f	107865048;116278927	
SRR10476612	GSM4168917	Illumina HiSeq 4000 sequencing: GSM4168917: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2165_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10476612/SRR10476612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/012/SRR10476612/SRR10476612_2.fastq.gz	eadf345be9a2d08e674b3853eea8b850;8dbec322295a7c2c181b4c6af1cdc949	229376648;251023846	
SRR10475371	GSM4165440	Illumina NovaSeq 6000 sequencing: GSM4165440: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G11_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/071/SRR10475371/SRR10475371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/071/SRR10475371/SRR10475371_2.fastq.gz	34deceddd968ee0ccdf2812469924168;4a2fcee9cb54a43ab921750df2e96192	69557725;75948215	
SRR10477427	GSM4167760	Illumina NovaSeq 6000 sequencing: GSM4167760: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H10_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10477427/SRR10477427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/027/SRR10477427/SRR10477427_2.fastq.gz	96ffa1f46d39f10b9e9c30472ede8208;a1a56ad0217c6df781444bbe47f8c036	142539923;151394248	
SRR10476617	GSM4168922	Illumina HiSeq 4000 sequencing: GSM4168922: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2167_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10476617/SRR10476617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/017/SRR10476617/SRR10476617_2.fastq.gz	88619e09135a4639f87c8c845652d014;05515256436765faebfb6ee631e7bf18	175541664;191963042	
SRR10475372	GSM4165441	Illumina NovaSeq 6000 sequencing: GSM4165441: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G11_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/072/SRR10475372/SRR10475372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/072/SRR10475372/SRR10475372_2.fastq.gz	bb55720f3e150b0eca860855817cce3d;6b7f364d622eb425d7db97f4cb917f30	92996362;100195988	
SRR10477428	GSM4167761	Illumina NovaSeq 6000 sequencing: GSM4167761: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H11_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10477428/SRR10477428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/028/SRR10477428/SRR10477428_2.fastq.gz	58157f7120ccff077fd5844ed540a7ae;eaab0063d38588e4fd2dec23ae0ec999	122746273;133666198	
SRR10476618	GSM4168923	Illumina HiSeq 4000 sequencing: GSM4168923: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2167_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10476618/SRR10476618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/018/SRR10476618/SRR10476618_2.fastq.gz	c823f49edf317e4bdecf031eeef49742;35af75bb2712db00228991347b6da7a7	163106752;176974241	
SRR10475375	GSM4165444	Illumina NovaSeq 6000 sequencing: GSM4165444: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G11_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10475375/SRR10475375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/075/SRR10475375/SRR10475375_2.fastq.gz	e218f00e34ac82c1f732ab927b3265a4;2c350e8d531ee70fde9b4829c7429db8	97480339;105350696	
SRR10477431	GSM4167764	Illumina NovaSeq 6000 sequencing: GSM4167764: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H11_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/031/SRR10477431/SRR10477431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/031/SRR10477431/SRR10477431_2.fastq.gz	b5c657923279c8007a8adc8a22f5aebd;b773a7e6411a364cc4a1915c3cf7e708	133215503;143600867	
SRR10476629	GSM4168934	Illumina HiSeq 4000 sequencing: GSM4168934: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2172_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10476629/SRR10476629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/029/SRR10476629/SRR10476629_2.fastq.gz	c0f068eec1307ef1ef734dfb48010d38;6fd648b4db64e754741f2dc1320ef9e4	192618659;209311384	
SRR10475377	GSM4165446	Illumina NovaSeq 6000 sequencing: GSM4165446: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G12_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10475377/SRR10475377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/077/SRR10475377/SRR10475377_2.fastq.gz	10570da55062babed244e9bec81a30ae;28a24e0e4e6885c0b01949b602442b42	41507195;45553934	
SRR10477433	GSM4167766	Illumina NovaSeq 6000 sequencing: GSM4167766: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H11_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/033/SRR10477433/SRR10477433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/033/SRR10477433/SRR10477433_2.fastq.gz	7dad3c542085a4892c187677a45104ab;d60244ef96bacb3f064f4ec97e179aa9	124194569;133479153	
SRR10476630	GSM4168935	Illumina HiSeq 4000 sequencing: GSM4168935: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2172_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10476630/SRR10476630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/030/SRR10476630/SRR10476630_2.fastq.gz	13ed9c358f23c438cdbc9b8f6da95448;533a5f74d380a1a0860b165ea7b87cbc	201851896;220040344	
SRR10475381	GSM4165450	Illumina NovaSeq 6000 sequencing: GSM4165450: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G12_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10475381/SRR10475381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/081/SRR10475381/SRR10475381_2.fastq.gz	f54a7d9521473f6a7a0e3163f56b57d9;6cddb8afb211341075fa8ff3b85dbd03	62882334;67804800	
SRR10475384	GSM4165453	Illumina NovaSeq 6000 sequencing: GSM4165453: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G1_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10475384/SRR10475384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/084/SRR10475384/SRR10475384_2.fastq.gz	c5e9142203976dda1877415efe3dc4a5;c728e1b19a758e671b6016fed1e05233	107415736;115590952	
SRR10477435	GSM4167768	Illumina NovaSeq 6000 sequencing: GSM4167768: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H12_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10477435/SRR10477435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/035/SRR10477435/SRR10477435_2.fastq.gz	67c3083bc0735a10c5a48c9c1ef1c748;b8eee9fe6d6b600a6feb130df2e3c401	201320648;221040896	
SRR10475385	GSM4165454	Illumina NovaSeq 6000 sequencing: GSM4165454: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G1_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10475385/SRR10475385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/085/SRR10475385/SRR10475385_2.fastq.gz	8f9c218c8f17e74e74a6bcc2c08dac9e;3fae0ab25a85c870dcf591a24cd84783	119960857;130373001	
SRR10476634	GSM4168939	Illumina HiSeq 4000 sequencing: GSM4168939: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2174_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10476634/SRR10476634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/034/SRR10476634/SRR10476634_2.fastq.gz	15e48c97c8bc927aba4ed6f1f7fa0e36;a357fada35e4447f3b3d5d399c558985	179742664;195627666	
SRR10477441	GSM4167774	Illumina NovaSeq 6000 sequencing: GSM4167774: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H12_AD012_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10477441/SRR10477441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/041/SRR10477441/SRR10477441_2.fastq.gz	279c4b28afe599a87afa0294e0f10883;3a6abc2bbac222186ad1f550fc9754aa	174084339;185806137	
SRR10476637	GSM4168942	Illumina HiSeq 4000 sequencing: GSM4168942: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2175_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10476637/SRR10476637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/037/SRR10476637/SRR10476637_2.fastq.gz	6ce004e3c0686dac36776eb5703472e4;aff62dc8dc959a51ad62cd0a8a43cca3	224707530;247164149	
SRR10475386	GSM4165455	Illumina NovaSeq 6000 sequencing: GSM4165455: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G1_AD008_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10475386/SRR10475386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/086/SRR10475386/SRR10475386_2.fastq.gz	fc3eeba54734ba7c9e2ff731f6462706;9e8cde5e3fbe04aa46a92364c3a7268f	94004321;101029132	
SRR10476653	GSM4168958	Illumina HiSeq 4000 sequencing: GSM4168958: 170602_NDARKD326LNK_hs_58yr_BA10_pool_2181_AD006_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10476653/SRR10476653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/053/SRR10476653/SRR10476653_2.fastq.gz	ac0b977a607da1a9ab06675e7bbc6289;5e7afe33ad406afc56dc18fc51a835b8	206331428;224499320	
SRR10477443	GSM4167776	Illumina NovaSeq 6000 sequencing: GSM4167776: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H1_AD002_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10477443/SRR10477443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/043/SRR10477443/SRR10477443_2.fastq.gz	d94095f05022034ec35225ada38e4946;b35441b4b5d96517ab3b8b85752bff25	166870054;180605522	
SRR10475387	GSM4165456	Illumina NovaSeq 6000 sequencing: GSM4165456: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G1_AD010_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10475387/SRR10475387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/087/SRR10475387/SRR10475387_2.fastq.gz	f3985e24686ee1f97e3c24307e02492d;09fc4a81f6ecd80a04d710a25074f44c	93477362;101088695	
SRR10477444	GSM4167777	Illumina NovaSeq 6000 sequencing: GSM4167777: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H1_AD004_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10477444/SRR10477444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/044/SRR10477444/SRR10477444_2.fastq.gz	7eb83b24c2c44f2548379219f46c44c6;fafc2ff3bc828261bcb0e5ba4653ce46	312569706;336382780	
SRR10475388	GSM4165457	Illumina NovaSeq 6000 sequencing: GSM4165457: 190321_mCTseq_hs_21yr_BA10_UMB5577_3_UMB5577_4_G2_AD001_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10475388/SRR10475388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/088/SRR10475388/SRR10475388_2.fastq.gz	b51f258ab5c322dc98237b766819b019;110b15cc45010b1e660aa86c28b9876b	46221357;50569793	
SRR10477446	GSM4167779	Illumina NovaSeq 6000 sequencing: GSM4167779: 190321_mCTseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H1_AD007_indexed Homo sapiens OTHER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10477446/SRR10477446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR104/046/SRR10477446/SRR10477446_2.fastq.gz	5c67d7bb2cd0cb74cae67a831456751c;9111699cdcbb2ef65f27074f58482cec	131182125;141759214	
