2	6529	71816	9.09
3	6989	72040	9.70
4	6900	69666	9.90
5	6680	72766	9.18
6	6922	71533	9.68
7	7229	69271	10.44
8	6943	69086	10.05
9	7119	68551	10.38
10	6873	65809	10.44
11	7334	69072	10.62
12	6940	66385	10.45
13	7169	67184	10.67
14	7204	65962	10.92
15	7283	65543	11.11
16	7074	64969	10.89
17	7275	65900	11.04
18	6939	65223	10.64
19	7153	64872	11.03
20	7071	64188	11.02
21	7204	64359	11.19
22	7053	65754	10.73
23	7207	65614	10.98
24	7089	67071	10.57
25	7220	67469	10.70
26	6927	65814	10.53
27	7058	67566	10.45
28	6908	66815	10.34
29	6859	67010	10.24
30	6887	66520	10.35
31	6859	67903	10.10
32	6928	67009	10.34
33	6986	67953	10.28
34	6717	67678	9.92
35	7029	68374	10.28
36	6701	67618	9.91
37	7022	69969	10.04
38	6662	67857	9.82
39	6686	67688	9.88
40	6672	67971	9.82
41	6712	67499	9.94
42	6775	67286	10.07
43	6678	67903	9.83
44	6476	68742	9.42
45	6573	66784	9.84
46	6433	67913	9.47
47	6466	67159	9.63
48	6613	68197	9.70
49	6347	67373	9.42
50	6319	67461	9.37
51	6290	65573	9.59
52	6306	66344	9.51
53	6209	65901	9.42
54	6217	66434	9.36
55	6259	67004	9.34
56	6202	66603	9.31
57	6167	63852	9.66
58	6022	64338	9.36
59	6001	63734	9.42
60	5962	63678	9.36
61	6014	65209	9.22
62	5886	63821	9.22
63	5792	63008	9.19
64	5896	63718	9.25
65	5697	62427	9.13
66	5648	61828	9.14
67	5622	61294	9.17
68	5499	61833	8.89
69	5536	63082	8.78
70	5461	61772	8.84
71	5431	61052	8.90
72	5405	61790	8.75
73	5402	62304	8.67
74	5289	61277	8.63
75	5164	61286	8.43
76	4993	59638	8.37
77	5026	59733	8.41
78	4984	60564	8.23
79	4972	60577	8.21
80	4958	61167	8.11
81	4928	59315	8.31
82	4668	58984	7.91
83	4752	57900	8.21
84	4562	57295	7.96
85	4587	58248	7.87
86	4431	59937	7.39
87	4439	61185	7.26
88	4435	60350	7.35
89	4164	57729	7.21
90	4117	57326	7.18
91	3956	55405	7.14
92	3501	51273	6.83
93	2309	28561	8.08
