CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	17169	32291	34.71	49460
2	16696	32117	34.20	48813
3	16085	31181	34.03	47266
4	17703	32083	35.56	49786
5	18374	32114	36.39	50488
6	19903	35925	35.65	55828
7	18558	30990	37.45	49548
8	20538	35146	36.88	55684
9	22149	37138	37.36	59287
10	17875	33794	34.60	51669
11	19915	34569	36.55	54484
12	23080	37648	38.01	60728
13	24189	38695	38.47	62884
14	22569	37625	37.49	60194
15	21817	37147	37.00	58964
16	20511	33916	37.69	54427
17	20480	35815	36.38	56295
18	21255	35736	37.30	56991
19	20575	35877	36.45	56452
20	21122	35791	37.11	56913
21	19501	34255	36.28	53756
22	24825	38558	39.17	63383
23	20014	34165	36.94	54179
24	26352	39119	40.25	65471
25	22577	37106	37.83	59683
26	19964	35669	35.89	55633
27	20503	34307	37.41	54810
28	21999	37413	37.03	59412
29	20958	34771	37.61	55729
30	20863	34333	37.80	55196
31	18996	32558	36.85	51554
32	20161	34670	36.77	54831
33	18287	32998	35.66	51285
34	19211	32962	36.82	52173
35	19201	31523	37.85	50724
36	21496	34979	38.06	56475
37	21036	33973	38.24	55009
38	21744	35463	38.01	57207
39	18215	32394	35.99	50609
40	18785	31928	37.04	50713
41	21560	34107	38.73	55667
42	19829	33887	36.91	53716
43	18454	32268	36.38	50722
44	20045	33449	37.47	53494
45	19582	32792	37.39	52374
46	20309	34131	37.31	54440
47	17743	31214	36.24	48957
48	20401	33257	38.02	53658
49	21711	35582	37.89	57293
50	19831	32750	37.72	52581
51	20069	32495	38.18	52564
52	19646	33414	37.03	53060
53	20219	33942	37.33	54161
54	19618	33035	37.26	52653
55	18947	31642	37.45	50589
56	19247	32647	37.09	51894
57	18562	32677	36.23	51239
58	17847	30942	36.58	48789
59	16638	30460	35.33	47098
60	18008	32261	35.82	50269
61	17591	30892	36.28	48483
62	19378	31094	38.39	50472
63	17441	30561	36.33	48002
64	17313	30974	35.85	48287
65	17453	30330	36.53	47783
66	17464	31369	35.76	48833
67	16484	30252	35.27	46736
68	17685	30612	36.62	48297
69	18713	31365	37.37	50078
70	17565	30973	36.19	48538
71	18044	30517	37.16	48561
72	17063	29489	36.65	46552
73	16878	30647	35.51	47525
74	16172	30454	34.68	46626
75	16326	29357	35.74	45683
76	16255	29650	35.41	45905
77	15654	29250	34.86	44904
78	16020	29401	35.27	45421
79	16702	29135	36.44	45837
80	15445	27819	35.70	43264
81	16266	29466	35.57	45732
82	15898	28368	35.91	44266
83	14763	26903	35.43	41666
84	14555	27782	34.38	42337
85	14253	27329	34.28	41582
86	14337	26831	34.83	41168
87	14898	27316	35.29	42214
88	10335	8755	54.14	19090

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	10415	234728	4.25	245143
2	10604	207304	4.87	217908
3	10993	216400	4.83	227393
4	11304	206256	5.20	217560
5	12221	222470	5.21	234691
6	11303	237298	4.55	248601
7	12221	229988	5.05	242209
8	12093	211279	5.41	223372
9	12988	253637	4.87	266625
10	12057	215502	5.30	227559
11	12278	213835	5.43	226113
12	12627	230056	5.20	242683
13	12413	225027	5.23	237440
14	12354	226045	5.18	238399
15	12315	229011	5.10	241326
16	11501	212685	5.13	224186
17	12794	211346	5.71	224140
18	12443	213135	5.52	225578
19	11680	215663	5.14	227343
20	11666	209442	5.28	221108
21	12189	214327	5.38	226516
22	12384	213549	5.48	225933
23	12289	219814	5.29	232103
24	11976	216524	5.24	228500
25	12047	214668	5.31	226715
26	12108	227366	5.06	239474
27	11596	213977	5.14	225573
28	12634	225120	5.31	237754
29	13072	234228	5.29	247300
30	12695	218358	5.49	231053
31	12298	227338	5.13	239636
32	11899	219564	5.14	231463
33	12468	240487	4.93	252955
34	11793	223365	5.01	235158
35	12036	214491	5.31	226527
36	12613	211949	5.62	224562
37	11605	218847	5.04	230452
38	12095	226239	5.07	238334
39	13907	220402	5.94	234309
40	11788	206257	5.41	218045
41	12325	212364	5.49	224689
42	12910	225294	5.42	238204
43	13109	215074	5.74	228183
44	11500	208517	5.23	220017
45	12043	213152	5.35	225195
46	12379	208089	5.61	220468
47	12192	214771	5.37	226963
48	11260	205916	5.18	217176
49	11283	216365	4.96	227648
50	11703	209562	5.29	221265
51	11417	207421	5.22	218838
52	11751	213370	5.22	225121
53	11782	207869	5.36	219651
54	11673	207051	5.34	218724
55	11100	201776	5.21	212876
56	10632	206407	4.90	217039
57	11893	218612	5.16	230505
58	11654	210349	5.25	222003
59	11598	201790	5.44	213388
60	11881	203887	5.51	215768
61	11352	208007	5.18	219359
62	11517	202720	5.38	214237
63	12806	213945	5.65	226751
64	11282	198047	5.39	209329
65	11296	195787	5.45	207083
66	11826	200621	5.57	212447
67	11359	200512	5.36	211871
68	11492	197744	5.49	209236
69	11355	193267	5.55	204622
70	11062	193954	5.40	205016
71	12764	200606	5.98	213370
72	10357	191406	5.13	201763
73	10255	189211	5.14	199466
74	10248	198346	4.91	208594
75	10146	198819	4.86	208965
76	10934	193186	5.36	204120
77	10341	193693	5.07	204034
78	10182	194115	4.98	204297
79	10418	189904	5.20	200322
80	9712	195325	4.74	205037
81	9682	202042	4.57	211724
82	10208	200239	4.85	210447
83	10339	197614	4.97	207953
84	9566	186436	4.88	196002
85	9455	177087	5.07	186542
86	9541	177859	5.09	187400
87	8432	174209	4.62	182641
88	4331	62074	6.52	66405

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	36604	732522	4.76	769126
2	36621	743575	4.69	780196
3	41030	729105	5.33	770135
4	37154	674417	5.22	711571
5	36703	657613	5.29	694316
6	36571	653331	5.30	689902
7	35807	644695	5.26	680502
8	38419	681365	5.34	719784
9	38711	660678	5.53	699389
10	40649	685630	5.60	726279
11	39412	659730	5.64	699142
12	37600	644378	5.51	681978
13	36771	639219	5.44	675990
14	36603	643298	5.38	679901
15	38412	656762	5.53	695174
16	41942	660583	5.97	702525
17	38523	633339	5.73	671862
18	36963	639031	5.47	675994
19	38003	660369	5.44	698372
20	37022	648596	5.40	685618
21	38202	634522	5.68	672724
22	38982	648037	5.67	687019
23	39335	644457	5.75	683792
24	38527	666839	5.46	705366
25	37969	649562	5.52	687531
26	39502	671890	5.55	711392
27	38219	665976	5.43	704195
28	37613	651378	5.46	688991
29	41058	677671	5.71	718729
30	40296	663603	5.72	703899
31	37267	647929	5.44	685196
32	36964	671119	5.22	708083
33	37171	663364	5.31	700535
34	39779	692984	5.43	732763
35	38847	683768	5.38	722615
36	37133	672562	5.23	709695
37	36627	658485	5.27	695112
38	36983	674820	5.20	711803
39	39502	690104	5.41	729606
40	39409	689468	5.41	728877
41	37785	668795	5.35	706580
42	37508	672204	5.28	709712
43	38581	682042	5.35	720623
44	37229	688514	5.13	725743
45	37577	666336	5.34	703913
46	39749	680715	5.52	720464
47	37035	668661	5.25	705696
48	38292	680399	5.33	718691
49	36728	665396	5.23	702124
50	37482	669692	5.30	707174
51	38077	693879	5.20	731956
52	37180	669235	5.26	706415
53	38301	676609	5.36	714910
54	39436	667697	5.58	707133
55	36956	656356	5.33	693312
