CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	25025	30269	45.26	55294
2	24304	27437	46.97	51741
3	24443	27650	46.92	52093
4	26101	30815	45.86	56916
5	27473	29229	48.45	56702
6	30107	32903	47.78	63010
7	27064	28254	48.92	55318
8	28561	30280	48.54	58841
9	28752	32919	46.62	61671
10	26242	28437	47.99	54679
11	27463	30087	47.72	57550
12	31743	32055	49.76	63798
13	34863	34022	50.61	68885
14	29399	32417	47.56	61816
15	31509	32719	49.06	64228
16	27930	28729	49.29	56659
17	27582	31351	46.80	58933
18	28928	31052	48.23	59980
19	29199	30099	49.24	59298
20	29084	30093	49.15	59177
21	29101	29145	49.96	58246
22	32746	31719	50.80	64465
23	30788	29824	50.80	60612
24	32986	31650	51.03	64636
25	31990	31115	50.69	63105
26	28123	29011	49.22	57134
27	28522	28798	49.76	57320
28	30072	29831	50.20	59903
29	29384	28507	50.76	57891
30	28322	29448	49.03	57770
31	26660	28990	47.91	55650
32	29538	29478	50.05	59016
33	28305	27715	50.53	56020
34	27139	27408	49.75	54547
35	27090	27880	49.28	54970
36	28404	29415	49.13	57819
37	29764	29491	50.23	59255
38	29913	30141	49.81	60054
39	25559	27895	47.81	53454
40	26730	27524	49.27	54254
41	30278	29429	50.71	59707
42	28055	27312	50.67	55367
43	27313	28618	48.83	55931
44	27695	27142	50.50	54837
45	29069	27964	50.97	57033
46	27534	27817	49.74	55351
47	26619	27192	49.47	53811
48	27868	28327	49.59	56195
49	29687	29785	49.92	59472
50	26605	26738	49.88	53343
51	27930	27359	50.52	55289
52	27198	27509	49.72	54707
53	28702	26742	51.77	55444
54	26770	26537	50.22	53307
55	26531	25905	50.60	52436
56	26314	27001	49.36	53315
57	28199	25652	52.36	53851
58	24986	26482	48.55	51468
59	24181	26007	48.18	50188
60	24349	24692	49.65	49041
61	23564	24845	48.68	48409
62	25109	24793	50.32	49902
63	23859	23302	50.59	47161
64	24270	24397	49.87	48667
65	24083	24805	49.26	48888
66	24287	24203	50.09	48490
67	23590	23230	50.38	46820
68	24393	24335	50.06	48728
69	25355	25565	49.79	50920
70	24187	23411	50.82	47598
71	24524	23811	50.74	48335
