CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	4745	5940	44.41	10685
2	4895	5807	45.74	10702
3	4681	5661	45.26	10342
4	5219	6117	46.04	11336
5	5539	6163	47.33	11702
6	5709	6776	45.73	12485
7	5167	6029	46.15	11196
8	5788	6353	47.67	12141
9	6021	6883	46.66	12904
10	5222	6142	45.95	11364
11	5632	6513	46.37	12145
12	6411	7105	47.43	13516
13	6994	6946	50.17	13940
14	6106	6556	48.22	12662
15	6608	6576	50.12	13184
16	5548	6220	47.14	11768
17	5822	6519	47.18	12341
18	5802	6464	47.30	12266
19	5656	6385	46.97	12041
20	5948	6320	48.48	12268
21	5652	6036	48.36	11688
22	6534	6769	49.12	13303
23	5660	6251	47.52	11911
24	6846	7063	49.22	13909
25	6399	6655	49.02	13054
26	5478	6220	46.83	11698
27	5531	6185	47.21	11716
28	6124	6249	49.49	12373
29	5890	6284	48.38	12174
30	5657	6202	47.70	11859
31	5286	6165	46.16	11451
32	5715	6043	48.61	11758
33	5282	5941	47.06	11223
34	5418	5883	47.94	11301
35	4929	5905	45.50	10834
36	5713	6238	47.80	11951
37	5938	6296	48.54	12234
38	5898	6436	47.82	12334
39	5338	6021	46.99	11359
40	5292	5841	47.53	11133
41	5931	6431	47.98	12362
42	5439	5876	48.07	11315
43	5173	5755	47.34	10928
44	5234	6068	46.31	11302
45	5238	5792	47.49	11030
46	5594	5848	48.89	11442
47	4813	5822	45.26	10635
48	5176	6054	46.09	11230
49	5897	6271	48.46	12168
50	5061	5910	46.13	10971
51	5036	5433	48.10	10469
52	5324	5769	47.99	11093
53	5452	5851	48.23	11303
54	5276	5769	47.77	11045
55	5017	5561	47.43	10578
56	5063	5727	46.92	10790
57	5380	5633	48.85	11013
58	4673	5560	45.67	10233
59	4390	5573	44.06	9963
60	4745	5711	45.38	10456
61	4735	5765	45.10	10500
62	4760	5562	46.12	10322
63	4717	5521	46.07	10238
64	4723	5210	47.55	9933
65	4500	5115	46.80	9615
66	4568	5518	45.29	10086
67	4571	5196	46.80	9767
68	4377	5366	44.92	9743
69	4834	5585	46.40	10419
70	4703	5357	46.75	10060
71	4742	4946	48.95	9688
72	4286	5199	45.19	9485
73	4300	5737	42.84	10037
74	4443	5290	45.65	9733
75	4233	4695	47.41	8928
76	4183	4667	47.27	8850
77	4161	4751	46.69	8912
78	4316	4954	46.56	9270
79	4118	4720	46.59	8838
80	3840	4540	45.82	8380
81	4062	4841	45.63	8903
82	3860	4521	46.06	8381
83	3658	4433	45.21	8091
84	3495	4430	44.10	7925
85	3405	4298	44.20	7703
86	3787	4278	46.96	8065
87	3718	4191	47.01	7909
88	3765	1888	66.60	5653

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1320	48827	2.63	50147
2	1223	43485	2.74	44708
3	1312	44818	2.84	46130
4	1392	43693	3.09	45085
5	1423	45901	3.01	47324
6	1362	48793	2.72	50155
7	1340	48467	2.69	49807
8	1332	43787	2.95	45119
9	1392	51083	2.65	52475
10	1270	45238	2.73	46508
11	1442	44416	3.14	45858
12	1508	48673	3.01	50181
13	1379	46610	2.87	47989
14	1380	46708	2.87	48088
15	1440	46215	3.02	47655
16	1377	44322	3.01	45699
17	1224	43102	2.76	44326
18	1227	44694	2.67	45921
19	1348	43983	2.97	45331
20	1220	43057	2.76	44277
21	1315	44746	2.85	46061
22	1347	43598	3.00	44945
23	1422	44467	3.10	45889
24	1323	44546	2.88	45869
25	1461	45345	3.12	46806
26	1337	46457	2.80	47794
27	1170	43520	2.62	44690
28	1321	45792	2.80	47113
29	1272	47430	2.61	48702
30	1164	44754	2.53	45918
31	1351	47600	2.76	48951
32	1137	44961	2.47	46098
33	1348	49232	2.67	50580
34	1300	45559	2.77	46859
35	1326	44040	2.92	45366
36	1242	43166	2.80	44408
37	1271	45504	2.72	46775
38	1287	46223	2.71	47510
39	1245	45122	2.69	46367
40	1252	42714	2.85	43966
41	1237	43801	2.75	45038
42	1202	46606	2.51	47808
43	1234	44626	2.69	45860
44	1168	42994	2.64	44162
45	1310	43936	2.90	45246
46	1167	42325	2.68	43492
47	1199	43678	2.67	44877
48	1137	41755	2.65	42892
49	1155	44321	2.54	45476
50	1241	43006	2.80	44247
51	1158	42017	2.68	43175
52	1121	43045	2.54	44166
53	1191	42211	2.74	43402
54	1146	41814	2.67	42960
55	1042	40262	2.52	41304
56	1108	40555	2.66	41663
57	1233	44224	2.71	45457
58	1110	42301	2.56	43411
59	1068	40920	2.54	41988
60	1027	40485	2.47	41512
61	1072	41698	2.51	42770
62	1064	40533	2.56	41597
63	1081	42891	2.46	43972
64	1056	38863	2.65	39919
65	964	38032	2.47	38996
66	913	39747	2.25	40660
67	1008	38987	2.52	39995
68	955	38323	2.43	39278
69	964	37783	2.49	38747
70	1033	37910	2.65	38943
71	1086	38849	2.72	39935
