CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	18748	35399	34.62	54147
2	18659	33919	35.49	52578
3	17575	32636	35.00	50211
4	18131	34513	34.44	52644
5	19811	34346	36.58	54157
6	20765	38151	35.25	58916
7	19911	34020	36.92	53931
8	21275	36000	37.15	57275
9	22653	38299	37.17	60952
10	19533	35367	35.58	54900
11	20519	36265	36.14	56784
12	24412	39946	37.93	64358
13	23741	40563	36.92	64304
14	21975	38815	36.15	60790
15	23618	37436	38.68	61054
16	20608	35852	36.50	56460
17	22009	36413	37.67	58422
18	22570	37326	37.68	59896
19	20638	36707	35.99	57345
20	22199	36988	37.51	59187
21	20988	35605	37.09	56593
22	24652	40243	37.99	64895
23	22109	36940	37.44	59049
24	25798	39829	39.31	65627
25	23938	40290	37.27	64228
26	20550	36517	36.01	57067
27	20917	35148	37.31	56065
28	23753	38167	38.36	61920
29	21699	36744	37.13	58443
30	21420	36695	36.86	58115
31	19373	33633	36.55	53006
32	21440	35890	37.40	57330
33	20207	34673	36.82	54880
34	19866	34898	36.28	54764
35	19643	34371	36.37	54014
36	21767	35777	37.83	57544
37	21782	36501	37.37	58283
38	21812	37352	36.87	59164
39	19493	33848	36.54	53341
40	19699	32986	37.39	52685
41	22153	35908	38.15	58061
42	20062	34527	36.75	54589
43	19019	34277	35.69	53296
44	21136	35374	37.40	56510
45	20280	33449	37.74	53729
46	21175	35634	37.27	56809
47	19109	34259	35.81	53368
48	21102	33373	38.74	54475
49	21898	37510	36.86	59408
50	19636	33753	36.78	53389
51	21176	33771	38.54	54947
52	20813	35307	37.09	56120
53	20774	34063	37.88	54837
54	20155	34334	36.99	54489
55	18822	33189	36.19	52011
56	20635	34771	37.24	55406
57	20780	34425	37.64	55205
58	18609	32041	36.74	50650
59	18049	31579	36.37	49628
60	19474	33109	37.03	52583
61	19148	33038	36.69	52186
62	19115	34234	35.83	53349
63	18223	31970	36.31	50193
64	17206	32392	34.69	49598
65	18468	31715	36.80	50183
66	18690	32736	36.34	51426
67	17460	32075	35.25	49535
68	18436	32308	36.33	50744
69	18908	32412	36.84	51320
70	18550	31685	36.93	50235
71	18151	32796	35.63	50947
72	17716	31059	36.32	48775
73	17806	32673	35.27	50479
74	17414	31319	35.73	48733
75	17240	30294	36.27	47534
76	17557	30297	36.69	47854
77	17272	29857	36.65	47129
78	17547	30898	36.22	48445
79	17183	29656	36.69	46839
80	16314	29671	35.48	45985
81	15546	30720	33.60	46266
82	16409	29098	36.06	45507
83	15055	28422	34.63	43477
84	15598	28692	35.22	44290
85	15770	28663	35.49	44433
86	15388	27897	35.55	43285
87	15066	28434	34.63	43500
88	11515	8800	56.68	20315

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	25150	238955	9.52	264105
2	24969	214511	10.43	239480
3	26607	219925	10.79	246532
4	26674	209622	11.29	236296
5	27234	226056	10.75	253290
6	27854	237804	10.48	265658
7	27641	231148	10.68	258789
8	27500	216121	11.29	243621
9	29545	253690	10.43	283235
10	26547	218406	10.84	244953
11	28841	218163	11.68	247004
12	28599	231915	10.98	260514
13	29158	223621	11.53	252779
14	29471	228106	11.44	257577
15	28702	230079	11.09	258781
16	27526	215057	11.35	242583
17	28973	213042	11.97	242015
18	28667	216386	11.70	245053
19	27657	218628	11.23	246285
20	27417	208845	11.60	236262
21	27011	215204	11.15	242215
22	28018	214455	11.56	242473
23	29615	219423	11.89	249038
24	27814	219955	11.23	247769
25	27114	216142	11.15	243256
26	29546	225286	11.59	254832
27	28194	215488	11.57	243682
28	29300	226516	11.45	255816
29	30598	233350	11.59	263948
30	29187	221279	11.65	250466
31	28754	227828	11.21	256582
32	28495	223276	11.32	251771
33	30783	236461	11.52	267244
34	28420	224813	11.22	253233
35	27797	214252	11.48	242049
36	28093	214463	11.58	242556
37	27138	221081	10.93	248219
38	28488	223238	11.32	251726
39	30269	219857	12.10	250126
40	27407	209261	11.58	236668
41	28253	214492	11.64	242745
42	28922	226874	11.31	255796
43	29289	216900	11.90	246189
44	26932	208277	11.45	235209
45	28137	215110	11.57	243247
46	26840	209503	11.36	236343
47	27235	214526	11.27	241761
48	27277	207940	11.60	235217
49	26471	214827	10.97	241298
50	27025	210075	11.40	237100
51	27347	210308	11.51	237655
52	27041	213853	11.23	240894
53	27073	208388	11.50	235461
54	27027	209021	11.45	236048
55	26026	200178	11.51	226204
56	26363	208162	11.24	234525
57	27921	217146	11.39	245067
58	26942	207690	11.48	234632
59	26409	203981	11.46	230390
60	27474	203703	11.88	231177
61	26456	208696	11.25	235152
62	25695	204568	11.16	230263
63	28358	212619	11.77	240977
64	25619	198088	11.45	223707
65	26343	197643	11.76	223986
66	25632	203213	11.20	228845
67	25920	201144	11.42	227064
68	25223	197776	11.31	222999
69	24603	195625	11.17	220228
70	25110	195496	11.38	220606
71	26379	197228	11.80	223607
72	23837	190889	11.10	214726
73	24109	191866	11.16	215975
74	23386	198353	10.55	221739
75	23545	199304	10.57	222849
76	24710	195555	11.22	220265
77	23798	192445	11.01	216243
78	22929	191101	10.71	214030
79	22933	190673	10.74	213606
80	24168	195876	10.98	220044
81	23849	198973	10.70	222822
82	24094	196760	10.91	220854
83	22806	196817	10.38	219623
84	22684	184673	10.94	207357
85	22161	178951	11.02	201112
86	21660	178201	10.84	199861
87	18722	175710	9.63	194432
88	11142	64068	14.81	75210

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
