CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	36671	31496	53.80	68167
2	35794	31323	53.33	67117
3	35776	31554	53.14	67330
4	36003	30993	53.74	66996
5	38492	32165	54.48	70657
6	39159	34368	53.26	73527
7	37075	30823	54.60	67898
8	39364	33872	53.75	73236
9	41809	34370	54.88	76179
10	36880	31119	54.24	67999
11	39529	32812	54.64	72341
12	43475	36051	54.67	79526
13	44597	34793	56.17	79390
14	43149	34033	55.91	77182
15	43115	33976	55.93	77091
16	39450	31669	55.47	71119
17	39672	33140	54.49	72812
18	42170	32750	56.29	74920
19	40262	32735	55.16	72997
20	39834	32569	55.02	72403
21	39238	31637	55.36	70875
22	45252	35303	56.18	80555
23	39614	31935	55.37	71549
24	46781	35249	57.03	82030
25	44511	34338	56.45	78849
26	40495	32431	55.53	72926
27	40126	32054	55.59	72180
28	41368	33261	55.43	74629
29	40538	31842	56.01	72380
30	40639	31905	56.02	72544
31	37778	31516	54.52	69294
32	40050	32296	55.36	72346
33	37783	30752	55.13	68535
34	38183	30257	55.79	68440
35	37355	29869	55.57	67224
36	41019	31761	56.36	72780
37	40201	31697	55.91	71898
38	40068	32488	55.22	72556
39	36537	30118	54.82	66655
40	37854	31039	54.95	68893
41	39707	31575	55.70	71282
42	40086	30971	56.41	71057
43	38282	30663	55.53	68945
44	38517	30402	55.89	68919
45	37774	30035	55.71	67809
46	39198	30122	56.55	69320
47	36664	29369	55.52	66033
48	38796	30581	55.92	69377
49	40781	32075	55.97	72856
50	38547	30524	55.81	69071
51	37570	30404	55.27	67974
52	39599	29940	56.95	69539
53	38704	29096	57.09	67800
54	38956	29452	56.95	68408
55	37465	30443	55.17	67908
56	37947	30577	55.38	68524
57	39050	29517	56.95	68567
58	35775	28956	55.27	64731
59	34206	27815	55.15	62021
60	36982	29008	56.04	65990
61	34936	27513	55.94	62449
62	36303	28374	56.13	64677
63	34787	27587	55.77	62374
64	35395	26924	56.80	62319
65	34873	27377	56.02	62250
66	35723	27987	56.07	63710
67	34888	27587	55.84	62475
68	34279	27718	55.29	61997
69	36447	28906	55.77	65353
70	36081	27699	56.57	63780
71	36554	28243	56.41	64797
72	33507	26635	55.71	60142
73	33523	27147	55.25	60670
74	33807	28004	54.69	61811
75	32787	26401	55.39	59188
76	33367	27206	55.09	60573
77	33557	26852	55.55	60409
78	33900	26674	55.96	60574
79	33320	25599	56.55	58919
80	32676	25282	56.38	57958
81	32941	25837	56.04	58778
82	33296	25293	56.83	58589
83	31221	25250	55.29	56471
84	31122	24447	56.01	55569
85	30616	23686	56.38	54302
86	31582	23878	56.95	55460
87	31846	23001	58.06	54847
88	31076	10275	75.15	41351

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	80069	257445	23.72	337514
2	78717	230906	25.42	309623
3	83202	236981	25.99	320183
4	82926	229269	26.56	312195
5	81584	244295	25.04	325879
6	84345	257775	24.65	342120
7	84670	252498	25.11	337168
8	83299	236149	26.08	319448
9	87856	269898	24.56	357754
10	83815	239763	25.90	323578
11	86073	238201	26.54	324274
12	87095	253705	25.56	340800
13	89286	243900	26.80	333186
14	89198	246275	26.59	335473
15	86262	244563	26.07	330825
16	82051	232562	26.08	314613
17	85380	231992	26.90	317372
18	82586	229697	26.45	312283
19	83611	232016	26.49	315627
20	80331	230682	25.83	311013
21	84493	233466	26.57	317959
22	84593	230258	26.87	314851
23	88207	231806	27.56	320013
24	83607	233285	26.38	316892
25	83503	234710	26.24	318213
26	84568	242732	25.84	327300
27	85506	231539	26.97	317045
28	86225	241549	26.31	327774
29	88181	245964	26.39	334145
30	86647	234687	26.96	321334
31	84824	243814	25.81	328638
32	86048	236988	26.64	323036
33	90493	255824	26.13	346317
34	83477	239476	25.85	322953
35	84027	229191	26.83	313218
36	85400	229184	27.15	314584
37	84612	234495	26.52	319107
38	85190	238748	26.30	323938
39	89661	233673	27.73	323334
40	84946	223850	27.51	308796
41	86192	229682	27.29	315874
42	87469	238852	26.80	326321
43	85539	229525	27.15	315064
44	82309	224259	26.85	306568
45	84383	225693	27.21	310076
46	84281	222794	27.45	307075
47	82963	229623	26.54	312586
48	82573	220016	27.29	302589
49	81986	231497	26.15	313483
50	81859	224681	26.70	306540
51	83054	220648	27.35	303702
52	84087	226970	27.03	311057
53	82734	219765	27.35	302499
54	83263	220627	27.40	303890
55	81383	214942	27.46	296325
56	81805	216794	27.40	298599
57	84424	229726	26.87	314150
58	84236	218677	27.81	302913
59	82457	214870	27.73	297327
60	81562	214307	27.57	295869
61	85098	219908	27.90	305006
62	82854	217256	27.61	300110
63	84822	222986	27.56	307808
64	81118	210526	27.81	291644
65	79069	207920	27.55	286989
66	81770	214153	27.63	295923
67	81260	208168	28.08	289428
68	81337	210511	27.87	291848
69	79779	205569	27.96	285348
70	80299	206289	28.02	286588
71	82114	208225	28.28	290339
72	78184	202448	27.86	280632
73	77937	204083	27.64	282020
74	78479	207346	27.46	285825
75	76443	209912	26.70	286355
76	77830	200442	27.97	278272
77	77556	202762	27.67	280318
78	76795	200815	27.66	277610
79	76321	201566	27.46	277887
80	76230	203176	27.28	279406
81	76465	207675	26.91	284140
82	77504	204452	27.49	281956
83	76897	204206	27.36	281103
84	73893	193375	27.65	267268
85	73830	185130	28.51	258960
86	72530	183585	28.32	256115
87	63932	169617	27.37	233549
88	43302	78532	35.54	121834

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	323910	786967	29.16	1110877
2	320950	797852	28.69	1118802
3	332688	786570	29.72	1119258
4	328380	738532	30.78	1066912
5	320118	723457	30.68	1043575
6	322003	717600	30.97	1039603
7	328325	710210	31.61	1038535
8	334225	745616	30.95	1079841
9	331009	733737	31.09	1064746
10	336461	759428	30.70	1095889
11	329566	734766	30.96	1064332
12	322224	725071	30.77	1047295
13	326791	719134	31.24	1045925
14	326569	721977	31.14	1048546
15	332440	743828	30.89	1076268
16	332629	741973	30.95	1074602
17	324364	724943	30.91	1049307
18	321576	735857	30.41	1057433
19	329233	751710	30.46	1080943
20	324301	736129	30.58	1060430
21	322728	717804	31.02	1040532
22	329137	735397	30.92	1064534
23	330411	728953	31.19	1059364
24	331119	754230	30.51	1085349
25	325726	729254	30.88	1054980
26	327542	751625	30.35	1079167
27	323690	747371	30.22	1071061
28	318071	734961	30.21	1053032
29	326290	760976	30.01	1087266
30	324054	745063	30.31	1069117
31	320988	728891	30.57	1049879
32	320093	745827	30.03	1065920
33	319621	740035	30.16	1059656
34	319958	768334	29.40	1088292
35	318978	761324	29.53	1080302
36	316146	752403	29.59	1068549
37	315448	728278	30.22	1043726
38	315452	744651	29.76	1060103
39	321090	757515	29.77	1078605
40	317620	760290	29.47	1077910
41	314825	740532	29.83	1055357
42	317204	742038	29.95	1059242
43	318013	750529	29.76	1068542
44	318108	762671	29.43	1080779
45	315277	730705	30.14	1045982
46	317637	742785	29.95	1060422
47	315481	733160	30.08	1048641
48	315639	744960	29.76	1060599
49	315767	734074	30.08	1049841
50	313597	741141	29.73	1054738
51	317131	753148	29.63	1070279
52	314022	742023	29.74	1056045
53	316370	742221	29.89	1058591
54	313583	735333	29.90	1048916
55	311827	728850	29.96	1040677
56	307922	720765	29.93	1028687
57	304611	718602	29.77	1023213
58	305326	718469	29.82	1023795
59	308622	726985	29.80	1035607
60	306401	717227	29.93	1023628
61	306652	713777	30.05	1020429
62	305020	706848	30.14	1011868
63	303190	703816	30.11	1007006
64	305682	707209	30.18	1012891
65	300717	698502	30.10	999219
66	302979	696063	30.33	999042
67	300157	688085	30.37	988242
68	297610	680767	30.42	978377
69	295068	681354	30.22	976422
70	296393	678513	30.40	974906
71	295923	687203	30.10	983126
72	297187	682625	30.33	979812
73	293634	687625	29.92	981259
74	293618	685324	29.99	978942
75	293719	694099	29.73	987818
76	292774	688282	29.84	981056
77	291739	683221	29.92	974960
78	290036	676765	30.00	966801
79	287986	667442	30.14	955428
80	286010	660987	30.20	946997
81	285035	659596	30.17	944631
82	284107	658302	30.15	942409
83	284063	665650	29.91	949713
84	281520	659719	29.91	941239
85	278297	646427	30.10	924724
86	266555	622986	29.97	889541
87	244396	581671	29.59	826067
88	187820	276472	40.45	464292

