CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	17632	32627	35.08	50259
2	16726	32616	33.90	49342
3	16374	31989	33.86	48363
4	18290	32909	35.72	51199
5	18592	32182	36.62	50774
6	20223	36619	35.58	56842
7	18923	31732	37.36	50655
8	20794	35456	36.97	56250
9	22682	38097	37.32	60779
10	18578	34315	35.12	52893
11	20326	34844	36.84	55170
12	23387	38528	37.77	61915
13	24904	39589	38.62	64493
14	22786	38004	37.48	60790
15	22189	38129	36.79	60318
16	20644	34292	37.58	54936
17	20908	36902	36.17	57810
18	21590	36303	37.29	57893
19	20924	36471	36.46	57395
20	21668	36638	37.16	58306
21	19596	34752	36.06	54348
22	25325	39453	39.10	64778
23	20452	35065	36.84	55517
24	26721	39709	40.22	66430
25	23323	37889	38.10	61212
26	20448	36379	35.98	56827
27	21051	34151	38.13	55202
28	22418	38008	37.10	60426
29	21238	35520	37.42	56758
30	21406	34586	38.23	55992
31	19361	32887	37.06	52248
32	21165	35390	37.42	56555
33	18713	33584	35.78	52297
34	19363	33345	36.74	52708
35	19235	32451	37.22	51686
36	22014	35721	38.13	57735
37	21541	34535	38.41	56076
38	22213	36096	38.10	58309
39	18712	33096	36.12	51808
40	19226	32690	37.03	51916
41	22208	34937	38.86	57145
42	20215	34611	36.87	54826
43	19048	33368	36.34	52416
44	20567	33886	37.77	54453
45	19789	33128	37.40	52917
46	20997	34397	37.90	55394
47	18059	31984	36.09	50043
48	20774	33964	37.95	54738
49	22361	36258	38.15	58619
50	20153	33432	37.61	53585
51	20222	33193	37.86	53415
52	20120	33955	37.21	54075
53	20859	34387	37.76	55246
54	19833	33777	36.99	53610
55	19445	32601	37.36	52046
56	19749	33286	37.24	53035
57	19196	33438	36.47	52634
58	17889	31232	36.42	49121
59	16890	30849	35.38	47739
60	18094	32655	35.65	50749
61	17757	31505	36.05	49262
62	19231	31641	37.80	50872
63	17580	31075	36.13	48655
64	17522	31715	35.59	49237
65	17831	31016	36.50	48847
66	18045	31731	36.25	49776
67	16783	31244	34.94	48027
68	18193	31287	36.77	49480
69	18966	32366	36.95	51332
70	18312	30915	37.20	49227
71	18140	30818	37.05	48958
72	17394	29904	36.78	47298
73	17505	31337	35.84	48842
74	16367	30511	34.91	46878
75	16851	29903	36.04	46754
76	16752	30328	35.58	47080
77	16086	29530	35.26	45616
78	16094	30063	34.87	46157
79	16931	30043	36.04	46974
80	15686	28132	35.80	43818
81	16317	29736	35.43	46053
82	16139	29336	35.49	45475
83	15237	27242	35.87	42479
84	14603	28574	33.82	43177
85	14420	27522	34.38	41942
86	14820	27343	35.15	42163
87	15109	28035	35.02	43144
88	10818	9220	53.99	20038

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	10805	239767	4.31	250572
2	11082	212691	4.95	223773
3	11152	218678	4.85	229830
4	11375	209656	5.15	221031
5	12353	226800	5.17	239153
6	11413	241491	4.51	252904
7	12400	234651	5.02	247051
8	12061	215764	5.29	227825
9	13123	256574	4.87	269697
10	12461	218473	5.40	230934
11	12726	216900	5.54	229626
12	12464	235205	5.03	247669
13	12741	229199	5.27	241940
14	12459	229692	5.15	242151
15	12321	232431	5.03	244752
16	11708	216818	5.12	228526
17	13134	214417	5.77	227551
18	12877	216188	5.62	229065
19	12243	219679	5.28	231922
20	12153	213855	5.38	226008
21	12363	218248	5.36	230611
22	12695	218756	5.48	231451
23	12685	223293	5.38	235978
24	12180	222039	5.20	234219
25	12351	218413	5.35	230764
26	12240	231196	5.03	243436
27	11887	217444	5.18	229331
28	12613	230363	5.19	242976
29	13383	238856	5.31	252239
30	13200	222078	5.61	235278
31	12355	231276	5.07	243631
32	11965	223841	5.07	235806
33	12838	244984	4.98	257822
34	11984	226047	5.03	238031
35	12344	218128	5.36	230472
36	12819	215999	5.60	228818
37	11882	224656	5.02	236538
38	12300	230609	5.06	242909
39	13961	224734	5.85	238695
40	12037	209703	5.43	221740
