CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	17297	34454	33.42	51751
2	16444	34734	32.13	51178
3	16869	34156	33.06	51025
4	17577	34257	33.91	51834
5	19370	34535	35.93	53905
6	19758	37128	34.73	56886
7	19108	34253	35.81	53361
8	20282	37835	34.90	58117
9	21764	38208	36.29	59972
10	18150	35379	33.91	53529
11	18991	37631	33.54	56622
12	24012	40382	37.29	64394
13	24476	40802	37.50	65278
14	21328	39346	35.15	60674
15	22077	39344	35.94	61421
16	20892	36381	36.48	57273
17	20872	38107	35.39	58979
18	21185	37852	35.88	59037
19	19936	38193	34.30	58129
20	21312	38337	35.73	59649
21	20091	36699	35.38	56790
22	24144	41289	36.90	65433
23	20414	36414	35.92	56828
24	25318	42251	37.47	67569
25	22694	40375	35.98	63069
26	20860	37525	35.73	58385
27	20002	36702	35.27	56704
28	22369	39980	35.88	62349
29	21093	36514	36.62	57607
30	20492	36222	36.13	56714
31	18757	35242	34.74	53999
32	20625	38005	35.18	58630
33	19201	35185	35.31	54386
34	18742	36025	34.22	54767
35	18011	35168	33.87	53179
36	20795	38010	35.36	58805
37	20925	37617	35.74	58542
38	20630	37342	35.59	57972
39	17790	34001	34.35	51791
40	18805	33936	35.66	52741
41	21003	37053	36.18	58056
42	19055	35640	34.84	54695
43	18656	33579	35.72	52235
44	19813	35494	35.82	55307
45	19032	34969	35.24	54001
46	20012	35487	36.06	55499
47	18320	33644	35.26	51964
48	20050	35550	36.06	55600
49	20984	36676	36.39	57660
50	18692	34764	34.97	53456
51	19929	33894	37.03	53823
52	19228	35424	35.18	54652
53	20256	34862	36.75	55118
54	19516	34561	36.09	54077
55	19184	34135	35.98	53319
56	19712	35162	35.92	54874
57	19391	34390	36.06	53781
58	18143	33864	34.89	52007
59	17336	33384	34.18	50720
60	18254	33570	35.22	51824
61	17917	33166	35.07	51083
62	18280	34523	34.62	52803
63	17282	32755	34.54	50037
64	16625	31303	34.69	47928
65	17766	32427	35.40	50193
66	18160	33190	35.37	51350
67	17621	33967	34.16	51588
68	17457	33111	34.52	50568
69	18311	34556	34.64	52867
70	18025	33166	35.21	51191
71	18605	33776	35.52	52381
72	16872	32246	34.35	49118
73	16810	32189	34.31	48999
74	17092	31825	34.94	48917
75	15684	31379	33.33	47063
76	16968	32539	34.27	49507
77	16142	30791	34.39	46933
78	16963	31375	35.09	48338
79	16601	30600	35.17	47201
80	16162	30039	34.98	46201
81	16391	30312	35.10	46703
82	15744	30735	33.87	46479
83	14980	28645	34.34	43625
84	14895	29380	33.64	44275
85	15087	28593	34.54	43680
86	14683	29564	33.18	44247
87	14848	28599	34.17	43447
88	11367	9270	55.08	20637

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	24046	234462	9.30	258508
2	23117	208840	9.97	231957
3	24865	214722	10.38	239587
4	25133	207671	10.80	232804
5	25472	223851	10.22	249323
6	26254	235514	10.03	261768
7	25902	229977	10.12	255879
8	25996	212714	10.89	238710
9	28025	252766	9.98	280791
10	24447	214512	10.23	238959
11	26778	215495	11.05	242273
12	27037	228082	10.60	255119
13	27358	222299	10.96	249657
14	28470	224300	11.26	252770
15	27319	227497	10.72	254816
16	26084	211578	10.98	237662
17	26666	209632	11.28	236298
18	25800	213993	10.76	239793
19	26100	214331	10.86	240431
20	24657	206819	10.65	231476
21	26228	215942	10.83	242170
22	26420	215060	10.94	241480
23	28133	215466	11.55	243599
24	25837	217972	10.60	243809
25	26490	215193	10.96	241683
26	26109	225353	10.38	251462
27	26565	214630	11.01	241195
28	26170	223163	10.50	249333
29	28189	233236	10.78	261425
30	26353	215604	10.89	241957
31	26872	221770	10.81	248642
32	26837	219552	10.89	246389
33	27399	235422	10.42	262821
34	25464	219977	10.37	245441
35	26229	213568	10.94	239797
36	25619	215631	10.62	241250
37	25782	216060	10.66	241842
38	25972	222160	10.47	248132
39	27785	221423	11.15	249208
40	25693	206214	11.08	231907
41	26119	213843	10.88	239962
42	27800	223662	11.06	251462
43	26655	215191	11.02	241846
44	25337	208626	10.83	233963
45	27033	213557	11.24	240590
46	25333	207345	10.89	232678
47	25549	214869	10.63	240418
48	25448	202695	11.15	228143
49	25212	213177	10.58	238389
50	25598	208749	10.92	234347
51	25682	206590	11.06	232272
52	25136	213467	10.53	238603
53	25492	210753	10.79	236245
54	26059	208345	11.12	234404
55	24788	201062	10.98	225850
56	25042	205189	10.88	230231
57	26254	218660	10.72	244914
58	25242	209550	10.75	234792
59	25342	204714	11.02	230056
60	25130	202446	11.04	227576
61	25376	210423	10.76	235799
62	24402	204608	10.66	229010
63	26703	213557	11.11	240260
64	24438	198994	10.94	223432
65	23967	193241	11.03	217208
66	24754	204948	10.78	229702
67	24094	199046	10.80	223140
68	23676	198470	10.66	222146
69	23241	195457	10.63	218698
70	23714	195875	10.80	219589
71	24715	199845	11.01	224560
72	22218	190300	10.45	212518
73	22193	193015	10.31	215208
74	22586	200533	10.12	223119
75	22686	199164	10.23	221850
76	23257	193931	10.71	217188
77	22530	194649	10.37	217179
78	21293	193240	9.93	214533
79	22857	192838	10.60	215695
80	22250	195678	10.21	217928
81	22742	202803	10.08	225545
82	22237	200354	9.99	222591
83	21751	200587	9.78	222338
84	21323	183441	10.41	204764
85	20939	182162	10.31	203101
86	19973	181860	9.90	201833
87	17755	174795	9.22	192550
88	10051	65098	13.37	75149

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	92480	729676	11.25	822156
2	91333	741937	10.96	833270
3	95979	723937	11.71	819916
4	91725	670189	12.04	761914
5	92833	654303	12.43	747136
6	92009	649551	12.41	741560
7	92767	645080	12.57	737847
8	94012	678096	12.18	772108
9	94216	655341	12.57	749557
10	98157	680996	12.60	779153
11	95238	655287	12.69	750525
12	94007	641836	12.78	735843
13	94221	636837	12.89	731058
14	95416	641784	12.94	737200
15	96734	653039	12.90	749773
16	100471	658175	13.24	758646
17	94823	630536	13.07	725359
18	93248	634239	12.82	727487
19	96267	658459	12.76	754726
20	96159	642753	13.01	738912
21	96539	626424	13.35	722963
22	97897	646051	13.16	743948
23	95667	643045	12.95	738712
24	97086	664437	12.75	761523
25	95859	648981	12.87	744840
26	96392	670205	12.57	766597
27	96992	661476	12.79	758468
28	95107	642099	12.90	737206
29	98266	673584	12.73	771850
30	96926	668943	12.66	765869
31	95851	647896	12.89	743747
32	92359	665544	12.19	757903
33	93387	660538	12.39	753925
34	94441	685866	12.10	780307
35	94619	680181	12.21	774800
36	93554	671490	12.23	765044
37	92796	652899	12.44	745695
38	93897	672202	12.26	766099
39	96190	682474	12.35	778664
40	95206	686104	12.19	781310
41	93539	667302	12.29	760841
42	92244	671646	12.08	763890
43	93957	681408	12.12	775365
44	94211	688677	12.03	782888
45	92820	662142	12.29	754962
46	94658	676561	12.27	771219
47	92258	665027	12.18	757285
48	91902	679481	11.91	771383
49	91376	666120	12.06	757496
50	92336	673028	12.06	765364
51	94727	691858	12.04	786585
52	92737	670142	12.16	762879
53	93354	675045	12.15	768399
54	92918	665969	12.24	758887
55	90215	658212	12.05	748427
56	90763	656507	12.15	747270
57	89322	650888	12.07	740210
58	87624	649195	11.89	736819
59	91109	660680	12.12	751789
60	89122	652419	12.02	741541
61	88802	652028	11.99	740830
62	87048	641697	11.94	728745
63	86989	642915	11.92	729904
64	87060	638843	11.99	725903
65	87248	632298	12.13	719546
66	86177	631412	12.01	717589
67	85066	629126	11.91	714192
68	83718	626199	11.79	709917
69	83009	623431	11.75	706440
70	82211	628080	11.57	710291
71	83194	630671	11.65	713865
72	82656	629332	11.61	711988
73	81686	631919	11.45	713605
74	81445	631651	11.42	713096
75	81954	642571	11.31	724525
76	81023	641435	11.21	722458
77	81308	632892	11.38	714200
78	80765	630273	11.36	711038
79	79933	620074	11.42	700007
80	78883	616361	11.35	695244
81	76811	612918	11.14	689729
82	77228	618748	11.10	695976
83	76915	625985	10.94	702900
84	77244	625197	11.00	702441
85	75933	613177	11.02	689110
86	72523	598525	10.81	671048
87	63273	564254	10.08	627527
88	42126	222616	15.91	264742

