CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	15937	31763	33.41	47700
2	14812	31549	31.95	46361
3	14959	30629	32.81	45588
4	17045	31277	35.27	48322
5	18359	33344	35.51	51703
6	18527	34816	34.73	53343
7	17499	30733	36.28	48232
8	18862	33683	35.90	52545
9	18417	34965	34.50	53382
10	16134	32738	33.01	48872
11	17028	33754	33.53	50782
12	19982	36260	35.53	56242
13	22241	38298	36.74	60539
14	19256	37103	34.17	56359
15	19965	34953	36.35	54918
16	17776	32367	35.45	50143
17	18108	33415	35.15	51523
18	18087	34804	34.20	52891
19	18011	34879	34.05	52890
20	19082	34500	35.61	53582
21	18244	33132	35.51	51376
22	20954	36506	36.47	57460
23	18743	34135	35.45	52878
24	21154	36170	36.90	57324
25	19662	36747	34.86	56409
26	17692	33796	34.36	51488
27	18683	32912	36.21	51595
28	19031	33781	36.04	52812
29	18852	33230	36.20	52082
30	17917	33714	34.70	51631
31	16924	31471	34.97	48395
32	18923	33196	36.31	52119
33	17002	31444	35.09	48446
34	17166	31797	35.06	48963
35	16915	32003	34.58	48918
36	18012	34000	34.63	52012
37	18949	34184	35.66	53133
38	18588	34171	35.23	52759
39	17271	30575	36.10	47846
40	16602	32391	33.89	48993
41	19687	33139	37.27	52826
42	18052	32256	35.88	50308
43	16745	32406	34.07	49151
44	18326	32451	36.09	50777
45	18877	33401	36.11	52278
46	18612	32578	36.36	51190
47	16653	30587	35.25	47240
48	17572	32541	35.06	50113
49	18810	33672	35.84	52482
50	17189	31631	35.21	48820
51	18113	32162	36.03	50275
52	17805	32727	35.24	50532
53	19441	32123	37.70	51564
54	16915	30768	35.47	47683
55	16552	31955	34.12	48507
56	17631	32128	35.43	49759
57	18244	31219	36.88	49463
58	16414	30030	35.34	46444
59	15946	30618	34.25	46564
60	16769	30022	35.84	46791
61	16681	30046	35.70	46727
62	16185	30314	34.81	46499
63	15299	29585	34.09	44884
64	16010	29258	35.37	45268
65	16366	30056	35.25	46422
66	15928	29768	34.86	45696
67	15460	29500	34.39	44960
68	15641	29921	34.33	45562
69	16266	30231	34.98	46497
70	16433	29816	35.53	46249
71	15913	29523	35.02	45436
72	15377	28175	35.31	43552
73	14290	28690	33.25	42980
74	14777	29068	33.70	43845
75	13881	28566	32.70	42447
76	15161	28129	35.02	43290
77	15216	29081	34.35	44297
78	15456	27611	35.89	43067
79	14366	27101	34.64	41467
80	14827	26554	35.83	41381
81	14781	28355	34.27	43136
82	14027	26216	34.86	40243
83	13001	25466	33.80	38467
84	13044	26494	32.99	39538
85	13596	25372	34.89	38968
86	12616	25640	32.98	38256
87	12238	24591	33.23	36829
88	7049	9383	42.90	16432

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	22001	212871	9.37	234872
2	20782	191058	9.81	211840
3	22004	202008	9.82	224012
4	22212	188012	10.57	210224
5	22339	206184	9.78	228523
6	23753	212863	10.04	236616
7	24047	214944	10.06	238991
8	24777	192644	11.40	217421
9	24902	223308	10.03	248210
10	23566	199230	10.58	222796
11	24178	195637	11.00	219815
12	24069	213566	10.13	237635
13	24908	203316	10.91	228224
14	25194	203687	11.01	228881
15	24527	204744	10.70	229271
16	22440	195919	10.28	218359
17	24737	194881	11.26	219618
18	23697	196106	10.78	219803
19	24205	194060	11.09	218265
20	23497	192122	10.90	215619
21	23345	201067	10.40	224412
22	24122	194874	11.01	218996
23	24635	195992	11.17	220627
24	23766	196571	10.79	220337
25	23963	196888	10.85	220851
26	23544	205127	10.30	228671
27	24039	195547	10.95	219586
28	25738	205913	11.11	231651
29	26574	208253	11.32	234827
30	24264	196467	10.99	220731
31	24539	208637	10.52	233176
32	24070	199177	10.78	223247
33	25164	207705	10.81	232869
34	23570	199637	10.56	223207
35	24643	195025	11.22	219668
36	23585	196815	10.70	220400
37	23112	203377	10.20	226489
38	24350	199874	10.86	224224
39	24762	197858	11.12	222620
40	23092	191256	10.77	214348
41	23339	192056	10.84	215395
42	24420	201168	10.83	225588
43	23695	193322	10.92	217017
44	22883	192330	10.63	215213
45	23197	193680	10.70	216877
46	23004	186724	10.97	209728
47	22566	193824	10.43	216390
48	23449	186107	11.19	209556
49	22088	192313	10.30	214401
50	22903	191369	10.69	214272
51	23538	188029	11.13	211567
52	23606	193872	10.85	217478
53	23087	187965	10.94	211052
54	22663	188713	10.72	211376
55	23427	184107	11.29	207534
56	22589	186621	10.80	209210
57	23835	195472	10.87	219307
58	23273	187813	11.03	211086
59	21960	183388	10.69	205348
60	22519	184359	10.89	206878
61	23973	191648	11.12	215621
62	22316	183469	10.84	205785
63	23616	192190	10.94	215806
64	21586	181607	10.62	203193
65	22255	177537	11.14	199792
66	22011	181691	10.81	203702
67	21729	178875	10.83	200604
68	21847	180733	10.78	202580
69	21388	176503	10.81	197891
70	21021	176083	10.66	197104
71	22603	178361	11.25	200964
72	21312	175772	10.81	197084
73	20643	173130	10.65	193773
74	20602	177595	10.39	198197
75	20078	176948	10.19	197026
76	20198	175361	10.33	195559
77	19891	175650	10.17	195541
78	20286	174141	10.43	194427
79	19806	174223	10.21	194029
80	20145	175732	10.28	195877
81	19547	177205	9.93	196752
82	19930	175823	10.18	195753
83	18894	174020	9.79	192914
84	19063	167961	10.19	187024
85	19125	162792	10.51	181917
86	17690	158537	10.04	176227
87	14955	151400	8.99	166355
88	8869	66177	11.82	75046

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	86170	652617	11.66	738787
2	84517	663781	11.29	748298
3	87271	660259	11.67	747530
4	85123	616176	12.14	701299
5	84345	606727	12.20	691072
6	82338	601303	12.04	683641
7	84249	594033	12.42	678282
8	87503	621865	12.34	709368
9	86587	608644	12.45	695231
10	87279	628051	12.20	715330
11	86700	608561	12.47	695261
12	84679	598135	12.40	682814
13	86145	595387	12.64	681532
14	84931	581069	12.75	666000
15	87517	600806	12.71	688323
16	89301	599562	12.96	688863
17	86742	585864	12.90	672606
18	83962	594466	12.38	678428
19	87414	616345	12.42	703759
20	85834	596545	12.58	682379
21	85139	583089	12.74	668228
22	89224	592778	13.08	682002
23	86904	589226	12.85	676130
24	87156	603168	12.63	690324
25	85226	590267	12.62	675493
26	86632	606230	12.50	692862
27	86084	605697	12.44	691781
28	85993	599169	12.55	685162
29	87790	614702	12.50	702492
30	87996	611920	12.57	699916
31	86235	598067	12.60	684302
32	84946	612332	12.18	697278
33	85742	605684	12.40	691426
34	84801	630023	11.86	714824
35	84741	626049	11.92	710790
36	83173	610476	11.99	693649
37	83289	599795	12.19	683084
38	84719	610847	12.18	695566
39	86332	628051	12.08	714383
40	87028	629401	12.15	716429
41	83873	612917	12.04	696790
42	82194	612948	11.82	695142
43	83584	624787	11.80	708371
44	85322	631903	11.90	717225
45	83082	609021	12.00	692103
46	84609	611852	12.15	696461
47	83465	608941	12.05	692406
48	84491	614753	12.08	699244
49	83265	605692	12.09	688957
50	81775	609160	11.84	690935
51	83379	622776	11.81	706155
52	81404	605558	11.85	686962
53	83473	612532	11.99	696005
54	82189	602755	12.00	684944
55	82193	603405	11.99	685598
56	80885	591038	12.04	671923
57	79103	584918	11.91	664021
58	80504	588853	12.03	669357
59	81528	593937	12.07	675465
60	79553	589443	11.89	668996
61	79975	583449	12.05	663424
62	78822	580367	11.96	659189
63	77947	574486	11.95	652433
64	78905	578989	11.99	657894
65	78015	570922	12.02	648937
66	75059	575086	11.54	650145
67	75901	569419	11.76	645320
68	74632	566963	11.63	641595
69	73964	564219	11.59	638183
70	74430	563147	11.67	637577
71	74154	570021	11.51	644175
72	73912	567552	11.52	641464
73	73267	567184	11.44	640451
74	73291	569765	11.40	643056
75	73141	576410	11.26	649551
76	71731	573294	11.12	645025
77	73192	565081	11.47	638273
78	70607	562763	11.15	633370
79	69472	560958	11.02	630430
80	69020	555903	11.04	624923
81	68842	547950	11.16	616792
82	68957	548287	11.17	617244
83	68816	553889	11.05	622705
84	68625	554655	11.01	623280
85	67080	544414	10.97	611494
86	64048	530656	10.77	594704
87	56050	485918	10.34	541968
88	36618	226678	13.91	263296

