CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	16518	30933	34.81	47451
2	16800	30020	35.88	46820
3	16500	28918	36.33	45418
4	17324	30042	36.57	47366
5	17967	30646	36.96	48613
6	19065	33186	36.49	52251
7	17433	29672	37.01	47105
8	18310	32748	35.86	51058
9	20737	32694	38.81	53431
10	17181	31361	35.39	48542
11	19069	31590	37.64	50659
12	22255	34335	39.33	56590
13	21985	34906	38.64	56891
14	22014	34495	38.96	56509
15	21439	33405	39.09	54844
16	19213	32174	37.39	51387
17	19450	32852	37.19	52302
18	19554	34488	36.18	54042
19	20004	33800	37.18	53804
20	19470	33425	36.81	52895
21	18897	31531	37.47	50428
22	22865	35750	39.01	58615
23	19005	31330	37.76	50335
24	24819	35967	40.83	60786
25	22236	35271	38.67	57507
26	19221	31743	37.71	50964
27	18793	31406	37.44	50199
28	20951	33432	38.52	54383
29	20234	31006	39.49	51240
30	19721	31990	38.14	51711
31	18085	30254	37.41	48339
32	18987	32599	36.81	51586
33	17539	30434	36.56	47973
34	18968	30142	38.62	49110
35	17723	30520	36.74	48243
36	20624	32538	38.79	53162
37	20476	31467	39.42	51943
38	19973	33995	37.01	53968
39	17413	29121	37.42	46534
40	18096	29298	38.18	47394
41	19440	31456	38.20	50896
42	19164	30839	38.33	50003
43	17645	29252	37.63	46897
44	18832	31292	37.57	50124
45	18693	30150	38.27	48843
46	19150	31667	37.68	50817
47	17088	29715	36.51	46803
48	19462	30154	39.23	49616
49	20204	32496	38.34	52700
50	18046	28914	38.43	46960
51	18511	30143	38.05	48654
52	19120	30809	38.29	49929
53	19494	30108	39.30	49602
54	19540	29700	39.68	49240
55	18391	30107	37.92	48498
56	18341	31265	36.97	49606
57	18613	29776	38.47	48389
58	16933	29153	36.74	46086
59	15961	27764	36.50	43725
60	17574	29799	37.10	47373
61	16786	28476	37.09	45262
62	17589	28830	37.89	46419
63	15811	28425	35.74	44236
64	17189	27533	38.44	44722
65	16167	27475	37.04	43642
66	17314	28780	37.56	46094
67	16022	27611	36.72	43633
68	16505	27827	37.23	44332
69	16884	29101	36.72	45985
70	17382	28040	38.27	45422
71	16314	29168	35.87	45482
72	15877	26725	37.27	42602
73	16138	27375	37.09	43513
74	16282	27215	37.43	43497
75	15297	26791	36.35	42088
76	15496	26474	36.92	41970
77	15347	25813	37.29	41160
78	15541	26604	36.88	42145
79	15416	26323	36.93	41739
80	14715	26451	35.75	41166
81	14901	25677	36.72	40578
82	14521	25736	36.07	40257
83	14187	25746	35.53	39933
84	14266	25465	35.91	39731
85	12985	25074	34.12	38059
86	13809	23686	36.83	37495
87	13932	24873	35.90	38805
88	10077	7804	56.36	17881

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	16524	210150	7.29	226674
2	15010	191329	7.27	206339
3	15786	195037	7.49	210823
4	15640	184712	7.81	200352
5	16819	200122	7.75	216941
