CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	39519	45199	46.65	84718
2	38990	44570	46.66	83560
3	38402	42741	47.33	81143
4	39967	45203	46.93	85170
5	43949	43046	50.52	86995
6	45112	49294	47.79	94406
7	42214	43503	49.25	85717
8	44842	47242	48.70	92084
9	48354	49806	49.26	98160
10	42216	43622	49.18	85838
11	44828	44709	50.07	89537
12	49658	49327	50.17	98985
13	51577	50616	50.47	102193
14	48719	49110	49.80	97829
15	49485	49993	49.74	99478
16	44168	43829	50.19	87997
17	46462	47152	49.63	93614
18	45769	49071	48.26	94840
19	45201	46146	49.48	91347
20	45734	45182	50.30	90916
21	44464	45387	49.49	89851
22	53494	50690	51.35	104184
23	47826	45425	51.29	93251
24	52872	50778	51.01	103650
25	50659	49632	50.51	100291
26	45651	47559	48.98	93210
27	45424	46291	49.53	91715
28	49467	47508	51.01	96975
29	46320	47590	49.32	93910
30	44414	47597	48.27	92011
31	42377	44429	48.82	86806
32	45772	44900	50.48	90672
33	43779	44270	49.72	88049
34	42915	43182	49.84	86097
35	43106	42622	50.28	85728
36	45604	45656	49.97	91260
37	44810	46515	49.07	91325
38	47105	48793	49.12	95898
39	41318	42718	49.17	84036
40	41582	44481	48.32	86063
41	46958	45803	50.62	92761
42	44780	42302	51.42	87082
43	42246	41736	50.30	83982
44	42836	43214	49.78	86050
45	42142	42947	49.53	85089
46	45841	43174	51.50	89015
47	41796	42087	49.83	83883
48	44346	45587	49.31	89933
49	47063	47025	50.02	94088
50	42593	42211	50.23	84804
51	42679	42869	49.89	85548
52	44533	43252	50.73	87785
53	45623	43327	51.29	88950
54	41367	40391	50.60	81758
55	41449	41884	49.74	83333
56	42863	43791	49.46	86654
57	42576	43875	49.25	86451
58	38778	41819	48.11	80597
59	37796	39537	48.87	77333
60	40166	40516	49.78	80682
61	38785	38377	50.26	77162
62	42279	40503	51.07	82782
63	37414	39177	48.85	76591
64	37579	39881	48.51	77460
65	38092	37089	50.67	75181
66	37921	40096	48.61	78017
67	37686	39224	49.00	76910
68	38033	39044	49.34	77077
69	40637	41491	49.48	82128
70	41644	40274	50.84	81918
71	40022	40334	49.81	80356
72	38015	39211	49.23	77226
73	39514	39197	50.20	78711
74	35894	36953	49.27	72847
75	37427	37108	50.21	74535
76	36070	38435	48.41	74505
77	36811	37574	49.49	74385
78	36259	37931	48.87	74190
79	36897	37248	49.76	74145
80	35523	38929	47.71	74452
81	35756	38283	48.29	74039
82	34590	38539	47.30	73129
83	32212	34789	48.08	67001
84	33210	35109	48.61	68319
85	31912	33802	48.56	65714
86	32644	33139	49.62	65783
87	32829	33925	49.18	66754
88	33083	13218	71.45	46301

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	50348	381410	11.66	431758
2	49373	336330	12.80	385703
3	54553	352610	13.40	407163
4	53061	340436	13.48	393497
5	54544	363172	13.06	417716
6	53643	385294	12.22	438937
7	54982	373504	12.83	428486
8	57254	347764	14.14	405018
9	57984	404275	12.54	462259
10	54510	355907	13.28	410417
11	57666	352851	14.05	410517
12	58251	385805	13.12	444056
13	59266	370854	13.78	430120
14	56783	368005	13.37	424788
15	56301	368597	13.25	424898
16	53620	351616	13.23	405236
17	56016	342533	14.05	398549
18	55983	343219	14.02	399202
19	55246	347953	13.70	403199
20	54583	340117	13.83	394700
21	54588	344672	13.67	399260
22	53755	344237	13.51	397992
23	59678	351085	14.53	410763
24	55782	350119	13.74	405901
25	55325	344225	13.85	399550
26	55476	360737	13.33	416213
27	55121	344327	13.80	399448
28	57271	361733	13.67	419004
29	58071	369489	13.58	427560
30	56785	357340	13.71	414125
31	55146	379280	12.69	434426
32	55291	351349	13.60	406640
33	59467	383156	13.44	442623
34	54415	359912	13.13	414327
35	56257	344663	14.03	400920
36	55419	347521	13.75	402940
37	55046	353789	13.46	408835
38	53369	359768	12.92	413137
39	57566	352665	14.03	410231
40	53539	329891	13.96	383430
41	54814	343593	13.76	398407
42	58084	367054	13.66	425138
43	55435	344336	13.87	399771
44	53827	332239	13.94	386066
45	57493	337072	14.57	394565
46	54754	333235	14.11	387989
47	52575	344664	13.24	397239
48	53701	331189	13.95	384890
49	52027	352598	12.86	404625
50	51900	341080	13.21	392980
51	51459	333188	13.38	384647
52	53634	336122	13.76	389756
53	52785	333013	13.68	385798
54	51643	329078	13.56	380721
55	51931	319159	13.99	371090
56	51826	329465	13.59	381291
57	52793	352585	13.02	405378
58	51943	330269	13.59	382212
59	52834	324548	14.00	377382
60	50259	324327	13.42	374586
61	51899	326040	13.73	377939
62	50587	324384	13.49	374971
63	54606	340388	13.82	394994
64	49842	315193	13.65	365035
65	50169	305752	14.10	355921
66	53148	320704	14.22	373852
67	50299	311505	13.90	361804
68	50108	315486	13.71	365594
69	47974	307028	13.51	355002
70	49593	308052	13.87	357645
71	52020	310741	14.34	362761
72	47745	297076	13.85	344821
73	47320	299670	13.64	346990
74	47460	315091	13.09	362551
75	46074	313792	12.80	359866
76	49579	304769	13.99	354348
77	45695	305395	13.02	351090
78	46509	299244	13.45	345753
79	45571	297517	13.28	343088
80	46155	309943	12.96	356098
81	44848	311291	12.59	356139
82	45171	306462	12.85	351633
83	44651	304734	12.78	349385
84	43808	288172	13.20	331980
85	42991	279938	13.31	322929
86	40207	277059	12.67	317266
87	37425	257643	12.68	295068
88	25482	116209	17.98	141691

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	207686	1230281	14.44	1437967
2	205588	1255179	14.07	1460767
3	219847	1238363	15.08	1458210
4	208007	1142671	15.40	1350678
5	209948	1120961	15.77	1330909
6	207945	1110373	15.77	1318318
7	206545	1089185	15.94	1295730
8	211450	1152171	15.51	1363621
9	215690	1123488	16.11	1339178
10	221300	1169089	15.92	1390389
11	214887	1132536	15.95	1347423
12	210041	1112654	15.88	1322695
13	212077	1111500	16.02	1323577
14	211044	1104658	16.04	1315702
15	214813	1135699	15.91	1350512
16	221764	1139128	16.30	1360892
17	214270	1101383	16.29	1315653
18	209860	1106840	15.94	1316700
19	213978	1151364	15.67	1365342
20	213356	1113061	16.09	1326417
21	216302	1093912	16.51	1310214
22	217677	1119673	16.28	1337350
23	216553	1109213	16.33	1325766
24	213263	1142881	15.73	1356144
25	212707	1102538	16.17	1315245
26	215837	1145536	15.85	1361373
27	214872	1147393	15.77	1362265
28	211420	1114448	15.95	1325868
29	219200	1151172	16.00	1370372
30	215887	1130465	16.03	1346352
31	211410	1112761	15.97	1324171
32	211320	1141984	15.62	1353304
33	210337	1132289	15.67	1342626
34	215477	1182432	15.41	1397909
35	212353	1166479	15.40	1378832
36	206295	1149048	15.22	1355343
37	206933	1116340	15.64	1323273
38	206193	1145003	15.26	1351196
39	208710	1166935	15.17	1375645
40	210531	1166109	15.29	1376640
41	202763	1136818	15.14	1339581
42	202990	1134084	15.18	1337074
43	205746	1161765	15.05	1367511
44	207567	1169611	15.07	1377178
45	207240	1118723	15.63	1325963
46	207510	1137985	15.42	1345495
47	203792	1128021	15.30	1331813
48	202078	1143412	15.02	1345490
49	201244	1123087	15.20	1324331
50	199981	1127315	15.07	1327296
51	205436	1168265	14.95	1373701
52	200564	1126109	15.12	1326673
53	203697	1143975	15.11	1347672
54	202194	1137536	15.09	1339730
55	199675	1111197	15.23	1310872
56	196486	1101545	15.14	1298031
57	194059	1090477	15.11	1284536
58	191081	1104324	14.75	1295405
59	191192	1120523	14.58	1311715
60	194860	1115812	14.87	1310672
61	191371	1100529	14.81	1291900
62	192654	1084949	15.08	1277603
63	189484	1076511	14.97	1265995
64	191457	1084096	15.01	1275553
65	190883	1076161	15.07	1267044
66	187195	1069253	14.90	1256448
67	183995	1051904	14.89	1235899
68	176789	1045524	14.46	1222313
69	180884	1048338	14.72	1229222
70	182319	1048630	14.81	1230949
71	179632	1059178	14.50	1238810
72	179246	1053370	14.54	1232616
73	180606	1070183	14.44	1250789
74	179475	1059810	14.48	1239285
75	179445	1074729	14.31	1254174
76	177294	1055520	14.38	1232814
77	179160	1053665	14.53	1232825
78	176370	1046625	14.42	1222995
79	172472	1023736	14.42	1196208
80	169612	1029745	14.14	1199357
81	171613	1025857	14.33	1197470
82	167980	1016615	14.18	1184595
83	169308	1040061	14.00	1209369
84	168754	1030268	14.07	1199022
85	164290	1005704	14.04	1169994
86	160178	968554	14.19	1128732
87	143287	905885	13.66	1049172
88	103230	412862	20.00	516092

