CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	57038	64874	46.79	121912
2	55520	64626	46.21	120146
3	56065	64253	46.60	120318
4	58781	64652	47.62	123433
5	60357	66264	47.67	126621
6	66902	71279	48.42	138181
7	59387	62887	48.57	122274
8	66098	69914	48.60	136012
9	69312	71377	49.27	140689
10	59536	64702	47.92	124238
11	65013	67860	48.93	132873
12	73958	71782	50.75	145740
13	76793	75364	50.47	152157
14	71845	70469	50.48	142314
15	73278	71555	50.59	144833
16	65655	65470	50.07	131125
17	68663	71507	48.99	140170
18	67401	69642	49.18	137043
19	65148	67538	49.10	132686
20	69389	66579	51.03	135968
21	65619	63811	50.70	129430
22	76486	75501	50.32	151987
23	66088	66074	50.01	132162
24	78098	73362	51.56	151460
25	73584	72080	50.52	145664
26	65929	69000	48.86	134929
27	67252	66342	50.34	133594
28	71311	68456	51.02	139767
29	69251	64952	51.60	134203
30	68893	66900	50.73	135793
31	63381	64425	49.59	127806
32	67771	66934	50.31	134705
33	62117	64355	49.12	126472
34	61851	63869	49.20	125720
35	62118	61418	50.28	123536
36	69217	67816	50.51	137033
37	69243	68486	50.27	137729
38	68363	68108	50.09	136471
39	60893	63134	49.10	124027
40	60158	63816	48.52	123974
41	68442	65955	50.93	134397
42	63783	63018	50.30	126801
43	61511	61645	49.95	123156
44	61442	62055	49.75	123497
45	63466	63532	49.97	126998
46	66522	63926	51.00	130448
47	60109	60659	49.77	120768
48	64734	64217	50.20	128951
49	69902	68916	50.36	138818
50	63551	62773	50.31	126324
51	63857	61417	50.97	125274
52	63674	61622	50.82	125296
53	65057	62440	51.03	127497
54	63366	63322	50.02	126688
55	62034	60401	50.67	122435
56	61822	63015	49.52	124837
57	64872	59371	52.21	124243
58	57047	59472	48.96	116519
59	54880	58174	48.54	113054
60	59565	60822	49.48	120387
61	57246	60367	48.67	117613
62	60334	61091	49.69	121425
63	55947	55739	50.09	111686
64	58772	58185	50.25	116957
65	56122	58867	48.81	114989
66	56913	58047	49.51	114960
67	56141	57024	49.61	113165
68	55466	58416	48.70	113882
69	60028	62875	48.84	122903
70	57797	57598	50.09	115395
71	58956	59601	49.73	118557
72	56291	57384	49.52	113675
73	55995	56732	49.67	112727
74	56101	55761	50.15	111862
75	52750	55615	48.68	108365
76	52876	54449	49.27	107325
77	53617	54370	49.65	107987
78	54565	53643	50.43	108208
79	55095	54699	50.18	109794
80	51800	55410	48.32	107210
81	52416	55908	48.39	108324
82	54390	53412	50.45	107802
83	48598	50794	48.90	99392
84	49249	53440	47.96	102689
85	47632	49439	49.07	97071
86	49102	49015	50.04	98117
87	51285	48419	51.44	99704
88	49723	19634	71.69	69357

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	73439	556276	11.66	629715
2	70966	488974	12.67	559940
3	77539	506040	13.29	583579
4	76911	491357	13.53	568268
5	78822	518585	13.19	597407
6	78385	553465	12.41	631850
7	79715	545756	12.74	625471
8	81452	503461	13.93	584913
9	84069	576087	12.73	660156
10	78862	511584	13.36	590446
11	80694	501674	13.86	582368
12	85633	552207	13.43	637840
13	85171	532523	13.79	617694
14	84590	533958	13.68	618548
15	83329	527928	13.63	611257
16	78962	504572	13.53	583534
17	81036	490303	14.18	571339
18	80782	497276	13.97	578058
