CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	85924	34328	71.45	120252
2	80529	32161	71.46	112690
3	82515	32483	71.75	114998
4	86488	32482	72.70	118970
5	89461	33784	72.59	123245
6	95917	36539	72.41	132456
7	84658	32891	72.02	117549
8	95392	34071	73.68	129463
9	102829	36742	73.68	139571
10	87471	33785	72.14	121256
11	94952	34669	73.25	129621
12	101862	35833	73.98	137695
13	111142	36945	75.05	148087
14	101598	35698	74.00	137296
15	106443	36207	74.62	142650
16	92807	33980	73.20	126787
17	97861	35227	73.53	133088
18	96681	34033	73.96	130714
19	95897	34219	73.70	130116
20	95522	34960	73.21	130482
21	90482	33817	72.79	124299
22	104693	36660	74.06	141353
23	95138	34220	73.55	129358
24	105938	36103	74.58	142041
25	105119	36606	74.17	141725
26	92646	33911	73.20	126557
27	93885	34533	73.11	128418
28	97807	34517	73.91	132324
29	96611	35617	73.06	132228
30	92851	34843	72.71	127694
31	90056	34209	72.47	124265
32	96720	34865	73.50	131585
33	89367	33260	72.88	122627
34	87128	32645	72.74	119773
35	85210	32070	72.66	117280
36	95430	34369	73.52	129799
37	98266	35338	73.55	133604
38	96504	34336	73.76	130840
39	86045	32354	72.67	118399
40	87483	33399	72.37	120882
41	95915	33607	74.05	129522
42	87112	32938	72.56	120050
43	85949	32692	72.44	118641
44	86444	32346	72.77	118790
45	87772	32715	72.85	120487
46	90043	32364	73.56	122407
47	83913	31769	72.54	115682
48	88457	32547	73.10	121004
49	99477	34846	74.06	134323
50	85374	31587	72.99	116961
51	84998	31801	72.77	116799
52	85547	31445	73.12	116992
53	86419	32143	72.89	118562
54	85116	31327	73.10	116443
55	86918	31032	73.69	117950
56	82571	31019	72.69	113590
57	84869	30036	73.86	114905
58	76200	30176	71.63	106376
59	75085	29667	71.68	104752
60	79827	28528	73.67	108355
61	77495	29360	72.52	106855
62	79652	29077	73.26	108729
63	75743	29134	72.22	104877
64	75903	28739	72.54	104642
65	73988	29193	71.71	103181
66	74995	28060	72.77	103055
67	73650	28474	72.12	102124
68	73641	28436	72.14	102077
69	78837	28857	73.20	107694
70	74964	27574	73.11	102538
71	75341	28553	72.52	103894
72	71713	26786	72.81	98499
73	71424	26582	72.88	98006
74	69850	26215	72.71	96065
75	67838	25768	72.47	93606
76	67577	26465	71.86	94042
77	67891	25760	72.49	93651
78	67349	25781	72.32	93130
79	67947	24889	73.19	92836
80	65706	25045	72.40	90751
81	67103	25456	72.50	92559
82	63841	24737	72.07	88578
83	60100	23496	71.89	83596
84	59984	23500	71.85	83484
85	56730	22166	71.90	78896
86	58882	22637	72.23	81519
87	59800	21895	73.20	81695
88	59933	10291	85.35	70224

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	6436	608910	1.05	615346
2	6225	543929	1.13	550154
3	6764	555042	1.20	561806
4	6816	547224	1.23	554040
5	6752	579192	1.15	585944
6	6099	605348	1.00	611447
7	6697	605785	1.09	612482
8	6407	561707	1.13	568114
9	6921	630199	1.09	637120
10	6094	565299	1.07	571393
11	6031	563557	1.06	569588
12	6583	616118	1.06	622701
13	6656	588909	1.12	595565
14	7004	580423	1.19	587427
15	6682	580947	1.14	587629
16	6557	553261	1.17	559818
17	6146	542784	1.12	548930
18	5930	554943	1.06	560873
19	6746	558497	1.19	565243
20	6028	545819	1.09	551847
21	6151	557335	1.09	563486
22	6531	553984	1.17	560515
23	6752	552598	1.21	559350
24	6434	555367	1.15	561801
25	7147	562473	1.25	569620
26	6657	588751	1.12	595408
27	6310	550830	1.13	557140
28	6695	571099	1.16	577794
29	6124	584889	1.04	591013
30	6340	562601	1.11	568941
31	6234	593875	1.04	600109
32	6345	561912	1.12	568257
33	6651	612841	1.07	619492
34	6527	573926	1.12	580453
35	6038	553307	1.08	559345
36	6275	548434	1.13	554709
37	7316	566948	1.27	574264
38	6253	570839	1.08	577092
39	6411	565331	1.12	571742
40	5940	542905	1.08	548845
41	6450	549072	1.16	555522
42	6255	591782	1.05	598037
43	5931	547359	1.07	553290
44	6261	539493	1.15	545754
45	8121	543778	1.47	551899
46	6209	530249	1.16	536458
47	6347	545559	1.15	551906
48	6117	529133	1.14	535250
49	6128	550369	1.10	556497
50	6108	535075	1.13	541183
51	5920	525477	1.11	531397
52	6054	535075	1.12	541129
53	6034	519343	1.15	525377
54	6065	519422	1.15	525487
55	6182	505495	1.21	511677
56	6053	512624	1.17	518677
57	6171	545746	1.12	551917
58	6079	514198	1.17	520277
59	6036	505537	1.18	511573
60	6120	502702	1.20	508822
61	5875	511166	1.14	517041
62	5841	501486	1.15	507327
63	6383	529243	1.19	535626
64	6093	480919	1.25	487012
65	5977	477310	1.24	483287
66	6023	492157	1.21	498180
67	6045	474629	1.26	480674
68	5479	477479	1.13	482958
69	5373	466043	1.14	471416
70	5711	462251	1.22	467962
71	5807	478950	1.20	484757
72	6617	448999	1.45	455616
73	5328	449727	1.17	455055
74	5782	459542	1.24	465324
75	5462	469727	1.15	475189
76	5344	448139	1.18	453483
77	5516	437722	1.24	443238
