CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	30719	28150	52.18	58869
2	30559	28609	51.65	59168
3	30894	28315	52.18	59209
4	32160	28562	52.96	60722
5	34058	30019	53.15	64077
6	35343	31298	53.03	66641
7	33715	28822	53.91	62537
8	35063	30038	53.86	65101
9	34878	31655	52.42	66533
10	32121	27930	53.49	60051
11	34240	29157	54.01	63397
12	38221	31104	55.13	69325
13	39359	32393	54.85	71752
14	37412	30874	54.79	68286
15	36724	30883	54.32	67607
16	34604	28906	54.49	63510
17	35676	29879	54.42	65555
18	35446	30114	54.07	65560
19	35858	29403	54.95	65261
20	35865	29469	54.89	65334
21	34006	28497	54.41	62503
22	39733	31609	55.69	71342
23	35454	28369	55.55	63823
24	39701	31238	55.96	70939
25	38322	30144	55.97	68466
26	34843	28904	54.66	63747
27	35402	28757	55.18	64159
28	36905	30145	55.04	67050
29	36260	29519	55.12	65779
30	34908	28670	54.91	63578
31	34002	27356	55.42	61358
32	34370	29037	54.21	63407
33	33587	28539	54.06	62126
34	33156	27383	54.77	60539
35	33329	27154	55.10	60483
36	34808	28265	55.19	63073
37	35512	28967	55.08	64479
38	34948	28096	55.43	63044
39	32182	26958	54.42	59140
40	32817	26153	55.65	58970
41	35798	28204	55.93	64002
42	35354	27499	56.25	62853
43	33300	25785	56.36	59085
44	33435	26772	55.53	60207
45	33559	26961	55.45	60520
46	33823	27201	55.43	61024
47	32329	26451	55.00	58780
48	33994	27639	55.16	61633
49	34630	28475	54.88	63105
50	33251	26183	55.95	59434
51	32245	25985	55.38	58230
52	33866	26137	56.44	60003
53	33761	25197	57.26	58958
54	33681	25249	57.15	58930
55	32969	25525	56.36	58494
56	31514	26080	54.72	57594
57	32561	25745	55.85	58306
58	30932	25864	54.46	56796
59	29534	24776	54.38	54310
60	31263	24760	55.80	56023
61	30212	24427	55.29	54639
62	31215	25404	55.13	56619
63	29368	23396	55.66	52764
64	29685	23887	55.41	53572
65	29967	23758	55.78	53725
66	29454	23698	55.41	53152
67	29128	24019	54.81	53147
68	28737	24093	54.40	52830
69	30229	25062	54.67	55291
70	29841	23801	55.63	53642
71	29027	24086	54.65	53113
72	28815	22774	55.85	51589
73	28247	22649	55.50	50896
74	28364	22654	55.60	51018
75	27840	21927	55.94	49767
76	27452	22259	55.22	49711
77	27693	22343	55.35	50036
78	28054	21359	56.77	49413
79	27074	22047	55.12	49121
80	27081	21780	55.42	48861
81	27336	22095	55.30	49431
82	26572	20684	56.23	47256
83	24482	19889	55.18	44371
84	25366	20150	55.73	45516
85	24575	19425	55.85	44000
86	24633	18461	57.16	43094
87	25180	17367	59.18	42547
88	24641	7841	75.86	32482

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	68374	233788	22.63	302162
2	67089	212942	23.96	280031
3	70848	217938	24.53	288786
4	69958	210147	24.98	280105
5	71616	223618	24.26	295234
6	71669	230058	23.75	301727
7	73564	228644	24.34	302208
8	74756	214214	25.87	288970
9	77367	240165	24.37	317532
10	73478	216190	25.37	289668
11	75058	214751	25.90	289809
12	77631	232240	25.05	309871
13	77194	224563	25.58	301757
14	78391	218839	26.37	297230
15	76708	223093	25.59	299801
16	72898	213273	25.47	286171
17	73751	204344	26.52	278095
18	73465	209658	25.95	283123
19	73192	214147	25.47	287339
20	72608	211157	25.59	283765
21	73764	217700	25.31	291464
22	73902	208017	26.21	281919
23	76108	211336	26.48	287444
24	73732	210999	25.90	284731
25	73451	211995	25.73	285446
26	73737	216632	25.39	290369
27	73922	210216	26.02	284138
28	74580	220302	25.29	294882
29	77736	224141	25.75	301877
30	74730	212842	25.99	287572
31	75921	219964	25.66	295885
32	74249	210317	26.09	284566
33	77361	223246	25.73	300607
34	73462	214347	25.52	287809
35	72461	203814	26.23	276275
36	71375	204077	25.91	275452
37	73186	213491	25.53	286677
38	74670	212922	25.96	287592
39	77866	209246	27.12	287112
40	72984	203990	26.35	276974
41	73109	203950	26.39	277059
42	77098	209671	26.89	286769
43	75036	201015	27.18	276051
44	73101	198988	26.87	272089
45	70894	200116	26.16	271010
46	71072	196296	26.58	267368
47	70865	198340	26.32	269205
48	71319	193956	26.88	265275
49	69370	199239	25.83	268609
50	71549	197126	26.63	268675
51	70779	191447	26.99	262226
52	71799	198089	26.60	269888
53	70849	194002	26.75	264851
54	69425	191551	26.60	260976
55	70906	189401	27.24	260307
56	70391	192877	26.74	263268
57	71172	195713	26.67	266885
58	72278	189561	27.60	261839
59	69604	187001	27.12	256605
60	67982	187676	26.59	255658
61	71109	192255	27.00	263364
62	69343	185758	27.18	255101
63	71428	192164	27.10	263592
64	68037	181631	27.25	249668
65	67227	177750	27.44	244977
66	67985	183965	26.98	251950
67	67055	180366	27.10	247421
68	66126	178615	27.02	244741
69	65803	176083	27.20	241886
70	65822	175083	27.32	240905
71	66243	178531	27.06	244774
72	64453	170745	27.40	235198
73	63250	170428	27.07	233678
74	63622	175408	26.62	239030
75	64672	175334	26.95	240006
76	62999	170668	26.96	233667
77	62794	169797	27.00	232591
78	62139	168630	26.93	230769
79	63256	168909	27.25	232165
80	62862	168659	27.15	231521
81	61513	170287	26.54	231800
82	61462	166814	26.92	228276
83	60586	163237	27.07	223823
84	58578	155970	27.30	214548
85	56399	152252	27.03	208651
86	56000	145854	27.74	201854
87	49361	130604	27.43	179965
88	34850	58465	37.35	93315

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	280335	708686	28.34	989021
2	277985	723193	27.77	1001178
3	288627	724080	28.50	1012707
4	286176	679649	29.63	965825
5	281775	674951	29.45	956726
6	283326	668647	29.76	951973
7	282144	654062	30.14	936206
8	289690	683455	29.77	973145
9	285654	679143	29.61	964797
10	287906	697044	29.23	984950
11	287505	680447	29.70	967952
12	283824	673539	29.65	957363
13	283341	670595	29.70	953936
14	284857	665998	29.96	950855
15	289012	679527	29.84	968539
16	290922	679003	29.99	969925
17	284283	670283	29.78	954566
18	277865	676662	29.11	954527
19	286062	699340	29.03	985402
20	284636	680903	29.48	965539
21	283821	667936	29.82	951757
22	288690	679233	29.83	967923
23	284336	674207	29.66	958543
24	286158	682579	29.54	968737
25	282502	673126	29.56	955628
26	282216	683534	29.22	965750
27	281934	686173	29.12	968107
28	276781	670413	29.22	947194
29	280798	687439	29.00	968237
30	282797	676359	29.48	959156
31	276343	668394	29.25	944737
32	275018	678812	28.83	953830
33	276747	673436	29.13	950183
34	275586	693874	28.43	969460
35	275348	685156	28.67	960504
36	270807	675710	28.61	946517
37	270526	659771	29.08	930297
38	272124	666970	28.98	939094
39	276437	678215	28.96	954652
40	275375	679973	28.82	955348
41	268386	668195	28.66	936581
42	268281	666590	28.70	934871
43	270783	671769	28.73	942552
44	270446	675586	28.59	946032
45	265837	651640	28.97	917477
46	268742	656278	29.05	925020
47	270399	648816	29.42	919215
48	266930	655961	28.92	922891
49	261868	648161	28.78	910029
50	261314	647824	28.74	909138
51	267130	663432	28.71	930562
52	266056	653210	28.94	919266
53	267634	654916	29.01	922550
54	266030	645952	29.17	911982
55	263810	638211	29.25	902021
56	260645	629611	29.28	890256
57	258499	626099	29.22	884598
58	257134	625159	29.14	882293
59	257731	630712	29.01	888443
60	258113	622960	29.30	881073
61	256149	618750	29.28	874899
62	254327	610728	29.40	865055
63	252664	604904	29.46	857568
64	254172	608010	29.48	862182
65	249084	601231	29.29	850315
66	247548	598758	29.25	846306
67	250123	591607	29.72	841730
68	245502	589864	29.39	835366
69	241207	585031	29.19	826238
70	241471	582719	29.30	824190
71	241342	589265	29.06	830607
72	240305	588424	29.00	828729
73	237008	584522	28.85	821530
74	237003	584161	28.86	821164
75	238498	590654	28.76	829152
76	237804	580979	29.04	818783
77	233008	574092	28.87	807100
78	232344	567480	29.05	799824
79	229925	564376	28.95	794301
80	228202	552839	29.22	781041
81	224812	546074	29.16	770886
82	224879	548102	29.09	772981
83	221606	548999	28.76	770605
84	217611	542314	28.64	759925
85	211278	529847	28.51	741125
86	205576	504132	28.97	709708
87	185541	449611	29.21	635152
88	146288	209864	41.07	356152

