CellID,Genome,Bismark_R1_TotalReads,Bismark_R1_UniqMapped,Bismark_R1_MappingRate,Bismark_R1_Unmapped,Bismark_R1_Ambiguous,Bismark_R1_TotalC,Bismark_R1_mCG_Rate,Bismark_R1_mCHG_Rate,Bismark_R1_mCHH_Rate,Bismark_R2_TotalReads,Bismark_R2_UniqMapped,Bismark_R2_MappingRate,Bismark_R2_Unmapped,Bismark_R2_Ambiguous,Bismark_R2_TotalC,Bismark_R2_mCG_Rate,Bismark_R2_mCHG_Rate,Bismark_R2_mCHH_Rate,BAM_R1_Input,BAM_R1_TotalReads,BAM_R1_TotalReads_Pct,BAM_R1_Mapped,BAM_R1_Mapped_Pct,BAM_R1_MappedMapQ30,BAM_R1_MappedMapQ30_Pct,BAM_R1_MappedMapQ30ToLambda,BAM_R1_MappedMapQ30ToLambda_Pct,BAM_R1_MappedMapQ30ToTargetSpecies,BAM_R1_MappedMapQ30ToTargetSpecies_Pct,BAM_R1_DuplicateMapped,BAM_R1_DuplicateMapped_Pct,BAM_R1_SecondarySkipped,BAM_R1_SecondarySkipped_Pct,BAM_R1_SupplementarySkipped,BAM_R1_SupplementarySkipped_Pct,BAM_R2_Input,BAM_R2_TotalReads,BAM_R2_TotalReads_Pct,BAM_R2_Mapped,BAM_R2_Mapped_Pct,BAM_R2_MappedMapQ30,BAM_R2_MappedMapQ30_Pct,BAM_R2_MappedMapQ30ToLambda,BAM_R2_MappedMapQ30ToLambda_Pct,BAM_R2_MappedMapQ30ToTargetSpecies,BAM_R2_MappedMapQ30ToTargetSpecies_Pct,BAM_R2_DuplicateMapped,BAM_R2_DuplicateMapped_Pct,BAM_R2_SecondarySkipped,BAM_R2_SecondarySkipped_Pct,BAM_R2_SupplementarySkipped,BAM_R2_SupplementarySkipped_Pct,HCG_site_count,chrM_noncpg,chrM_endo,chr21_noncpg,chr21_endo,Combined_TotalReads,Combined_UniqMapped,Combined_MappingRate,Combined_mCG_Rate,Combined_mCHG_Rate,Combined_mCHH_Rate,BAM_Combined_Mapped,BAM_Combined_MappedMapQ30
SRR6911647,hg38,4314736,3215574,74.5,825054,274108,87767489,83.0,5.8,6.6,4314736,707390,16.4,3556752,50594,21085217,72.9,5.8,6.4,05.align/SRR6911647_1.clean_bismark_bt2.bam,3215574,100.0,3215574,100.0,2361643,73.4439,0,0.0,2361643,100.0,0,0.0,0,0.0,0,0.0,05.align/SRR6911647_2.clean_bismark_bt2.bam,707389,100.0,707389,100.0,27078,3.8279,0,0.0,27078,100.0,0,0.0,0,0.0,0,0.0,657271,3.0765,7.179,3.9665,82.90950000000001,8629472,3922964,45.46006986290702,77.95,5.8,6.5,3922963,2388721
