-134	248	7399	3.35
-133	550	17373	3.17
-132	690	18678	3.69
-131	653	17925	3.64
-130	792	18388	4.31
-129	736	18166	4.05
-128	788	18489	4.26
-127	769	18452	4.17
-126	850	18564	4.58
-125	870	18897	4.60
-124	905	18555	4.88
-123	955	19159	4.98
-122	1017	19096	5.33
-121	980	18455	5.31
-120	1058	18545	5.71
-119	1018	18791	5.42
-118	985	18627	5.29
-117	951	18278	5.20
-116	1033	19099	5.41
-115	981	18892	5.19
-114	939	18213	5.16
-113	945	18726	5.05
-112	896	18101	4.95
-111	995	18124	5.49
-110	945	17858	5.29
-109	899	18088	4.97
-108	934	18227	5.12
-107	851	18199	4.68
-106	969	18240	5.31
-105	1046	18527	5.65
-104	1055	19051	5.54
-103	947	18799	5.04
-102	1049	18899	5.55
-101	1065	18683	5.70
-100	983	18631	5.28
-99	1026	18632	5.51
-98	972	18540	5.24
-97	913	18563	4.92
-96	949	18664	5.08
-95	1008	18762	5.37
-94	1057	18607	5.68
-93	921	18747	4.91
-92	986	18712	5.27
-91	1053	19023	5.54
-90	1017	18970	5.36
-89	1115	19366	5.76
-88	987	19365	5.10
-87	1011	19362	5.22
-86	1012	19406	5.21
-85	991	19151	5.17
-84	1047	19556	5.35
-83	1067	19019	5.61
-82	1024	19428	5.27
-81	1103	19314	5.71
-80	1121	19204	5.84
-79	1112	19508	5.70
-78	1010	19367	5.22
-77	1071	19610	5.46
-76	1064	19159	5.55
-75	1068	19640	5.44
-74	1090	19708	5.53
-73	944	19262	4.90
-72	1163	19607	5.93
-71	1122	19302	5.81
-70	968	19156	5.05
-69	1118	19164	5.83
-68	1161	19496	5.96
-67	971	18885	5.14
-66	1032	19595	5.27
-65	1067	19196	5.56
-64	1114	19045	5.85
-63	1072	19334	5.54
-62	1068	19308	5.53
-61	1035	19265	5.37
-60	1084	19336	5.61
-59	991	19173	5.17
-58	1010	19386	5.21
-57	1004	19256	5.21
-56	1038	19532	5.31
-55	1091	19536	5.58
-54	1154	19560	5.90
-53	1049	19689	5.33
-52	978	19507	5.01
-51	994	19178	5.18
-50	1057	19649	5.38
-49	1007	19205	5.24
