2	4998	52744	9.48
3	4421	54176	8.16
4	4379	54247	8.07
5	4606	56868	8.10
6	4559	58098	7.85
7	4516	57249	7.89
8	4635	56805	8.16
9	4678	57143	8.19
10	4598	56388	8.15
11	4487	57310	7.83
12	4538	57407	7.90
13	4646	57218	8.12
14	4643	56731	8.18
15	4685	57086	8.21
16	4634	57543	8.05
17	4663	57611	8.09
18	4565	57671	7.92
19	4612	57376	8.04
20	4574	57502	7.95
21	4572	57482	7.95
22	4568	57672	7.92
23	4560	57851	7.88
24	4717	58264	8.10
25	4604	58136	7.92
26	4645	57565	8.07
27	4449	57689	7.71
28	4642	58228	7.97
29	4561	58400	7.81
30	4517	57898	7.80
31	4770	58907	8.10
32	4658	58623	7.95
33	4769	58679	8.13
34	4515	58202	7.76
35	4639	58323	7.95
36	4653	58337	7.98
37	4707	58792	8.01
38	4931	59655	8.27
39	4778	58504	8.17
40	4794	59109	8.11
41	4691	58499	8.02
42	4585	58647	7.82
43	4639	59353	7.82
44	4652	58975	7.89
45	4633	58378	7.94
46	4539	59328	7.65
47	4558	58545	7.79
48	4587	58571	7.83
49	4595	58735	7.82
50	4534	58517	7.75
51	4520	58428	7.74
52	4545	58658	7.75
53	4473	58672	7.62
54	4449	58315	7.63
55	4494	59322	7.58
56	4625	58981	7.84
57	4435	58564	7.57
58	4470	57922	7.72
59	4424	58367	7.58
60	4443	57873	7.68
61	4467	58479	7.64
62	4436	57812	7.67
63	4523	58072	7.79
64	4429	57589	7.69
65	4396	57314	7.67
66	4416	57497	7.68
67	4498	57536	7.82
68	4520	57578	7.85
69	4431	57880	7.66
70	4429	56767	7.80
71	4403	57212	7.70
72	4530	58056	7.80
73	4531	57805	7.84
74	4544	58488	7.77
75	4513	58180	7.76
76	4506	57902	7.78
77	4341	57284	7.58
78	4491	57462	7.82
79	4441	57295	7.75
80	4412	57083	7.73
81	4569	57823	7.90
82	4357	57458	7.58
83	4397	56462	7.79
84	4447	56999	7.80
85	4301	56431	7.62
86	4579	56745	8.07
87	4515	56985	7.92
88	4441	56757	7.82
89	4373	56004	7.81
90	4302	56131	7.66
91	4352	55762	7.80
92	4257	55463	7.68
93	4331	55749	7.77
94	4248	55240	7.69
95	4279	54552	7.84
96	4266	54655	7.81
97	4122	54669	7.54
98	4207	54638	7.70
99	4286	54521	7.86
100	4096	54056	7.58
101	4066	53853	7.55
102	4309	54509	7.91
103	4239	54286	7.81
104	4091	53962	7.58
105	4253	54162	7.85
106	4036	53883	7.49
107	4023	53141	7.57
108	3963	53205	7.45
109	4054	52845	7.67
110	3927	52653	7.46
111	4030	53120	7.59
112	4026	52604	7.65
113	4019	53102	7.57
114	3932	52424	7.50
115	4068	52639	7.73
116	3966	52192	7.60
117	3919	51763	7.57
118	3866	52048	7.43
119	3919	51677	7.58
120	3764	52534	7.16
121	3886	51320	7.57
122	3805	51381	7.41
123	3878	51368	7.55
124	3616	51007	7.09
125	3488	50374	6.92
126	3454	49973	6.91
127	3296	50128	6.58
128	3286	49812	6.60
129	2971	49513	6.00
130	2935	49017	5.99
131	2755	47409	5.81
132	2563	45670	5.61
133	2417	42144	5.74
134	1113	18752	5.94
