dataset	cell	uniq_preDedup	mapq30_preDedup	rate_preDedup	uniq_postDedup	mapq30_postDedup	rate_postDedup
droplethic	BC488862	240776	202990	84.30657540618667	240776	202990	84.30657540618667
droplethic	BC459132	247172	212812	86.09874904924506	247172	212812	86.09874904924506
droplethic	BC579801	392308	332710	84.80836485618443	392308	332710	84.80836485618443
droplethic	BC523350	323862	275006	84.91456237533271	323862	275006	84.91456237533271
droplethic	BC633719	243830	209846	86.06242053890006	243830	209846	86.06242053890006
droplethic	BC516822	225434	189304	83.97313626161093	225434	189304	83.97313626161093
droplethic	BC441158	291684	244796	83.92506959586402	291684	244796	83.92506959586402
droplethic	BC64407	339622	284964	83.90622515620308	339622	284964	83.90622515620308
droplethic	BC245792	350394	292630	83.5145578976809	350394	292630	83.5145578976809
droplethic	BC606806	262166	212456	81.03873118558471	262166	212456	81.03873118558471
droplethic	BC105410	235196	201296	85.58648956614908	235196	201296	85.58648956614908
droplethic	BC678969	232340	196286	84.48222432641818	232340	196286	84.48222432641818
droplethic	BC116606	308896	258980	83.84051590179219	308896	258980	83.84051590179219
droplethic	BC269785	240394	200426	83.37396108055941	240394	200426	83.37396108055941
droplethic	BC223025	301676	251818	83.4729975205187	301676	251818	83.4729975205187
droplethic	BC200240	450374	378752	84.09721697966579	450374	378752	84.09721697966579
droplethic	BC378147	190652	162306	85.1320730965319	190652	162306	85.1320730965319
droplethic	BC521243	269030	224722	83.53046128684534	269030	224722	83.53046128684534
droplethic	BC7278	286626	238894	83.34693991473209	286626	238894	83.34693991473209
droplethic	BC730942	255168	215574	84.4831640331076	255168	215574	84.4831640331076
droplethic	BC288033	453876	379544	83.62283971833716	453876	379544	83.62283971833716
droplethic	BC89024	269178	231672	86.06646902792947	269178	231672	86.06646902792947
droplethic	BC222035	387562	332520	85.79788524158715	387562	332520	85.79788524158715
droplethic	BC306672	240122	205128	85.42657482446423	240122	205128	85.42657482446423
droplethic	BC39605	445262	376108	84.4689194227219	445262	376108	84.4689194227219
droplethic	BC348750	273530	228626	83.58351917522758	273530	228626	83.58351917522758
droplethic	BC640023	135954	113878	83.7621548464922	135954	113878	83.7621548464922
droplethic	BC586386	203866	173290	85.00191302129831	203866	173290	85.00191302129831
droplethic	BC662048	187098	157186	84.01265646880245	187098	157186	84.01265646880245
droplethic	BC657148	410756	347692	84.64684630291462	410756	347692	84.64684630291462
droplethic	BC574932	151502	126852	83.72958772821481	151502	126852	83.72958772821481
droplethic	BC466505	557882	466992	83.70802427753539	557882	466992	83.70802427753539
droplethic	BC524446	321038	269556	83.9638921249198	321038	269556	83.9638921249198
droplethic	BC56829	243346	207178	85.13721203553787	243346	207178	85.13721203553787
droplethic	BC30536	193064	158330	82.00907471097668	193064	158330	82.00907471097668
droplethic	BC249242	408610	346976	84.91617924181983	408610	346976	84.91617924181983
droplethic	BC365194	278476	233848	83.97420244473491	278476	233848	83.97420244473491
droplethic	BC576520	369030	312622	84.71452185459177	369030	312622	84.71452185459177
droplethic	BC270665	355348	297416	83.6971081869041	355348	297416	83.6971081869041
droplethic	BC134196	311690	264324	84.80349064775899	311690	264324	84.80349064775899
droplethic	BC361164	484182	410500	84.78216868863362	484182	410500	84.78216868863362
droplethic	BC657717	556754	466908	83.86253174651641	556754	466908	83.86253174651641
droplethic	BC700996	116508	99654	85.53404058090432	116508	99654	85.53404058090432
droplethic	BC716786	205416	171118	83.30315067959653	205416	171118	83.30315067959653
droplethic	BC509950	194356	168292	86.58955730720945	194356	168292	86.58955730720945
droplethic	BC600792	345212	290988	84.2925506645192	345212	290988	84.2925506645192
droplethic	BC682145	303962	256650	84.43489646732158	303962	256650	84.43489646732158
droplethic	BC716032	172170	141192	82.00731834814428	172170	141192	82.00731834814428
droplethic	BC709604	358336	303730	84.76122968387212	358336	303730	84.76122968387212
droplethic	BC526528	209108	180754	86.44049964611588	209108	180754	86.44049964611588
droplethic	BC732095	258700	221482	85.61345187475841	258700	221482	85.61345187475841
droplethic	BC733877	263520	226796	86.06405585913782	263520	226796	86.06405585913782
droplethic	BC350332	166608	140714	84.45812926150005	166608	140714	84.45812926150005
droplethic	BC198224	390584	326774	83.66292526063536	390584	326774	83.66292526063536
droplethic	BC486419	229146	194230	84.76255313206427	229146	194230	84.76255313206427
droplethic	BC566608	127034	104796	82.49445030464285	127034	104796	82.49445030464285
droplethic	BC690318	268922	232518	86.46298926826366	268922	232518	86.46298926826366
droplethic	BC154714	189618	154310	81.37940490881667	189618	154310	81.37940490881667
droplethic	BC642649	176656	141182	79.9191649307128	176656	141182	79.9191649307128
droplethic	BC36611	133408	105566	79.13018709522667	133408	105566	79.13018709522667
droplethic	BC571276	422800	355976	84.19489120151371	422800	355976	84.19489120151371
droplethic	BC121886	142336	118498	83.25230440647482	142336	118498	83.25230440647482
droplethic	BC565025	177192	149094	84.14262494920764	177192	149094	84.14262494920764
droplethic	BC676955	224792	191348	85.12224634328624	224792	191348	85.12224634328624
droplethic	BC550794	269356	225566	83.74270482187143	269356	225566	83.74270482187143
droplethic	BC535794	263172	216418	82.23443223443223	263172	216418	82.23443223443223
droplethic	BC627919	375324	311202	82.91556095533458	375324	311202	82.91556095533458
droplethic	BC422838	265752	229352	86.30301935639243	265752	229352	86.30301935639243
droplethic	BC42194	111220	92140	82.84481208415752	111220	92140	82.84481208415752
droplethic	BC254754	234202	200444	85.58594717380723	234202	200444	85.58594717380723
droplethic	BC299745	196226	165470	84.32623607473016	196226	165470	84.32623607473016
droplethic	BC206482	276710	233988	84.56073145170033	276710	233988	84.56073145170033
droplethic	BC392969	260086	219480	84.38747183623879	260086	219480	84.38747183623879
droplethic	BC386227	227578	189838	83.41667472251272	227578	189838	83.41667472251272
droplethic	BC704783	439064	372062	84.7398101415739	439064	372062	84.7398101415739
droplethic	BC229753	230304	196480	85.31332499652633	230304	196480	85.31332499652633
droplethic	BC539755	198048	168352	85.00565519470028	198048	168352	85.00565519470028
droplethic	BC161304	279254	235262	84.24659986965271	279254	235262	84.24659986965271
droplethic	BC427882	201026	166326	82.73855123217892	201026	166326	82.73855123217892
droplethic	BC154842	391252	314626	80.41517998630039	391252	314626	80.41517998630039
droplethic	BC311097	458396	386686	84.35632073578303	458396	386686	84.35632073578303
droplethic	BC613057	223098	183598	82.2947762866543	223098	183598	82.2947762866543
droplethic	BC172282	211510	173258	81.91480308259656	211510	173258	81.91480308259656
droplethic	BC351685	292296	247624	84.71686235870487	292296	247624	84.71686235870487
droplethic	BC675834	221532	185332	83.65924561688605	221532	185332	83.65924561688605
droplethic	BC3791	336814	284690	84.52439625431246	336814	284690	84.52439625431246
droplethic	BC642722	232556	192768	82.89100259722389	232556	192768	82.89100259722389
droplethic	BC43283	790026	664580	84.12128208438709	790026	664580	84.12128208438709
droplethic	BC476692	283846	245018	86.32075139336119	283846	245018	86.32075139336119
droplethic	BC519617	372968	314614	84.35415370755668	372968	314614	84.35415370755668
droplethic	BC499983	265398	222602	83.87478428624179	265398	222602	83.87478428624179
droplethic	BC484651	368322	313066	84.99790943793745	368322	313066	84.99790943793745
droplethic	BC663509	249990	214250	85.70342813712548	249990	214250	85.70342813712548
droplethic	BC28753	82876	72652	87.66349727303441	82876	72652	87.66349727303441
droplethic	BC661671	208396	173562	83.28470795984568	208396	173562	83.28470795984568
droplethic	BC384289	193704	163404	84.35757650848717	193704	163404	84.35757650848717
droplethic	BC33945	188834	157346	83.3250368048127	188834	157346	83.3250368048127
droplethic	BC247407	211160	175518	83.12085622276946	211160	175518	83.12085622276946
droplethic	BC201936	308528	263862	85.52286988539127	308528	263862	85.52286988539127
droplethic	BC660251	218298	188488	86.34435496431483	218298	188488	86.34435496431483
droplethic	BC541570	325726	270274	82.9758754290416	325726	270274	82.9758754290416
droplethic	BC146167	262510	221010	84.19107843510723	262510	221010	84.19107843510723
droplethic	BC599650	175476	143682	81.88128291048349	175476	143682	81.88128291048349
droplethic	BC704768	238868	201190	84.22643468359094	238868	201190	84.22643468359094
droplethic	BC178546	303602	258150	85.02908412988057	303602	258150	85.02908412988057
droplethic	BC345712	312272	260394	83.38691909617256	312272	260394	83.38691909617256
droplethic	BC327163	407728	336620	82.55994192206569	407728	336620	82.55994192206569
droplethic	BC163750	355014	298774	84.15837121916319	355014	298774	84.15837121916319
droplethic	BC349684	236720	202574	85.57536329841163	236720	202574	85.57536329841163
droplethic	BC203907	207548	174788	84.21569950083835	207548	174788	84.21569950083835
droplethic	BC226040	226252	195252	86.29846365998975	226252	195252	86.29846365998975
droplethic	BC372967	394944	334082	84.58971398476746	394944	334082	84.58971398476746
droplethic	BC516373	276506	238894	86.39740186469733	276506	238894	86.39740186469733
droplethic	BC164328	306992	262516	85.51232605409913	306992	262516	85.51232605409913
droplethic	BC618518	240364	200742	83.5158343179511	240364	200742	83.5158343179511
droplethic	BC472374	248392	207166	83.40284711262842	248392	207166	83.40284711262842
droplethic	BC606471	414580	349140	84.2153504751797	414580	349140	84.2153504751797
droplethic	BC37037	239804	198680	82.85099497923304	239804	198680	82.85099497923304
droplethic	BC19255	236600	197788	83.59594251901945	236600	197788	83.59594251901945
droplethic	BC205440	304924	259778	85.1943435085464	304924	259778	85.1943435085464
droplethic	BC628238	190406	151252	79.43657237692089	190406	151252	79.43657237692089
droplethic	BC31550	270152	224450	83.08285705824869	270152	224450	83.08285705824869
droplethic	BC191623	373924	316630	84.67763502743873	373924	316630	84.67763502743873
droplethic	BC515843	96722	81154	83.90438576538946	96722	81154	83.90438576538946
droplethic	BC59280	238222	202974	85.20371754078128	238222	202974	85.20371754078128
droplethic	BC273229	246024	204096	82.95776021851526	246024	204096	82.95776021851526
droplethic	BC133103	242804	209696	86.36431030790267	242804	209696	86.36431030790267
droplethic	BC666489	383564	323406	84.31604634428675	383564	323406	84.31604634428675
droplethic	BC260296	308298	265576	86.14262823631681	308298	265576	86.14262823631681
droplethic	BC647447	334150	271056	81.11806075115966	334150	271056	81.11806075115966
droplethic	BC77177	410798	346198	84.27450961299714	410798	346198	84.27450961299714
droplethic	BC145917	169806	138468	81.54482173774778	169806	138468	81.54482173774778
droplethic	BC120599	366712	307380	83.82054582342546	366712	307380	83.82054582342546
droplethic	BC568341	267542	226412	84.62671281518416	267542	226412	84.62671281518416
droplethic	BC257675	190298	162176	85.22212529821648	190298	162176	85.22212529821648
droplethic	BC658352	209252	175502	83.87112190086594	209252	175502	83.87112190086594
droplethic	BC730868	239650	202406	84.45900271228875	239650	202406	84.45900271228875
droplethic	BC446826	351152	290062	82.60297534970611	351152	290062	82.60297534970611
droplethic	BC335059	292144	239512	81.98422695656936	292144	239512	81.98422695656936
droplethic	BC290043	337198	275412	81.67664102396812	337198	275412	81.67664102396812
droplethic	BC64364	271424	231342	85.23269865597736	271424	231342	85.23269865597736
droplethic	BC155735	244972	208660	85.1770814623712	244972	208660	85.1770814623712
droplethic	BC650939	200576	170370	84.94037172941927	200576	170370	84.94037172941927
droplethic	BC271065	289190	243850	84.32172620076766	289190	243850	84.32172620076766
droplethic	BC453131	222192	183688	82.67084323467992	222192	183688	82.67084323467992
droplethic	BC87263	177674	149742	84.27907290881052	177674	149742	84.27907290881052
droplethic	BC78656	245734	209378	85.20514051779567	245734	209378	85.20514051779567
droplethic	BC430824	288346	243260	84.36392389698487	288346	243260	84.36392389698487
droplethic	BC437222	301702	251712	83.43066999887306	301702	251712	83.43066999887306
droplethic	BC686490	119432	101710	85.16143077232232	119432	101710	85.16143077232232
droplethic	BC538188	387136	329158	85.02386758141841	387136	329158	85.02386758141841
droplethic	BC413062	282472	233424	82.63615508793792	282472	233424	82.63615508793792
droplethic	BC677395	174518	145602	83.43093549089492	174518	145602	83.43093549089492
droplethic	BC416019	241482	200152	82.88485270123653	241482	200152	82.88485270123653
droplethic	BC651171	266356	227406	85.37671387166048	266356	227406	85.37671387166048
droplethic	BC151965	327146	276348	84.47237624791377	327146	276348	84.47237624791377
droplethic	BC293790	349904	296614	84.7701083725822	349904	296614	84.7701083725822
droplethic	BC506570	146920	119770	81.52055540430166	146920	119770	81.52055540430166
droplethic	BC446215	336416	278516	82.78916579473034	336416	278516	82.78916579473034
droplethic	BC263072	279116	233282	83.57887043379813	279116	233282	83.57887043379813
droplethic	BC296900	111250	95352	85.70966292134831	111250	95352	85.70966292134831
droplethic	BC651572	383388	322504	84.1194820912496	383388	322504	84.1194820912496
droplethic	BC431160	359036	297230	82.78557024922291	359036	297230	82.78557024922291
droplethic	BC715495	352402	294462	83.55854961095567	352402	294462	83.55854961095567
droplethic	BC612895	297408	250746	84.3104422207876	297408	250746	84.3104422207876
droplethic	BC713694	270780	221062	81.63896890464584	270780	221062	81.63896890464584
droplethic	BC452089	327896	273976	83.55576158294093	327896	273976	83.55576158294093
droplethic	BC477129	529100	444322	83.97694197694197	529100	444322	83.97694197694197
droplethic	BC666731	396560	331604	83.6201331450474	396560	331604	83.6201331450474
droplethic	BC90194	367472	310922	84.6110724082379	367472	310922	84.6110724082379
droplethic	BC154312	208720	175104	83.89421234189345	208720	175104	83.89421234189345
droplethic	BC411580	297936	256170	85.98155308522635	297936	256170	85.98155308522635
droplethic	BC530917	191460	160716	83.9423378251332	191460	160716	83.9423378251332
droplethic	BC617131	186372	160136	85.92277809971455	186372	160136	85.92277809971455
droplethic	BC639435	389018	329602	84.72667074531256	389018	329602	84.72667074531256
droplethic	BC71392	122598	99922	81.50377657058027	122598	99922	81.50377657058027
droplethic	BC732597	247288	209374	84.6680793245123	247288	209374	84.6680793245123
droplethic	BC89970	263214	225398	85.63298304801417	263214	225398	85.63298304801417
droplethic	BC464613	231516	195774	84.56175815062458	231516	195774	84.56175815062458
droplethic	BC674934	369510	312996	84.70569132093854	369510	312996	84.70569132093854
droplethic	BC100166	132734	109518	82.50937966157879	132734	109518	82.50937966157879
droplethic	BC213040	229028	195468	85.34676982727002	229028	195468	85.34676982727002
droplethic	BC361753	439518	370890	84.38562243184579	439518	370890	84.38562243184579
droplethic	BC450272	344288	285560	82.94218793568176	344288	285560	82.94218793568176
droplethic	BC502207	442828	375100	84.70557417326818	442828	375100	84.70557417326818
droplethic	BC553214	240766	199546	82.87964247443576	240766	199546	82.87964247443576
droplethic	BC272832	464632	391998	84.36741335078084	464632	391998	84.36741335078084
droplethic	BC170717	362822	301400	83.07103758867984	362822	301400	83.07103758867984
droplethic	BC307811	223386	187036	83.72771794114225	223386	187036	83.72771794114225
droplethic	BC245802	352166	297424	84.45562603999251	352166	297424	84.45562603999251
droplethic	BC124015	331632	271744	81.94142905389106	331632	271744	81.94142905389106
droplethic	BC18949	407200	351364	86.28781925343812	407200	351364	86.28781925343812
droplethic	BC518192	238732	198280	83.05547643382538	238732	198280	83.05547643382538
droplethic	BC17908	222668	185294	83.21536996784451	222668	185294	83.21536996784451
droplethic	BC561251	253766	200828	79.13904936043441	253766	200828	79.13904936043441
droplethic	BC21251	151804	121740	80.19551526968986	151804	121740	80.19551526968986
droplethic	BC361554	159908	132958	83.14655927158115	159908	132958	83.14655927158115
droplethic	BC103211	348504	290652	83.39990358790718	348504	290652	83.39990358790718
droplethic	BC92252	251668	212558	84.45968498180142	251668	212558	84.45968498180142
droplethic	BC644796	357032	306902	85.95924174863877	357032	306902	85.95924174863877
droplethic	BC264622	251738	212256	84.31623354439934	251738	212256	84.31623354439934
droplethic	BC17724	189712	154428	81.40128194315594	189712	154428	81.40128194315594
droplethic	BC399109	378078	316698	83.76525478869439	378078	316698	83.76525478869439
droplethic	BC42975	232004	193158	83.25632316684195	232004	193158	83.25632316684195
droplethic	BC708510	443110	370698	83.658233847126	443110	370698	83.658233847126
droplethic	BC530315	223136	187184	83.88785314785602	223136	187184	83.88785314785602
droplethic	BC126291	230822	194294	84.17481869145922	230822	194294	84.17481869145922
droplethic	BC114253	340662	286692	84.1573172235236	340662	286692	84.1573172235236
droplethic	BC675444	240000	201920	84.13333333333334	240000	201920	84.13333333333334
droplethic	BC476594	201152	169098	84.06478682787146	201152	169098	84.06478682787146
droplethic	BC650201	359122	303736	84.57738595797528	359122	303736	84.57738595797528
droplethic	BC688501	291292	244484	83.93090095162243	291292	244484	83.93090095162243
droplethic	BC577358	348814	290664	83.32922417104818	348814	290664	83.32922417104818
droplethic	BC648172	200358	168582	84.14038870421945	200358	168582	84.14038870421945
droplethic	BC515940	366812	310258	84.58229283665747	366812	310258	84.58229283665747
droplethic	BC652808	277628	239304	86.19591683835924	277628	239304	86.19591683835924
droplethic	BC685556	224650	189426	84.32049855330514	224650	189426	84.32049855330514
droplethic	BC386565	205160	174330	84.97270423084422	205160	174330	84.97270423084422
droplethic	BC52903	344664	287014	83.27356497922615	344664	287014	83.27356497922615
droplethic	BC639001	293750	251516	85.62246808510638	293750	251516	85.62246808510638
droplethic	BC675056	342054	288244	84.26856578201102	342054	288244	84.26856578201102
droplethic	BC446382	179298	151454	84.47054624145278	179298	151454	84.47054624145278
droplethic	BC655608	266054	227218	85.4029633082006	266054	227218	85.4029633082006
droplethic	BC56653	187542	156460	83.42664576468205	187542	156460	83.42664576468205
droplethic	BC462630	294628	252980	85.86420842554	294628	252980	85.86420842554
droplethic	BC322684	296152	247672	83.63002782355007	296152	247672	83.63002782355007
droplethic	BC506606	385920	323026	83.7028399668325	385920	323026	83.7028399668325
droplethic	BC134536	276444	238388	86.23373992562689	276444	238388	86.23373992562689
droplethic	BC241172	161948	137504	84.90626620890656	161948	137504	84.90626620890656
droplethic	BC319959	132668	115838	87.31419784725782	132668	115838	87.31419784725782
droplethic	BC176271	242024	205562	84.93455194526163	242024	205562	84.93455194526163
droplethic	BC539599	152014	124086	81.6280079466365	152014	124086	81.6280079466365
droplethic	BC353165	190926	161922	84.80877408001005	190926	161922	84.80877408001005
droplethic	BC680042	351180	290152	82.62201719915713	351180	290152	82.62201719915713
droplethic	BC92623	243644	206718	84.84428100014776	243644	206718	84.84428100014776
droplethic	BC126720	229360	198106	86.37338681548657	229360	198106	86.37338681548657
droplethic	BC306443	165666	135002	81.49046877452223	165666	135002	81.49046877452223
droplethic	BC480649	210440	179554	85.32313248431858	210440	179554	85.32313248431858
droplethic	BC512825	309422	264824	85.58667450924627	309422	264824	85.58667450924627
droplethic	BC15725	274254	235596	85.90430768557614	274254	235596	85.90430768557614
droplethic	BC54448	234411	197977	84.45721403859034	234411	197977	84.45721403859034
droplethic	BC622147	271092	229954	84.82507783335546	271092	229954	84.82507783335546
droplethic	BC328023	263430	227974	86.54063698136127	263430	227974	86.54063698136127
droplethic	BC331958	400470	337004	84.15212125752241	400470	337004	84.15212125752241
droplethic	BC190278	317354	266686	84.03423306465335	317354	266686	84.03423306465335
droplethic	BC112552	418940	355844	84.9391320952881	418940	355844	84.9391320952881
droplethic	BC181940	281478	231886	82.381571561543	281478	231886	82.381571561543
droplethic	BC203581	356844	289676	81.1772090885653	356844	289676	81.1772090885653
droplethic	BC11251	230248	187428	81.40266147805845	230248	187428	81.40266147805845
droplethic	BC321456	335698	275406	82.03980959076313	335698	275406	82.03980959076313
droplethic	BC664526	356880	305674	85.65175969513562	356880	305674	85.65175969513562
droplethic	BC65920	262042	225400	86.01674540722479	262042	225400	86.01674540722479
droplethic	BC681761	253288	216362	85.42133855532043	253288	216362	85.42133855532043
droplethic	BC623775	256808	216530	84.31590916170836	256808	216530	84.31590916170836
droplethic	BC196849	224720	190754	84.88519045923816	224720	190754	84.88519045923816
droplethic	BC35811	223986	190086	84.8651254989151	223986	190086	84.8651254989151
droplethic	BC220708	275920	226310	82.02015076833865	275920	226310	82.02015076833865
droplethic	BC373608	260728	224892	86.2554079347059	260728	224892	86.2554079347059
droplethic	BC137597	362470	308242	85.03931359836676	362470	308242	85.03931359836676
droplethic	BC640875	362694	302018	83.27074613861824	362694	302018	83.27074613861824
droplethic	BC180666	336282	284124	84.48980320088498	336282	284124	84.48980320088498
droplethic	BC2669	280854	240482	85.62527149337379	280854	240482	85.62527149337379
droplethic	BC690941	412300	340232	82.52049478535048	412300	340232	82.52049478535048
droplethic	BC374769	422334	350252	82.93246577353469	422334	350252	82.93246577353469
droplethic	BC499977	236226	197706	83.69358157019126	236226	197706	83.69358157019126
droplethic	BC181791	236264	202910	85.88274134019571	236264	202910	85.88274134019571
droplethic	BC736660	326768	276658	84.66496107329971	326768	276658	84.66496107329971
droplethic	BC504080	288182	242012	83.97887446127794	288182	242012	83.97887446127794
droplethic	BC347054	250182	211196	84.41694446442989	250182	211196	84.41694446442989
droplethic	BC438956	466646	397478	85.17762929501164	466646	397478	85.17762929501164
droplethic	BC304794	280470	238042	84.87253538702892	280470	238042	84.87253538702892
droplethic	BC99368	354794	291650	82.20263025868532	354794	291650	82.20263025868532
droplethic	BC351317	282362	227350	80.5172084062303	282362	227350	80.5172084062303
droplethic	BC713419	186888	151506	81.06780531655323	186888	151506	81.06780531655323
droplethic	BC114218	242698	201100	82.86018014157513	242698	201100	82.86018014157513
droplethic	BC484154	201800	172762	85.61050545094153	201800	172762	85.61050545094153
droplethic	BC258036	242082	209474	86.53018398724399	242082	209474	86.53018398724399
droplethic	BC476591	251558	205170	81.55971982604409	251558	205170	81.55971982604409
droplethic	BC503453	187558	156006	83.17747043581186	187558	156006	83.17747043581186
droplethic	BC564285	218462	189620	86.79770394851279	218462	189620	86.79770394851279
droplethic	BC118445	374744	317824	84.81096428495187	374744	317824	84.81096428495187
droplethic	BC489596	263980	222222	84.18137737707401	263980	222222	84.18137737707401
droplethic	BC718807	213262	179962	84.38540386941884	213262	179962	84.38540386941884
droplethic	BC161406	262782	221294	84.21200843284548	262782	221294	84.21200843284548
droplethic	BC537202	349364	294904	84.41167378436243	349364	294904	84.41167378436243
droplethic	BC387388	354610	293854	82.86681142663771	354610	293854	82.86681142663771
droplethic	BC378279	319640	268446	83.98385683894381	319640	268446	83.98385683894381
droplethic	BC418881	327390	279762	85.45221295702373	327390	279762	85.45221295702373
droplethic	BC524268	278140	238090	85.60077658733012	278140	238090	85.60077658733012
droplethic	BC694644	368306	317172	86.11643578980522	368306	317172	86.11643578980522
droplethic	BC447409	383644	320310	83.49146604664742	383644	320310	83.49146604664742
droplethic	BC547168	389952	341378	87.54359510914163	389952	341378	87.54359510914163
droplethic	BC616755	196462	160232	81.55877472488318	196462	160232	81.55877472488318
droplethic	BC15676	209224	177250	84.71781439987764	209224	177250	84.71781439987764
droplethic	BC312037	232714	199044	85.53159672387567	232714	199044	85.53159672387567
droplethic	BC402295	283542	241662	85.22970141989546	283542	241662	85.22970141989546
droplethic	BC275749	290476	247922	85.35025268869029	290476	247922	85.35025268869029
droplethic	BC357965	278432	234466	84.20942995058039	278432	234466	84.20942995058039
droplethic	BC363610	232538	196634	84.55994289105436	232538	196634	84.55994289105436
droplethic	BC348137	229042	191978	83.81781507321801	229042	191978	83.81781507321801
droplethic	BC620136	222438	185524	83.40481392567817	222438	185524	83.40481392567817
droplethic	BC47133	257812	218368	84.7004794191116	257812	218368	84.7004794191116
droplethic	BC94452	280684	235584	83.93210870587565	280684	235584	83.93210870587565
droplethic	BC602184	199796	169760	84.9666659993193	199796	169760	84.9666659993193
droplethic	BC525583	400338	336968	84.17087561010946	400338	336968	84.17087561010946
droplethic	BC532716	283138	240212	84.83919502150894	283138	240212	84.83919502150894
droplethic	BC707262	254458	212916	83.67431953406849	254458	212916	83.67431953406849
droplethic	BC355520	220352	186554	84.66181382515248	220352	186554	84.66181382515248
droplethic	BC237521	218304	186350	85.36261360304896	218304	186350	85.36261360304896
droplethic	BC449405	213918	173636	81.16942005815312	213918	173636	81.16942005815312
droplethic	BC457292	373574	317568	85.00805730591529	373574	317568	85.00805730591529
droplethic	BC541073	249246	198550	79.66025533007551	249246	198550	79.66025533007551
droplethic	BC225683	440380	369858	83.98610291112222	440380	369858	83.98610291112222
droplethic	BC163123	325068	269428	82.88358128145495	325068	269428	82.88358128145495
droplethic	BC699686	362394	304178	83.93571637499517	362394	304178	83.93571637499517
droplethic	BC394111	98420	85348	86.71814671814671	98420	85348	86.71814671814671
droplethic	BC46466	328480	283460	86.29444715051144	328480	283460	86.29444715051144
droplethic	BC172490	390398	334118	85.58394254068925	390398	334118	85.58394254068925
droplethic	BC95989	286030	244382	85.43928958500857	286030	244382	85.43928958500857
droplethic	BC264910	333572	287444	86.17150120513712	333572	287444	86.17150120513712
droplethic	BC627681	180416	154196	85.46692089393402	180416	154196	85.46692089393402
droplethic	BC254763	299264	249104	83.23887938408896	299264	249104	83.23887938408896
droplethic	BC611913	167332	142828	85.35605861401287	167332	142828	85.35605861401287
droplethic	BC473937	158190	133972	84.6905619824262	158190	133972	84.6905619824262
droplethic	BC636524	168128	141078	83.91106775789875	168128	141078	83.91106775789875
droplethic	BC621454	423486	365830	86.38538227946142	423486	365830	86.38538227946142
droplethic	BC206889	336610	279702	83.0937880633374	336610	279702	83.0937880633374
droplethic	BC236893	324920	273718	84.24165948541179	324920	273718	84.24165948541179
droplethic	BC405605	163762	138222	84.4041963337038	163762	138222	84.4041963337038
droplethic	BC100661	280222	240110	85.68563496085247	280222	240110	85.68563496085247
droplethic	BC681606	418242	350738	83.86006187805147	418242	350738	83.86006187805147
droplethic	BC502685	375830	316810	84.29609131788308	375830	316810	84.29609131788308
droplethic	BC660660	200196	168340	84.08759415772543	200196	168340	84.08759415772543
droplethic	BC518437	156850	129520	82.5757092763787	156850	129520	82.5757092763787
droplethic	BC720932	430522	361474	83.96179521604006	430522	361474	83.96179521604006
droplethic	BC721552	331882	281650	84.86450003314431	331882	281650	84.86450003314431
droplethic	BC417026	240534	201108	83.60897004165732	240534	201108	83.60897004165732
droplethic	BC137748	256454	217234	84.70680901838146	256454	217234	84.70680901838146
droplethic	BC177527	337216	279160	82.78373505408996	337216	279160	82.78373505408996
droplethic	BC508071	369208	310438	84.08214339884293	369208	310438	84.08214339884293
droplethic	BC35388	286232	235950	82.43313116632662	286232	235950	82.43313116632662
droplethic	BC312048	324876	276088	84.98257796820941	324876	276088	84.98257796820941
droplethic	BC140092	214064	182496	85.2530084460722	214064	182496	85.2530084460722
droplethic	BC341431	298514	248668	83.30195568717045	298514	248668	83.30195568717045
droplethic	BC648146	343040	289918	84.51434235074628	343040	289918	84.51434235074628
droplethic	BC536631	224162	189728	84.63878801937884	224162	189728	84.63878801937884
droplethic	BC678926	186372	156088	83.75077801386475	186372	156088	83.75077801386475
droplethic	BC20262	261606	218428	83.49502687247234	261606	218428	83.49502687247234
droplethic	BC582479	200884	155232	77.27444694450529	200884	155232	77.27444694450529
droplethic	BC272346	188626	160860	85.27986597817905	188626	160860	85.27986597817905
droplethic	BC290896	307044	264628	86.18569325568974	307044	264628	86.18569325568974
droplethic	BC416683	270626	229764	84.90093339147015	270626	229764	84.90093339147015
droplethic	BC598295	144530	120464	83.34878571922785	144530	120464	83.34878571922785
droplethic	BC419987	393064	325756	82.87607107239533	393064	325756	82.87607107239533
droplethic	BC652672	223934	189982	84.83838988273331	223934	189982	84.83838988273331
droplethic	BC520596	334702	280448	83.79035679499974	334702	280448	83.79035679499974
droplethic	BC734055	398372	337826	84.80164268573093	398372	337826	84.80164268573093
droplethic	BC159009	334360	279204	83.50400765641824	334360	279204	83.50400765641824
droplethic	BC669484	425392	363592	85.4722232670102	425392	363592	85.4722232670102
droplethic	BC105370	83716	73192	87.42892637010846	83716	73192	87.42892637010846
droplethic	BC733736	220686	187862	85.12637865564649	220686	187862	85.12637865564649
droplethic	BC366091	197842	165940	83.87501137271155	197842	165940	83.87501137271155
droplethic	BC390089	413744	353190	85.36437990641556	413744	353190	85.36437990641556
droplethic	BC682917	284672	235150	82.60383880395683	284672	235150	82.60383880395683
droplethic	BC198303	281646	235246	83.52541843306847	281646	235246	83.52541843306847
droplethic	BC432310	270252	229492	84.91778044195787	270252	229492	84.91778044195787
