dataset	cell	uniq_preDedup	mapq30_preDedup	rate_preDedup	uniq_postDedup	mapq30_postDedup	rate_postDedup
droplethic	BC382046	240850	208510	86.5725555324891	240850	208510	86.5725555324891
droplethic	BC178105	92040	80244	87.18383311603651	92040	80244	87.18383311603651
droplethic	BC419539	236180	198396	84.002032348209	236180	198396	84.002032348209
droplethic	BC65221	322516	268906	83.37756886480051	322516	268906	83.37756886480051
droplethic	BC370084	153934	130884	85.0260501253784	153934	130884	85.0260501253784
droplethic	BC9820	251554	217052	86.28445582260667	251554	217052	86.28445582260667
droplethic	BC281797	450244	381432	84.71673137232256	450244	381432	84.71673137232256
droplethic	BC283955	364574	309884	84.9989302583289	364574	309884	84.9989302583289
droplethic	BC257152	204946	173550	84.68084275858031	204946	173550	84.68084275858031
droplethic	BC561855	210368	179564	85.357088530575	210368	179564	85.357088530575
droplethic	BC732385	332338	280748	84.47664726874447	332338	280748	84.47664726874447
droplethic	BC78123	242296	204082	84.2283818139796	242296	204082	84.2283818139796
droplethic	BC135238	318678	267552	83.9568467230245	318678	267552	83.9568467230245
droplethic	BC157193	378218	313980	83.01561533295613	378218	313980	83.01561533295613
droplethic	BC410719	282502	233828	82.77038746628342	282502	233828	82.77038746628342
droplethic	BC140217	223562	190834	85.36066057737898	223562	190834	85.36066057737898
droplethic	BC365849	243940	200472	82.18086414692138	243940	200472	82.18086414692138
droplethic	BC395699	240578	202172	84.03594676154927	240578	202172	84.03594676154927
droplethic	BC513150	242624	205144	84.55222896333422	242624	205144	84.55222896333422
droplethic	BC403561	262886	218582	83.14706755019286	262886	218582	83.14706755019286
droplethic	BC736074	290642	246328	84.75306390679943	290642	246328	84.75306390679943
droplethic	BC413704	222202	188012	84.61309979208107	222202	188012	84.61309979208107
droplethic	BC87515	190592	160990	84.46839321692411	190592	160990	84.46839321692411
droplethic	BC680256	239990	206840	86.18692445518563	239990	206840	86.18692445518563
droplethic	BC605708	197716	157740	79.78110016387141	197716	157740	79.78110016387141
droplethic	BC76588	158120	132582	83.84897546167468	158120	132582	83.84897546167468
droplethic	BC518018	217280	177846	81.8510677466863	217280	177846	81.8510677466863
droplethic	BC720662	244882	206216	84.21035437476009	244882	206216	84.21035437476009
droplethic	BC422069	396476	329082	83.00174537676934	396476	329082	83.00174537676934
droplethic	BC592223	222772	190344	85.44341299624729	222772	190344	85.44341299624729
droplethic	BC466419	200728	157220	78.32489737356025	200728	157220	78.32489737356025
droplethic	BC335354	386680	321778	83.21557877314575	386680	321778	83.21557877314575
droplethic	BC695218	206066	169284	82.15037900478488	206066	169284	82.15037900478488
droplethic	BC389871	312128	265102	84.933745130203	312128	265102	84.933745130203
droplethic	BC256571	179826	152538	84.82533115344833	179826	152538	84.82533115344833
droplethic	BC296318	374628	312316	83.36696669763072	374628	312316	83.36696669763072
droplethic	BC439972	174788	146006	83.53319449847815	174788	146006	83.53319449847815
droplethic	BC577818	369736	312068	84.4029253305061	369736	312068	84.4029253305061
droplethic	BC222671	272602	222858	81.75215148825026	272602	222858	81.75215148825026
droplethic	BC191618	287668	239730	83.33565081969492	287668	239730	83.33565081969492
droplethic	BC308710	239976	200366	83.49418275160849	239976	200366	83.49418275160849
droplethic	BC575210	260490	219608	84.3057315060079	260490	219608	84.3057315060079
droplethic	BC469941	317288	267370	84.2672902851668	317288	267370	84.2672902851668
droplethic	BC384131	192214	163744	85.1883837805779	192214	163744	85.1883837805779
droplethic	BC684454	274388	235722	85.90827587212269	274388	235722	85.90827587212269
droplethic	BC665406	258600	218512	84.49806651198763	258600	218512	84.49806651198763
droplethic	BC377420	315480	265566	84.17839482693039	315480	265566	84.17839482693039
droplethic	BC698457	359636	298730	83.0645430379606	359636	298730	83.0645430379606
droplethic	BC466113	211300	178352	84.4070042593469	211300	178352	84.4070042593469
droplethic	BC671276	247526	211102	85.28477816471805	247526	211102	85.28477816471805
droplethic	BC115129	170430	150622	88.37763304582526	170430	150622	88.37763304582526
droplethic	BC315986	250174	210628	84.19260194904346	250174	210628	84.19260194904346
droplethic	BC333448	344138	291276	84.63930167549064	344138	291276	84.63930167549064
droplethic	BC537630	357884	303354	84.76321936716926	357884	303354	84.76321936716926
droplethic	BC60300	202016	175130	86.69115317598606	202016	175130	86.69115317598606
droplethic	BC336791	237276	201930	85.10342386082031	237276	201930	85.10342386082031
droplethic	BC472476	309556	264486	85.44043727144684	309556	264486	85.44043727144684
droplethic	BC624450	387796	333220	85.9266212132152	387796	333220	85.9266212132152
droplethic	BC677899	292102	244798	83.80565692805938	292102	244798	83.80565692805938
droplethic	BC412101	315032	269738	85.62241296122299	315032	269738	85.62241296122299
droplethic	BC704504	348018	281028	80.75099563815665	348018	281028	80.75099563815665
droplethic	BC667993	267148	225504	84.41163699522362	267148	225504	84.41163699522362
droplethic	BC708416	300882	258232	85.82500781037085	300882	258232	85.82500781037085
droplethic	BC654038	303594	252510	83.17358050554358	303594	252510	83.17358050554358
droplethic	BC120119	280224	233254	83.23840927258193	280224	233254	83.23840927258193
droplethic	BC445852	265878	219214	82.44909319311864	265878	219214	82.44909319311864
droplethic	BC31573	230264	198518	86.21321613452385	230264	198518	86.21321613452385
droplethic	BC93478	220324	184044	83.53334180570432	220324	184044	83.53334180570432
droplethic	BC488011	294466	248878	84.5184163876305	294466	248878	84.5184163876305
droplethic	BC180227	325884	277404	85.12354089185109	325884	277404	85.12354089185109
droplethic	BC490515	336012	282832	84.17318429103723	336012	282832	84.17318429103723
droplethic	BC36376	241670	193024	79.8708983324368	241670	193024	79.8708983324368
droplethic	BC532463	278608	232074	83.29767989433182	278608	232074	83.29767989433182
droplethic	BC306848	333468	279582	83.84072834574832	333468	279582	83.84072834574832
droplethic	BC32653	381902	320546	83.9340982765212	381902	320546	83.9340982765212
droplethic	BC304270	125126	106958	85.48023592219043	125126	106958	85.48023592219043
droplethic	BC453386	389216	332714	85.48312505138534	389216	332714	85.48312505138534
droplethic	BC624422	223948	189876	84.78575383571186	223948	189876	84.78575383571186
droplethic	BC454400	266564	227586	85.37762038384778	266564	227586	85.37762038384778
droplethic	BC91273	205084	169356	82.57884574125724	205084	169356	82.57884574125724
droplethic	BC89695	203872	169878	83.32581227436823	203872	169878	83.32581227436823
droplethic	BC102041	211582	172158	81.36703500297757	211582	172158	81.36703500297757
droplethic	BC157005	330988	284010	85.80673619587417	330988	284010	85.80673619587417
droplethic	BC566538	532500	421324	79.1218779342723	532500	421324	79.1218779342723
droplethic	BC645945	349966	289154	82.6234548498997	349966	289154	82.6234548498997
droplethic	BC590990	364192	308862	84.80746419471048	364192	308862	84.80746419471048
droplethic	BC413301	330728	276856	83.71108584698	330728	276856	83.71108584698
droplethic	BC630079	366178	312450	85.32735445602958	366178	312450	85.32735445602958
droplethic	BC123185	378324	318992	84.31714614986096	378324	318992	84.31714614986096
droplethic	BC731329	328420	278430	84.77863711101638	328420	278430	84.77863711101638
droplethic	BC134221	388368	323696	83.347752646974	388368	323696	83.347752646974
droplethic	BC52593	256094	214978	83.94495771084055	256094	214978	83.94495771084055
droplethic	BC706142	252566	213394	84.49039063056784	252566	213394	84.49039063056784
droplethic	BC399888	172624	140842	81.58888682917787	172624	140842	81.58888682917787
droplethic	BC667926	364060	300344	82.4984892600121	364060	300344	82.4984892600121
droplethic	BC521487	287726	242578	84.30868256605243	287726	242578	84.30868256605243
droplethic	BC405991	404482	345504	85.41888143353721	404482	345504	85.41888143353721
droplethic	BC260149	273480	228570	83.57832382623958	273480	228570	83.57832382623958
droplethic	BC540073	305166	264674	86.73115615763224	305166	264674	86.73115615763224
droplethic	BC643974	311764	263880	84.64094635685967	311764	263880	84.64094635685967
droplethic	BC21276	353302	294958	83.48608272809098	353302	294958	83.48608272809098
droplethic	BC445716	304196	259328	85.25029914923273	304196	259328	85.25029914923273
droplethic	BC52318	303916	247090	81.30207030890115	303916	247090	81.30207030890115
droplethic	BC508330	371250	307364	82.79164983164983	371250	307364	82.79164983164983
droplethic	BC53351	289098	243752	84.31466146427854	289098	243752	84.31466146427854
droplethic	BC665503	269468	228664	84.8575712143928	269468	228664	84.8575712143928
droplethic	BC541169	188806	156802	83.04926750209209	188806	156802	83.04926750209209
droplethic	BC607268	222100	187904	84.60333183250788	222100	187904	84.60333183250788
droplethic	BC147611	639708	541096	84.5848418340868	639708	541096	84.5848418340868
droplethic	BC151064	338866	279710	82.54295208135369	338866	279710	82.54295208135369
droplethic	BC228331	228000	192498	84.42894736842105	228000	192498	84.42894736842105
droplethic	BC637442	335056	279800	83.50842844181271	335056	279800	83.50842844181271
droplethic	BC648173	255784	205690	80.4155068338911	255784	205690	80.4155068338911
droplethic	BC730133	199714	167542	83.89096407863245	199714	167542	83.89096407863245
droplethic	BC448678	308236	242002	78.51191943835244	308236	242002	78.51191943835244
droplethic	BC677335	390828	323074	82.66398518018157	390828	323074	82.66398518018157
droplethic	BC301441	320814	274492	85.56110394184792	320814	274492	85.56110394184792
droplethic	BC715238	244410	210444	86.10285994844727	244410	210444	86.10285994844727
droplethic	BC316607	269636	230520	85.4930350546663	269636	230520	85.4930350546663
droplethic	BC687766	262470	223462	85.13811102221206	262470	223462	85.13811102221206
droplethic	BC712527	223204	189758	85.01550151430978	223204	189758	85.01550151430978
droplethic	BC177980	135500	119162	87.94243542435424	135500	119162	87.94243542435424
droplethic	BC265212	343266	291842	85.01919793979013	343266	291842	85.01919793979013
droplethic	BC248715	292292	252590	86.41700764988437	292292	252590	86.41700764988437
droplethic	BC174955	310938	258328	83.08022821269836	310938	258328	83.08022821269836
droplethic	BC121506	212308	177170	83.44951673983081	212308	177170	83.44951673983081
droplethic	BC502270	296692	254098	85.64369784153263	296692	254098	85.64369784153263
droplethic	BC315097	363776	302258	83.08904380717804	363776	302258	83.08904380717804
droplethic	BC652034	226298	192348	84.9976579554393	226298	192348	84.9976579554393
droplethic	BC195227	313304	269670	86.07295151035416	313304	269670	86.07295151035416
droplethic	BC456167	245318	201738	82.23530274990013	245318	201738	82.23530274990013
droplethic	BC602189	281790	235784	83.67365768834948	281790	235784	83.67365768834948
droplethic	BC194797	227582	190550	83.7280628520709	227582	190550	83.7280628520709
droplethic	BC604775	317212	264616	83.41929056908313	317212	264616	83.41929056908313
droplethic	BC124143	176232	150248	85.25579917381633	176232	150248	85.25579917381633
droplethic	BC172281	93354	78512	84.10137755211346	93354	78512	84.10137755211346
droplethic	BC263034	430492	362956	84.31190358938146	430492	362956	84.31190358938146
droplethic	BC29924	426632	354620	83.12081606630538	426632	354620	83.12081606630538
droplethic	BC356740	236534	198780	84.0386582901401	236534	198780	84.0386582901401
droplethic	BC354175	217000	182732	84.20829493087558	217000	182732	84.20829493087558
droplethic	BC113833	377738	315708	83.57856503714214	377738	315708	83.57856503714214
droplethic	BC715928	203396	176698	86.8738814922614	203396	176698	86.8738814922614
droplethic	BC83113	145670	118152	81.10935676529141	145670	118152	81.10935676529141
droplethic	BC678235	249270	213278	85.56103823163637	249270	213278	85.56103823163637
droplethic	BC94519	283060	238308	84.18992439765421	283060	238308	84.18992439765421
droplethic	BC388676	184622	152504	82.60337337912058	184622	152504	82.60337337912058
droplethic	BC203158	322148	274048	85.06897450861095	322148	274048	85.06897450861095
droplethic	BC413525	260446	220188	84.54266911375103	260446	220188	84.54266911375103
droplethic	BC372284	194242	162916	83.87269488576106	194242	162916	83.87269488576106
droplethic	BC357011	172060	141100	82.00627688015808	172060	141100	82.00627688015808
droplethic	BC644045	313794	269080	85.75052422927143	313794	269080	85.75052422927143
droplethic	BC714582	286506	241590	84.32284140646269	286506	241590	84.32284140646269
droplethic	BC568102	237166	202682	85.45997318333994	237166	202682	85.45997318333994
droplethic	BC568647	231702	196202	84.67859578251375	231702	196202	84.67859578251375
droplethic	BC488493	218046	183718	84.25653302514148	218046	183718	84.25653302514148
droplethic	BC107328	434122	362112	83.41249694786258	434122	362112	83.41249694786258
droplethic	BC440692	194638	165852	85.21049332607198	194638	165852	85.21049332607198
droplethic	BC12636	323446	269140	83.21018037013907	323446	269140	83.21018037013907
droplethic	BC665635	172956	141198	81.63810448900298	172956	141198	81.63810448900298
droplethic	BC269661	236706	199642	84.3417572854089	236706	199642	84.3417572854089
droplethic	BC454353	342140	284390	83.12094464254399	342140	284390	83.12094464254399
droplethic	BC99113	184036	152060	82.62513855984699	184036	152060	82.62513855984699
droplethic	BC339079	274286	231980	84.57595356671503	274286	231980	84.57595356671503
droplethic	BC712787	222968	188574	84.57446808510639	222968	188574	84.57446808510639
droplethic	BC651882	233446	198660	85.0989093837547	233446	198660	85.0989093837547
droplethic	BC690712	375924	318286	84.66764558793798	375924	318286	84.66764558793798
droplethic	BC333501	395686	333852	84.37296239947837	395686	333852	84.37296239947837
droplethic	BC463637	334152	280430	83.92288539347363	334152	280430	83.92288539347363
droplethic	BC452586	281652	232280	82.47056651470609	281652	232280	82.47056651470609
droplethic	BC5736	354356	299274	84.45574506992968	354356	299274	84.45574506992968
droplethic	BC140601	145596	122618	84.21797302123684	145596	122618	84.21797302123684
droplethic	BC507703	258834	219552	84.82347759567908	258834	219552	84.82347759567908
droplethic	BC584767	230782	200518	86.88632562331551	230782	200518	86.88632562331551
droplethic	BC375480	355144	300728	84.67776451242312	355144	300728	84.67776451242312
droplethic	BC21878	279738	231896	82.89756843903939	279738	231896	82.89756843903939
droplethic	BC262111	297394	259450	87.24116828180797	297394	259450	87.24116828180797
droplethic	BC368802	410144	344496	83.99391433252711	410144	344496	83.99391433252711
droplethic	BC550073	280896	236264	84.11084529505582	280896	236264	84.11084529505582
droplethic	BC53729	264602	225654	85.28053453866562	264602	225654	85.28053453866562
droplethic	BC125851	289778	254024	87.6615892165727	289778	254024	87.6615892165727
droplethic	BC100762	80802	70566	87.33199673275413	80802	70566	87.33199673275413
droplethic	BC142867	178520	152894	85.64530584808425	178520	152894	85.64530584808425
droplethic	BC690472	292870	244780	83.57974527947553	292870	244780	83.57974527947553
droplethic	BC665341	121028	102200	84.44326932610636	121028	102200	84.44326932610636
droplethic	BC665908	268786	230350	85.70014807318833	268786	230350	85.70014807318833
droplethic	BC499842	313196	265890	84.89572025185507	313196	265890	84.89572025185507
droplethic	BC355030	208238	174662	83.87614172245219	208238	174662	83.87614172245219
droplethic	BC627959	205624	174124	84.68077656304712	205624	174124	84.68077656304712
droplethic	BC734807	314868	267664	85.00832094719057	314868	267664	85.00832094719057
droplethic	BC692439	215294	181520	84.3126143784778	215294	181520	84.3126143784778
droplethic	BC338479	299418	251130	83.87271306334289	299418	251130	83.87271306334289
droplethic	BC220673	401640	339716	84.5822129269993	401640	339716	84.5822129269993
droplethic	BC23769	267176	222782	83.38398658562146	267176	222782	83.38398658562146
droplethic	BC268919	472512	396030	83.81374441284031	472512	396030	83.81374441284031
droplethic	BC686432	340612	282586	82.96419386281164	340612	282586	82.96419386281164
droplethic	BC60126	310818	267920	86.19835402068091	310818	267920	86.19835402068091
droplethic	BC389075	254234	208100	81.85372530818066	254234	208100	81.85372530818066
droplethic	BC586216	320596	275630	85.9742479631686	320596	275630	85.9742479631686
droplethic	BC245886	201278	168648	83.78859090412266	201278	168648	83.78859090412266
droplethic	BC390757	211972	181670	85.70471571717019	211972	181670	85.70471571717019
droplethic	BC311670	234808	199550	84.9843276208647	234808	199550	84.9843276208647
droplethic	BC55722	276084	234488	84.93357094217701	276084	234488	84.93357094217701
droplethic	BC264861	272210	229376	84.26435472613056	272210	229376	84.26435472613056
droplethic	BC266912	217736	185056	84.99099827313812	217736	185056	84.99099827313812
droplethic	BC299943	135948	112232	82.5550945949922	135948	112232	82.5550945949922
droplethic	BC416154	363908	301738	82.9160117392308	363908	301738	82.9160117392308
droplethic	BC435904	258044	211254	81.86743346096014	258044	211254	81.86743346096014
droplethic	BC611517	233982	170226	72.75175013462574	233982	170226	72.75175013462574
droplethic	BC71239	354948	298684	84.14866402966068	354948	298684	84.14866402966068
droplethic	BC134024	266756	225088	84.37973278951551	266756	225088	84.37973278951551
droplethic	BC392167	306206	259708	84.81479788116496	306206	259708	84.81479788116496
droplethic	BC365853	281102	236182	84.02003543197843	281102	236182	84.02003543197843
droplethic	BC632781	252540	213898	84.69866159816267	252540	213898	84.69866159816267
droplethic	BC292913	225508	191314	84.83690157333665	225508	191314	84.83690157333665
droplethic	BC302691	170326	144430	84.79621431842467	170326	144430	84.79621431842467
droplethic	BC341258	402776	343310	85.23596242079965	402776	343310	85.23596242079965
droplethic	BC521924	199546	167942	84.16204784861635	199546	167942	84.16204784861635
droplethic	BC535552	290400	241544	83.1763085399449	290400	241544	83.1763085399449
droplethic	BC398483	266040	215466	80.99007668019847	266040	215466	80.99007668019847
droplethic	BC450777	289402	248184	85.75752759137808	289402	248184	85.75752759137808
droplethic	BC166799	196782	166984	84.85735483936539	196782	166984	84.85735483936539
droplethic	BC551108	219706	189876	86.4227649677296	219706	189876	86.4227649677296
droplethic	BC639909	315086	261166	82.88721174536475	315086	261166	82.88721174536475
droplethic	BC228245	229912	194298	84.50972546017607	229912	194298	84.50972546017607
droplethic	BC698022	384292	317292	82.56534093866122	384292	317292	82.56534093866122
droplethic	BC320238	379416	316574	83.43717713538702	379416	316574	83.43717713538702
droplethic	BC479057	385092	326266	84.72416980877297	385092	326266	84.72416980877297
droplethic	BC187571	320448	273072	85.21569802276812	320448	273072	85.21569802276812
droplethic	BC630715	321350	274036	85.27648980861989	321350	274036	85.27648980861989
droplethic	BC317039	308802	263350	85.28118341202453	308802	263350	85.28118341202453
droplethic	BC123200	347854	293770	84.45209771915803	347854	293770	84.45209771915803
droplethic	BC703625	259264	218644	84.33257220439398	259264	218644	84.33257220439398
droplethic	BC11946	291736	244132	83.68250747250939	291736	244132	83.68250747250939
droplethic	BC576986	238346	204674	85.87263893667189	238346	204674	85.87263893667189
droplethic	BC549937	299110	254294	85.01688342081509	299110	254294	85.01688342081509
droplethic	BC110335	268948	228138	84.82606303077175	268948	228138	84.82606303077175
droplethic	BC17442	372586	315252	84.61187484231829	372586	315252	84.61187484231829
droplethic	BC651608	156230	133084	85.18466363694553	156230	133084	85.18466363694553
droplethic	BC281590	288686	244672	84.75367700546614	288686	244672	84.75367700546614
droplethic	BC211875	261964	221844	84.68491853842512	261964	221844	84.68491853842512
droplethic	BC438468	239912	200580	83.60565540698256	239912	200580	83.60565540698256
droplethic	BC333760	242680	201016	82.83171254326686	242680	201016	82.83171254326686
droplethic	BC684305	318108	269290	84.6536396443975	318108	269290	84.6536396443975
droplethic	BC737116	230122	195892	85.12528137248937	230122	195892	85.12528137248937
droplethic	BC252429	369236	311264	84.29947242414066	369236	311264	84.29947242414066
droplethic	BC624568	186026	153652	82.59705632545989	186026	153652	82.59705632545989
droplethic	BC610238	188174	159642	84.83743769064802	188174	159642	84.83743769064802
droplethic	BC75468	312366	263924	84.4919101310642	312366	263924	84.4919101310642
droplethic	BC648823	294168	247100	83.9996192651818	294168	247100	83.9996192651818
droplethic	BC363941	186850	159034	85.11319240032111	186850	159034	85.11319240032111
droplethic	BC135381	180856	152952	84.57115052859734	180856	152952	84.57115052859734
droplethic	BC542227	175676	147722	84.08775245338009	175676	147722	84.08775245338009
droplethic	BC561860	157786	134798	85.430900079855	157786	134798	85.430900079855
droplethic	BC352497	270090	229172	84.85023510681624	270090	229172	84.85023510681624
droplethic	BC645275	300632	257534	85.66420075041911	300632	257534	85.66420075041911
droplethic	BC616292	354598	297734	83.96381254265394	354598	297734	83.96381254265394
droplethic	BC632971	286860	233692	81.46552325176044	286860	233692	81.46552325176044
droplethic	BC158142	374888	314472	83.88425343035787	374888	314472	83.88425343035787
droplethic	BC77649	178052	152694	85.7580931413295	178052	152694	85.7580931413295
droplethic	BC307911	239698	204164	85.1755125199209	239698	204164	85.1755125199209
droplethic	BC67445	308112	255596	82.9555486316664	308112	255596	82.9555486316664
droplethic	BC150560	230824	190760	82.64305271548886	230824	190760	82.64305271548886
droplethic	BC40759	235066	198218	84.32440250823173	235066	198218	84.32440250823173
droplethic	BC532757	315570	269792	85.49355135152264	315570	269792	85.49355135152264
droplethic	BC233280	372560	309808	83.15653854412712	372560	309808	83.15653854412712
droplethic	BC542513	420346	353600	84.12117636423328	420346	353600	84.12117636423328
droplethic	BC629327	211908	170206	80.32070521169564	211908	170206	80.32070521169564
droplethic	BC1099	421486	352782	83.69957721015645	421486	352782	83.69957721015645
droplethic	BC133313	322056	269762	83.76245125071416	322056	269762	83.76245125071416
droplethic	BC19561	168026	123068	73.24342661254806	168026	123068	73.24342661254806
droplethic	BC161357	465980	395664	84.91008197776729	465980	395664	84.91008197776729
droplethic	BC75021	150746	132114	87.64013638836188	150746	132114	87.64013638836188
droplethic	BC344107	344718	291064	84.43539356807594	344718	291064	84.43539356807594
droplethic	BC716434	201282	173326	86.11102830854225	201282	173326	86.11102830854225
droplethic	BC394483	171202	145746	85.13101482459317	171202	145746	85.13101482459317
droplethic	BC386026	239224	203212	84.94632645553958	239224	203212	84.94632645553958
droplethic	BC195142	377386	317498	84.13083686199276	377386	317498	84.13083686199276
droplethic	BC562051	300296	253760	84.50329008711405	300296	253760	84.50329008711405
droplethic	BC626936	341954	291846	85.34656708212216	341954	291846	85.34656708212216
droplethic	BC207283	212168	179280	84.49907620376305	212168	179280	84.49907620376305
droplethic	BC337275	452118	383968	84.92650148854945	452118	383968	84.92650148854945
droplethic	BC463031	137948	120006	86.99364978107693	137948	120006	86.99364978107693
droplethic	BC177605	313072	258120	82.44748811774927	313072	258120	82.44748811774927
droplethic	BC577644	315950	267636	84.70833992720367	315950	267636	84.70833992720367
droplethic	BC545485	123540	105120	85.08984944147645	123540	105120	85.08984944147645
droplethic	BC643297	346428	290150	83.75477732746775	346428	290150	83.75477732746775
droplethic	BC211025	359516	305934	85.09607361007576	359516	305934	85.09607361007576
droplethic	BC630905	108980	91994	84.41365388144614	108980	91994	84.41365388144614
droplethic	BC149879	240090	206124	85.85280519805073	240090	206124	85.85280519805073
droplethic	BC158423	350190	293776	83.89045946486193	350190	293776	83.89045946486193
droplethic	BC229849	376928	314732	83.49923592834706	376928	314732	83.49923592834706
droplethic	BC148990	300434	251896	83.84403895697558	300434	251896	83.84403895697558
droplethic	BC439466	309712	260756	84.19305677532675	309712	260756	84.19305677532675
droplethic	BC455103	312934	268510	85.804035355698	312934	268510	85.804035355698
droplethic	BC105131	343866	297956	86.64886903619433	343866	297956	86.64886903619433
droplethic	BC29258	298276	255152	85.54224946023146	298276	255152	85.54224946023146
droplethic	BC499100	169652	144524	85.18850352486265	169652	144524	85.18850352486265
droplethic	BC458963	250928	208232	82.98476056876873	250928	208232	82.98476056876873
droplethic	BC431035	178034	150724	84.66023343855667	178034	150724	84.66023343855667
droplethic	BC36528	370028	307282	83.04290486125375	370028	307282	83.04290486125375
droplethic	BC659890	285764	240512	84.16455536736608	285764	240512	84.16455536736608
droplethic	BC2830	282348	236442	83.74134047345828	282348	236442	83.74134047345828
droplethic	BC713979	318482	270664	84.98565068041522	318482	270664	84.98565068041522
droplethic	BC393692	267234	212338	79.45770373530314	267234	212338	79.45770373530314
droplethic	BC459649	281078	237778	84.5950234454493	281078	237778	84.5950234454493
droplethic	BC304198	372314	312162	83.84374479605924	372314	312162	83.84374479605924
droplethic	BC598985	448936	378898	84.39911256838391	448936	378898	84.39911256838391
droplethic	BC205328	121786	102568	84.21986106777462	121786	102568	84.21986106777462
droplethic	BC276967	267170	228888	85.67129542987611	267170	228888	85.67129542987611
droplethic	BC530561	253946	216452	85.23544375575909	253946	216452	85.23544375575909
droplethic	BC412240	303942	259920	85.5163156128472	303942	259920	85.5163156128472
droplethic	BC179676	261862	212180	81.02741138462244	261862	212180	81.02741138462244
droplethic	BC295411	228912	194070	84.77930383728246	228912	194070	84.77930383728246
droplethic	BC123195	271288	225710	83.19940432308101	271288	225710	83.19940432308101
droplethic	BC406337	401424	335698	83.62678863246842	401424	335698	83.62678863246842
droplethic	BC487779	242424	207088	85.42388542388542	242424	207088	85.42388542388542
droplethic	BC694752	364118	303792	83.4322939266941	364118	303792	83.4322939266941
droplethic	BC6113	317706	258872	81.48162137321927	317706	258872	81.48162137321927
droplethic	BC393010	335160	280792	83.77849385368182	335160	280792	83.77849385368182
droplethic	BC64390	381140	320872	84.18743768693918	381140	320872	84.18743768693918
droplethic	BC554357	249532	201094	80.58846160011542	249532	201094	80.58846160011542
droplethic	BC288849	251450	216538	86.11572877311593	251450	216538	86.11572877311593
droplethic	BC9345	192746	166772	86.52423396594482	192746	166772	86.52423396594482
droplethic	BC288932	355008	296758	83.59191905534523	355008	296758	83.59191905534523
droplethic	BC451905	242534	209096	86.2130670339004	242534	209096	86.2130670339004
droplethic	BC210181	304222	257554	84.65988653023122	304222	257554	84.65988653023122
droplethic	BC363521	194478	159958	82.24992029946831	194478	159958	82.24992029946831
droplethic	BC385021	853892	720380	84.36429899799975	853892	720380	84.36429899799975
droplethic	BC465384	318490	271862	85.35966592357688	318490	271862	85.35966592357688
droplethic	BC56544	363484	313318	86.19856719965665	363484	313318	86.19856719965665
droplethic	BC20138	317466	262774	82.77232837532208	317466	262774	82.77232837532208
droplethic	BC232372	226794	193158	85.16891981269346	226794	193158	85.16891981269346
droplethic	BC580821	180166	156826	87.04528046357248	180166	156826	87.04528046357248
droplethic	BC620792	229978	194478	84.56374087956239	229978	194478	84.56374087956239
droplethic	BC695090	259472	222194	85.6331318986249	259472	222194	85.6331318986249
droplethic	BC234926	238916	194088	81.23692008906896	238916	194088	81.23692008906896
droplethic	BC358641	245836	209074	85.0461283131844	245836	209074	85.0461283131844
droplethic	BC163790	678192	569712	84.00452969070706	678192	569712	84.00452969070706
droplethic	BC356925	318648	270802	84.98468529537296	318648	270802	84.98468529537296
droplethic	BC103554	274882	219928	80.00814895118633	274882	219928	80.00814895118633
droplethic	BC441890	323576	272854	84.32454817415383	323576	272854	84.32454817415383
droplethic	BC658611	350528	297778	84.95127350739456	350528	297778	84.95127350739456
droplethic	BC555654	200714	172650	86.01791603973814	200714	172650	86.01791603973814
droplethic	BC627068	259536	213426	82.23367856482338	259536	213426	82.23367856482338
droplethic	BC571003	295320	253078	85.69619395909523	295320	253078	85.69619395909523
droplethic	BC358097	384708	329150	85.55839753787288	384708	329150	85.55839753787288
droplethic	BC662082	376290	317606	84.40458157272316	376290	317606	84.40458157272316
droplethic	BC118762	336388	290972	86.4989238617311	336388	290972	86.4989238617311
droplethic	BC334513	375760	316840	84.31977858207367	375760	316840	84.31977858207367
droplethic	BC163170	315934	269256	85.22539517747377	315934	269256	85.22539517747377
droplethic	BC388178	283512	227250	80.15533734021841	283512	227250	80.15533734021841
droplethic	BC43715	339498	283752	83.57987381368963	339498	283752	83.57987381368963
droplethic	BC91501	251684	217874	86.56648813591647	251684	217874	86.56648813591647
droplethic	BC388322	314974	262204	83.24623619727343	314974	262204	83.24623619727343
droplethic	BC209617	368986	312662	84.73546421815462	368986	312662	84.73546421815462
droplethic	BC67560	220720	189268	85.75027183762232	220720	189268	85.75027183762232
droplethic	BC679996	309606	259842	83.92666808782775	309606	259842	83.92666808782775
droplethic	BC209919	306210	260310	85.01028705790144	306210	260310	85.01028705790144
droplethic	BC273893	356130	304390	85.47159745036925	356130	304390	85.47159745036925
droplethic	BC105093	243280	203208	83.5284445905952	243280	203208	83.5284445905952
droplethic	BC92452	321860	275654	85.64406884981048	321860	275654	85.64406884981048
droplethic	BC639404	339020	290518	85.69346941183412	339020	290518	85.69346941183412
droplethic	BC274636	291494	246794	84.66520751713585	291494	246794	84.66520751713585
droplethic	BC607228	296408	252132	85.06248144449542	296408	252132	85.06248144449542
droplethic	BC628022	322684	271274	84.06800461132254	322684	271274	84.06800461132254
droplethic	BC6312	274578	228052	83.05545236690485	274578	228052	83.05545236690485
droplethic	BC529699	318066	260396	81.86854300679732	318066	260396	81.86854300679732
