,Dataset,R1InputReads,R1InputReadsBP,R1WithAdapters,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1UniqueMappedReadsMapQ30,R1DeduppedReads,R1DeduppedReadsMapQ30,R2InputReads,R2InputReadsBP,R2WithAdapters,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2UniqueMappedReadsMapQ30,R2DeduppedReads,R2DeduppedReadsMapQ30,CisShortContact,CisLongContact,TransContact,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYCov,LambdaCYFrac,FinalmCReads,CellInputReadPairs,R1MappingRate,R2MappingRate,R1DuplicationRate,R2DuplicationRate,R1MappingRateMapQ30,R2MappingRateMapQ30,TotalContacts,CisShortRatio,CisLongRatio,TransRatio
sc_51_CKDL200165520-1a-D707-AK1682_HF2L3CCX2_L7,methylhic_new,47870.0,7180500.0,8258.0,69860.0,42763.0,5544676.0,0.8933152287445164,216.0,212.0,211.0,207.0,47870.0,7180500.0,6696.0,794351.0,42999.0,5050985.0,0.8982452475454356,73.0,72.0,71.0,70.0,9.0,0.0,3.0,105.0,2852.0,0.0368162692847124,32.0,98.0,0.3265306122448979,15.0,289.0,0.0519031141868512,4.275557758209119e-06,0.0,0.0,282.0,47870.0,0.5051095573275962,0.1697713900323263,2.314814814814814,2.73972602739726,0.4957556766363445,0.1674457545524314,12.0,0.75,0.0,0.25
sc_52_CKDL200165520-1a-D707-AK1780_HF2L3CCX2_L7,methylhic_new,283206.0,42480900.0,69335.0,199114.0,231620.0,30066550.0,0.817849904309937,504.0,485.0,376.0,366.0,283206.0,42480900.0,48730.0,3236124.0,246933.0,30123392.0,0.8719200864388467,262.0,259.0,230.0,227.0,14.0,1.0,14.0,342.0,5484.0,0.062363238512035,55.0,268.0,0.2052238805970149,35.0,596.0,0.0587248322147651,8.989070901722974e-06,0.0,0.0,606.0,283206.0,0.2175977894827735,0.106101655104826,25.396825396825395,12.213740458015266,0.2093946982125896,0.1048867506570608,29.0,0.4827586206896552,0.0344827586206896,0.4827586206896552
sc_58_CKDL200165520-1a-D708-AK1681_HF2L3CCX2_L7,methylhic_new,513525.0,77028750.0,134324.0,481684.0,413046.0,53375311.0,0.8043347451438586,1299.0,1268.0,1086.0,1056.0,513525.0,77028750.0,74599.0,8382347.0,454848.0,53802501.0,0.8857368190448371,458.0,454.0,430.0,426.0,34.0,2.0,20.0,440.0,14262.0,0.0308512130136025,127.0,630.0,0.2015873015873016,50.0,1492.0,0.0335120643431635,2.216068896979269e-05,0.0,0.0,1516.0,513525.0,0.3144928167806975,0.1006929787533417,16.3972286374134,6.113537117903933,0.3069875994441297,0.0998135640917405,56.0,0.6071428571428571,0.0357142857142857,0.3571428571428571
sc_24_CKDL200165520-1a-DY0088-AK1546_HF2L3CCX2_L7,methylhic_new,3683006.0,552450900.0,1058214.0,2022285.0,2896986.0,374035581.0,0.7865819387750115,13548.0,13254.0,7580.0,7380.0,3683006.0,552450900.0,978709.0,22806036.0,2942561.0,369454822.0,0.7989563416404969,7599.0,7485.0,6265.0,6163.0,583.0,18.0,277.0,5104.0,138718.0,0.0367940714254819,1684.0,6663.0,0.2527390064535494,496.0,14166.0,0.0350134123958774,0.0001901228043525,0.0,0.0,13845.0,3683006.0,0.4676584560643372,0.2582444340151317,44.05078240330676,17.554941439663118,0.4575099776112139,0.2543702577448692,878.0,0.664009111617312,0.020501138952164,0.3154897494305239
sc_33_CKDL200165520-1a-D705-AK1680_HF2L3CCX2_L7,methylhic_new,297741.0,44661150.0,112729.0,422788.0,207989.0,26203229.0,0.6985567993658919,804.0,786.0,694.0,677.0,297741.0,44661150.0,57325.0,6995336.0,251531.0,27066047.0,0.8447979955733339,297.0,296.0,287.0,286.0,26.0,1.0,9.0,1089.0,9423.0,0.1155682903533906,146.0,421.0,0.346793349168646,72.0,848.0,0.0849056603773584,1.4682490910684552e-05,0.0,0.0,981.0,297741.0,0.3865589045574525,0.1180768970822681,13.681592039800991,3.367003367003363,0.3779046007240767,0.1176793317722268,36.0,0.7222222222222222,0.0277777777777777,0.25
sc_47_CKDL200165520-1a-D706-AK1545_HF2L3CCX2_L7,methylhic_new,57315.0,8597250.0,8507.0,44197.0,51358.0,6755092.0,0.8960656023728518,147.0,144.0,121.0,118.0,57315.0,8597250.0,6935.0,606809.0,52090.0,6493627.0,0.9088371281514438,67.0,66.0,65.0,64.0,6.0,0.0,4.0,95.0,1785.0,0.0532212885154061,36.0,85.0,0.4235294117647059,4.0,137.0,0.0291970802919708,2.7738395014075093e-06,0.0,0.0,186.0,57315.0,0.286226099147163,0.128623536187368,17.68707482993197,2.985074626865669,0.280384750184976,0.1267037819159147,10.0,0.6,0.0,0.4
sc_12_CKDL200165520-1a-D702-AK1780_HF2L3CCX2_L7,methylhic_new,368099.0,55214850.0,75479.0,282012.0,314715.0,41026284.0,0.8549737978098283,1327.0,1301.0,1017.0,997.0,368099.0,55214850.0,51430.0,4128038.0,330672.0,40931056.0,0.8983235488278969,749.0,743.0,672.0,666.0,51.0,1.0,26.0,721.0,16267.0,0.0443228622364295,229.0,750.0,0.3053333333333333,107.0,1608.0,0.0665422885572139,2.44793624645666e-05,0.0,0.0,1689.0,368099.0,0.4216513353351445,0.226508443412203,23.360964581763376,10.280373831775702,0.4133898924423684,0.2246939565490879,78.0,0.6538461538461539,0.0128205128205128,0.3333333333333333
sc_70_CKDL200165520-1a-D709-AK1544_HF2L3CCX2_L7,methylhic_new,68073.0,10210950.0,7680.0,46017.0,63191.0,8360780.0,0.9282828727983194,154.0,149.0,125.0,121.0,68073.0,10210950.0,6926.0,549053.0,63524.0,8082444.0,0.9331746801228094,83.0,82.0,82.0,81.0,9.0,0.0,0.0,76.0,1670.0,0.0455089820359281,24.0,86.0,0.2790697674418604,5.0,114.0,0.043859649122807,3.0422519574512985e-06,0.0,0.0,207.0,68073.0,0.2437055909860581,0.1306592783829733,18.83116883116883,1.2048192771084376,0.235793071798199,0.1290850702096845,9.0,1.0,0.0,0.0
sc_74_CKDL200165520-1a-D710-AK1681_HF2L3CCX2_L7,methylhic_new,5498078.0,824711700.0,2597713.0,2609844.0,3440170.0,427696389.0,0.6257041096906956,11291.0,11048.0,6497.0,6338.0,5498078.0,824711700.0,2231056.0,39156887.0,3720600.0,444721921.0,0.676709206380848,6265.0,6179.0,5098.0,5024.0,519.0,11.0,225.0,6852.0,113368.0,0.0604403358972549,1671.0,5806.0,0.2878057182225284,720.0,12455.0,0.0578081091930951,0.0001570795099513,0.0,0.0,11595.0,5498078.0,0.3282105244798949,0.1683868193302155,42.45859534142237,18.627294493216283,0.3211469200649968,0.1660753641885717,755.0,0.6874172185430464,0.014569536423841,0.2980132450331126
sc_44_CKDL200165520-1a-D706-AK1780_HF2L3CCX2_L7,methylhic_new,93022.0,13953300.0,24564.0,118462.0,73713.0,9527975.0,0.7924254477435445,235.0,232.0,207.0,204.0,93022.0,13953300.0,8666.0,2152163.0,86063.0,9674885.0,0.9251897400614908,72.0,72.0,68.0,68.0,11.0,0.0,1.0,79.0,2368.0,0.0333614864864864,43.0,147.0,0.2925170068027211,5.0,227.0,0.0220264317180616,4.030947225279718e-06,0.0,0.0,275.0,93022.0,0.3188040101474638,0.083659644678898,11.91489361702127,5.555555555555558,0.3147341717200494,0.083659644678898,12.0,0.9166666666666666,0.0,0.0833333333333333
sc_73_CKDL200165520-1a-D710-AK1680_HF2L3CCX2_L7,methylhic_new,233862.0,35079300.0,56848.0,171767.0,192890.0,25027618.0,0.8248026613986026,788.0,760.0,694.0,671.0,233862.0,35079300.0,41796.0,2497690.0,203561.0,25028173.0,0.8704321351908391,411.0,408.0,386.0,383.0,48.0,0.0,19.0,336.0,10631.0,0.0316056814975072,187.0,645.0,0.289922480620155,32.0,1115.0,0.0286995515695067,1.617688549883558e-05,0.0,0.0,1080.0,233862.0,0.4085229923790762,0.2019050800497148,11.92893401015228,6.082725060827254,0.3940069469645912,0.2004313203413227,67.0,0.7164179104477612,0.0,0.2835820895522388
sc_62_CKDL200165520-1a-D708-AK1544_HF2L3CCX2_L7,methylhic_new,11532.0,1729800.0,1566.0,12131.0,10431.0,1374153.0,0.9045265348595212,33.0,32.0,31.0,30.0,11532.0,1729800.0,873.0,198175.0,10833.0,1289631.0,0.9393860561914672,10.0,10.0,9.0,9.0,1.0,0.0,0.0,8.0,401.0,0.0199501246882793,1.0,21.0,0.0476190476190476,0.0,26.0,0.0,6.697494980956217e-07,0.0,0.0,40.0,11532.0,0.3163646821972965,0.0923105326317732,6.060606060606055,9.999999999999998,0.3067778736458633,0.0923105326317732,1.0,1.0,0.0,0.0
sc_15_CKDL200165520-1a-D702-AK1545_HF2L3CCX2_L7,methylhic_new,56038.0,8405700.0,13216.0,44028.0,46188.0,5999553.0,0.8242264177879296,106.0,105.0,100.0,99.0,56038.0,8405700.0,9983.0,627192.0,48198.0,5906539.0,0.8600949355794283,68.0,66.0,64.0,62.0,7.0,0.0,2.0,133.0,1433.0,0.0928122819260293,18.0,84.0,0.2142857142857142,15.0,114.0,0.131578947368421,2.549369057267205e-06,0.0,0.0,164.0,56038.0,0.2294968390058023,0.1410846923108842,5.660377358490565,5.882352941176472,0.2273317744868797,0.1369351425370347,9.0,0.7777777777777778,0.0,0.2222222222222222
sc_8_CKDL200165520-1a-D701-AK1546_HF2L3CCX2_L7,methylhic_new,53427.0,8014050.0,12257.0,52984.0,44242.0,5762512.0,0.828083178917027,168.0,164.0,143.0,140.0,53427.0,8014050.0,5188.0,968825.0,49794.0,5851338.0,0.9320006738166096,56.0,56.0,54.0,54.0,8.0,0.0,1.0,151.0,1811.0,0.0833793484262838,18.0,98.0,0.1836734693877551,21.0,180.0,0.1166666666666666,2.8921167501143903e-06,0.0,0.0,197.0,53427.0,0.3797296686406582,0.1124633489978712,14.880952380952383,3.57142857142857,0.3706884860539758,0.1124633489978712,9.0,0.8888888888888888,0.0,0.1111111111111111
sc_76_CKDL200165520-1a-D710-AK1780_HF2L3CCX2_L7,methylhic_new,4592098.0,688814700.0,2639428.0,1568126.0,2437687.0,294138660.0,0.5308438539421415,5195.0,5088.0,2984.0,2915.0,4592098.0,688814700.0,2280660.0,28699302.0,2727515.0,318005576.0,0.5939583606447424,3092.0,3048.0,2534.0,2497.0,213.0,7.0,92.0,3566.0,51540.0,0.0691889794334497,569.0,2378.0,0.2392767031118587,496.0,5558.0,0.0892407340770061,7.501450707073734e-05,0.0,0.0,5518.0,4592098.0,0.2131118556237942,0.1133632628968126,42.56015399422522,18.04657179818887,0.2087224487803397,0.1117500728685268,312.0,0.6826923076923077,0.0224358974358974,0.2948717948717949
scNH_GM_4plex_17_S16,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,7939725.0,50020276.0,0.1587301317569699,1368432.0,2524529.0,0.5420543792525259,598360.0,3484634.0,0.1717138729634159,0.0673269935747081,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_17_S16.GCCAAT,scnomehic,6672348.0,954145764.0,2283826.0,1668459.0,4729845.0,564296532.0,0.7088726487287533,3271685.0,2940213.0,1230013.0,1088032.0,6672348.0,1000852200.0,2396071.0,2883698.0,4815088.0,597926837.0,0.7216482113942498,3157232.0,2830505.0,1183343.0,1061612.0,1054052.0,30681.0,35738.0,,,,,,,,,,,,,2413356.0,6672348.0,69.17108277332555,65.56955968405977,62.40429625712744,62.51960578126663,62.16298842773917,58.78407622041383,1120471.0,0.9407222498395764,0.0273822347923328,0.0318955153680907
scNH_GM_4plex_24_S23,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,11941898.0,72819214.0,0.1639937777960635,2159047.0,3848622.0,0.560992220072535,932662.0,5317965.0,0.175379491967322,0.0909250706338858,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_24_S23.GCCAAT,scnomehic,11364091.0,1625065013.0,2315811.0,3597313.0,9450392.0,1142494647.0,0.8316012252981783,6944743.0,6239898.0,1776979.0,1550260.0,11364091.0,1704613650.0,2551028.0,5602966.0,9509113.0,1205706855.0,0.8367684665671896,6738112.0,6039570.0,1679345.0,1507518.0,1586552.0,55838.0,56368.0,,,,,,,,,,,,,3456324.0,11364091.0,73.48629559493405,70.85952180818548,74.41260245339532,75.07692065670622,66.02792773040525,63.5134948969478,1698758.0,0.9339482139304128,0.0328698967127748,0.0331818893568124
scNH_GM_4plex_2_S2,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,6981594.0,52413231.0,0.133202892987078,1569085.0,2712402.0,0.5784854162472967,528919.0,3674810.0,0.1439309787444793,0.0685467782467407,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_2_S2.ATCACG,scnomehic,8314674.0,1188998382.0,3556240.0,1722379.0,5115016.0,613296223.0,0.6151793804543629,3525079.0,3139725.0,1279230.0,1117970.0,8314674.0,1247201100.0,3665130.0,3203080.0,5189622.0,650046116.0,0.6241521916553794,3390916.0,3011593.0,1223015.0,1085011.0,1102362.0,23035.0,36055.0,,,,,,,,,,,,,2502245.0,8314674.0,68.9162849148468,65.34032729166016,63.71060052838532,63.93260700058627,61.38250593937536,58.03106661718329,1161452.0,0.9491240275103922,0.0198329332594028,0.0310430392302049
scNH_GM_4plex_10_S9,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,12667474.0,81861761.0,0.1547422611639151,2201635.0,4198097.0,0.5244364291725513,976878.0,5792502.0,0.1686452589917103,0.1051312362452994,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_10_S9.TGACCA,scnomehic,9711913.0,1388803559.0,1791851.0,2934526.0,8236545.0,998944766.0,0.8480867775483574,6315725.0,5659831.0,1985749.0,1741847.0,9711913.0,1456786950.0,1995280.0,4828346.0,8264328.0,1054339881.0,0.8509474909834962,6135729.0,5484634.0,1903516.0,1703534.0,1747657.0,48607.0,60761.0,,,,,,,,,,,,,3889265.0,9711913.0,76.67929939070326,74.24353196049334,68.55865320291812,68.97653074312767,68.71608180371746,66.36515394839121,1857025.0,0.94110580094506,0.0261746610842611,0.0327195379706789
scNH_GM_4plex_22_S21,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,4904484.0,29311721.0,0.1673215980733441,845876.0,1537552.0,0.5501446455144281,374999.0,2090883.0,0.1793495857970053,0.0404538288752035,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_22_S21.CGATGT,scnomehic,4160552.0,594958936.0,1389199.0,1048647.0,2965468.0,355361673.0,0.7127583070707926,1916274.0,1708778.0,705320.0,619400.0,4160552.0,624082800.0,1458573.0,1864875.0,2994102.0,375223684.0,0.7196405669247734,1849001.0,1646117.0,678612.0,604995.0,603158.0,21932.0,20900.0,,,,,,,,,,,,,1383932.0,4160552.0,64.61961484662791,61.75477655737848,63.193155049851946,63.29845143404466,57.62254052311473,54.97865470181043,645990.0,0.9336955680428488,0.0339509899534048,0.0323534420037461
scNH_GM_4plex_42_S41,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,7744410.0,42138838.0,0.1837831883261707,1208392.0,2148559.0,0.5624197427205863,572858.0,2943105.0,0.1946440918689615,0.0570643590800612,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_42_S41.TGACCA,scnomehic,5195047.0,742891721.0,1802077.0,1196701.0,3644124.0,436801792.0,0.701461218733921,2499294.0,2243078.0,1026068.0,908701.0,5195047.0,779257050.0,1883233.0,2098819.0,3682561.0,461578332.0,0.7088599968392971,2408252.0,2151979.0,986873.0,881935.0,864186.0,31442.0,27785.0,,,,,,,,,,,,,2012941.0,5195047.0,68.58421941734146,65.3961197112553,58.94568626180033,59.02119047342222,61.55328413632467,58.43702249602926,923413.0,0.9358607686917988,0.0340497697130103,0.0300894615951908
scNH_GM_4plex_17_S16,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,8480563.0,48440375.0,0.175072199585573,1481900.0,2635276.0,0.5623319910324384,656943.0,3536754.0,0.1857474396013972,0.0642962859116162,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_17_S16.CGATGT,scnomehic,6741191.0,963990313.0,2795872.0,1562746.0,4230625.0,505719526.0,0.6275782721480522,3173599.0,2844993.0,1168963.0,1031890.0,6741191.0,1011178650.0,2893555.0,2891959.0,4292084.0,535192494.0,0.6366952071228956,3068614.0,2745592.0,1128958.0,1010602.0,995630.0,40701.0,34348.0,,,,,,,,,,,,,2297921.0,6741191.0,75.0148973260452,71.49473309469246,63.1660143578316,63.20951413243894,67.24758162210075,63.96873872925134,1070679.0,0.9299052283644303,0.0380141947306335,0.032080576904936
scNH_GM_4plex_21_S20,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,6657216.0,40891362.0,0.1628025009291693,1162178.0,2071006.0,0.5611659261247915,500576.0,2854335.0,0.1753739487481322,0.054788370274959,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_21_S20.GCCAAT,scnomehic,6237549.0,891969507.0,1990977.0,1606553.0,4581045.0,546889161.0,0.7344303026717706,2983970.0,2672270.0,1004030.0,881634.0,6237549.0,935632350.0,2099744.0,2587071.0,4650237.0,578434381.0,0.7455231213414115,2888630.0,2578023.0,957417.0,855076.0,867205.0,23111.0,30973.0,,,,,,,,,,,,,1961447.0,6237549.0,65.13732128804672,62.117909259248506,66.35254375881794,66.85567206599669,58.33319690158032,55.43852926205697,921289.0,0.9412952938762972,0.0250855051997798,0.0336192009239229
scNH_GM_4plex_42_S41,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,15376257.0,93730567.0,0.1640474126226079,2568532.0,4893960.0,0.5248371461965361,1176156.0,6607985.0,0.1779901134763472,0.1197491834361289,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_42_S41.CGATGT,scnomehic,8594490.0,1229012070.0,1960343.0,2525976.0,6987580.0,843004798.0,0.813030208889649,5546878.0,4969530.0,2260454.0,1999350.0,8594490.0,1289173500.0,2140535.0,4554880.0,7024013.0,889085945.0,0.8172693202272618,5361584.0,4792142.0,2181853.0,1951034.0,1934245.0,53648.0,65933.0,,,,,,,,,,,,,4442307.0,8594490.0,79.38196056431555,76.33220496602155,59.24817527986013,59.30581335664983,71.1194719774228,68.22512999335281,2053826.0,0.9417764698664832,0.0261210053821501,0.0321025247513664
scNH_GM_4plex_16_S15,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,8363252.0,51419441.0,0.162647664722765,1477176.0,2699074.0,0.5472899223956068,640949.0,3641861.0,0.1759949102944895,0.0691156969783136,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_16_S15.CGATGT,scnomehic,7021129.0,1004021447.0,2694166.0,1684094.0,4604975.0,552291972.0,0.6558738630211751,3478019.0,3113975.0,1244653.0,1095312.0,7021129.0,1053169350.0,2803304.0,2960760.0,4658398.0,584102073.0,0.6634827532723013,3370597.0,3013234.0,1194426.0,1067560.0,1072797.0,30417.0,38401.0,,,,,,,,,,,,,2439079.0,7021129.0,75.52742414453934,72.35528179429924,64.21373776278968,64.56336963451875,67.62197406066265,64.68391064911157,1141615.0,0.9397187317966216,0.0266438335165533,0.0336374346868252
scNH_GM_4plex_26_S25,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,9952766.0,58022502.0,0.1715328649564267,1778871.0,3068272.0,0.5797631370360907,770016.0,4194822.0,0.1835634503680966,0.0761684154610623,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_26_S25.ATCACG,scnomehic,7158931.0,1023727133.0,2544055.0,1808954.0,4891801.0,589177838.0,0.6833144501602264,3654908.0,3278117.0,1391456.0,1229204.0,7158931.0,1073839650.0,2653934.0,3205703.0,4949850.0,623505843.0,0.6914230630243537,3530833.0,3161494.0,1336607.0,1197361.0,1188429.0,45914.0,34014.0,,,,,,,,,,,,,2728063.0,7158931.0,74.71497716280773,71.33212117538915,61.92911011713564,62.14471202687864,67.01247659093245,63.87050112629675,1268357.0,0.9369830418407435,0.0361995873401573,0.026817370819099
scNH_GM_4plex_5_S4,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,5078690.0,30837612.0,0.1646914164430112,863402.0,1603979.0,0.5382875960346114,387973.0,2183929.0,0.177649090240571,0.0429628447932241,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_5_S4.TGACCA,scnomehic,3773825.0,539656975.0,1251871.0,887287.0,2683858.0,322566268.0,0.7111771213556537,1707398.0,1528861.0,736770.0,651046.0,3773825.0,566073750.0,1310323.0,1533775.0,2709742.0,341153704.0,0.7180359449630017,1649236.0,1470938.0,713170.0,636507.0,625107.0,17582.0,22397.0,,,,,,,,,,,,,1449940.0,3773825.0,63.61730017012823,60.863211331558496,56.84837395850294,56.75755319432756,56.96504807631402,54.28332291413721,665086.0,0.9398889767639071,0.0264356789948969,0.0336753442411958
scNH_GM_4plex_12_S11,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,9729794.0,63367207.0,0.1535462025334334,1758962.0,3334340.0,0.527529286155581,753708.0,4536558.0,0.1661409376888822,0.0822847473207234,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_12_S11.CGATGT,scnomehic,9282575.0,1327408225.0,2486241.0,2547827.0,7140717.0,861398256.0,0.7692603614837478,5422008.0,4853969.0,1554007.0,1359025.0,9282575.0,1392386250.0,2670015.0,4553821.0,7183102.0,908808274.0,0.7738264436322896,5256318.0,4696288.0,1481528.0,1325610.0,1360128.0,48216.0,51386.0,,,,,,,,,,,,,3035535.0,9282575.0,75.93086240499377,73.17615704190196,71.33890248778681,71.81433847799924,67.9759329490302,65.37966466298265,1459730.0,0.9317668335925136,0.0330307659635686,0.0352024004439177
scNH_GM_4plex_16_S15,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,18299737.0,103857870.0,0.1761998103754679,3002538.0,5325984.0,0.5637527262567819,1372941.0,7337096.0,0.1871232160516913,0.1320950083700817,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_16_S15.GCCAAT,scnomehic,11245320.0,1608080760.0,2627537.0,3368037.0,9137716.0,1099157602.0,0.8125794552756169,6918743.0,6206163.0,2520575.0,2222809.0,11245320.0,1686798000.0,2847329.0,5461701.0,9223128.0,1162029864.0,0.8201747927137689,6682295.0,5974792.0,2408112.0,2153969.0,2157394.0,83504.0,57867.0,,,,,,,,,,,,,4928687.0,11245320.0,75.71632780007607,72.45150452211007,63.56888816364476,63.96280020561797,67.91809900854875,64.78053866323876,2298765.0,0.9385013257118496,0.0363255922201703,0.0251730820679799
scNH_GM_4plex_9_S8,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,8336877.0,50792769.0,0.1641351153743951,1485524.0,2656108.0,0.5592859928888434,643703.0,3618902.0,0.177872459657653,0.067657866035692,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_9_S8.TGACCA,scnomehic,7200958.0,1029736994.0,2552004.0,1622375.0,4936438.0,593765615.0,0.6855251759557548,3389908.0,3044660.0,1230971.0,1087073.0,7200958.0,1080143700.0,2661527.0,2957429.0,4983560.0,628138011.0,0.6920690274821767,3275639.0,2936378.0,1184232.0,1062031.0,1063969.0,34549.0,35123.0,,,,,,,,,,,,,2415203.0,7200958.0,68.67113493575732,65.72889661206045,63.687185610936936,63.84729819128421,61.67726607728083,58.92129321208132,1133641.0,0.938541390087338,0.0304761383894901,0.0309824715231718
scNH_GM_4plex_24_S23,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,6936337.0,41588114.0,0.1667865246305711,1203249.0,2181082.0,0.5516752694304937,533368.0,2981804.0,0.1788742653776036,0.0544830636140724,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_24_S23.ATCACG,scnomehic,9350186.0,1337076598.0,3721392.0,2083939.0,5899712.0,713057955.0,0.6309726886716478,3966446.0,3547521.0,1020317.0,887920.0,9350186.0,1402527900.0,3847938.0,3884462.0,5963906.0,754514113.0,0.6378382205444897,3835393.0,3426995.0,975438.0,873605.0,913181.0,33136.0,30921.0,,,,,,,,,,,,,1995755.0,9350186.0,67.23118009828276,64.31008469952411,74.27629167269642,74.56745632064302,60.13040975559485,57.462257118069935,977238.0,0.9344509730485306,0.0339078095612327,0.0316412173902365
scNH_GM_4plex_43_S42,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,9196930.0,58996529.0,0.1558893405406952,1684223.0,3057887.0,0.5507799993917368,712210.0,4174848.0,0.170595432456463,0.0778267598009636,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_43_S42.ATCACG,scnomehic,10532457.0,1506141351.0,6165631.0,1879567.0,4811897.0,569519705.0,0.4568636738797034,3429983.0,3073314.0,1434350.0,1267654.0,10532457.0,1579868550.0,6247637.0,3363218.0,4980126.0,608102334.0,0.4728361103206972,3299121.0,2946591.0,1371380.0,1224765.0,1215408.0,31749.0,38753.0,,,,,,,,,,,,,2805730.0,10532457.0,71.28130548097766,66.24573354168147,58.182008482257785,58.43195808823016,63.86907284175035,59.16699697959449,1285910.0,0.945173456929334,0.0246899083139566,0.0301366347567092
scNH_GM_4plex_7_S6,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,7562704.0,45506510.0,0.1661894968434186,1292188.0,2271952.0,0.5687567342972034,564455.0,3158367.0,0.1787173561527207,0.0617683572629629,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_7_S6.TGACCA,scnomehic,6731539.0,962610077.0,1677018.0,1785229.0,5284016.0,639586158.0,0.7849640327419926,3613482.0,3238593.0,1117508.0,980835.0,6731539.0,1009730850.0,1796831.0,3422752.0,5312872.0,675523178.0,0.7892507196348413,3486753.0,3117630.0,1081283.0,968882.0,977886.0,33971.0,37537.0,,,,,,,,,,,,,2198791.0,6731539.0,68.38514493521595,65.6284021147131,69.07392924608453,68.98882714089585,61.29037080886962,58.6806909709099,1049394.0,0.9318578150818472,0.0323720166114919,0.0357701683066608
scNH_GM_4plex_17_S16,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,14358033.0,79620245.0,0.1803314345490898,2321400.0,4217566.0,0.5504122519955823,1106222.0,5734669.0,0.1929007585267781,0.1030025301525751,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_17_S16.TGACCA,scnomehic,8656087.0,1237820441.0,2406060.0,2346766.0,6583479.0,794609556.0,0.7605606320731296,5176196.0,4637749.0,1922107.0,1694827.0,8656087.0,1298413050.0,2560733.0,4232767.0,6630898.0,839567464.0,0.7660387424479445,4996094.0,4462581.0,1849931.0,1654358.0,1638843.0,59489.0,56107.0,,,,,,,,,,,,,3772038.0,8656087.0,78.62402234441699,75.34566208076191,62.8664177322497,62.97245408112817,70.44526154028897,67.29979860947944,1754439.0,0.934112271786024,0.0339077049700787,0.0319800232438973
scNH_GM_4plex_30_S29,scnomehic,,,,,,,,,,,,,,,,,,,,,,,,,,9008607.0,54640089.0,0.1648717482872328,1560420.0,2905988.0,0.5369671175517586,703888.0,3960698.0,0.1777181698781376,0.072168221315566,0.0,0.0,,,,,,,,,0.0,,,
scNH_GM_4plex_30_S29.TGACCA,scnomehic,5783253.0,827005179.0,1687615.0,1561658.0,4348320.0,523303398.0,0.7518813373718909,3210492.0,2878151.0,1302369.0,1151274.0,5783253.0,867487950.0,1790242.0,2501222.0,4386153.0,552998389.0,0.7584231573476035,3116813.0,2790193.0,1254518.0,1123185.0,1111565.0,35604.0,35385.0,,,,,,,,,,,,,2556887.0,5783253.0,73.83292857931339,71.06028905056435,59.43397460576136,59.74997537548772,66.18995382124591,63.61367239127317,1182554.0,0.9399697603661228,0.0301077160112772,0.0299225236225998
