,Dataset,R1InputReads,R1InputReadsBP,R1WithAdapters,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1UniqueMappedReadsMapQ30,R1DeduppedReads,R1DeduppedReadsMapQ30,R2InputReads,R2InputReadsBP,R2WithAdapters,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2UniqueMappedReadsMapQ30,R2DeduppedReads,R2DeduppedReadsMapQ30,CisShortContact,CisLongContact,TransContact,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYCov,LambdaCYFrac,FinalmCReads,CellInputReadPairs,R1MappingRate,R2MappingRate,R1DuplicationRate,R2DuplicationRate,R1MappingRateMapQ30,R2MappingRateMapQ30,TotalContacts,CisShortRatio,CisLongRatio,TransRatio
sc_80_CKDL200165520-1a-D710-AK1546_HF2L3CCX2_L7,methylhic_new,2338119.0,350717850.0,1097936.0,790783.0,1470483.0,182643448.0,0.6289170910462641,215419.0,184492.0,138934.0,118640.0,2338119.0,350717850.0,958683.0,13457532.0,1579439.0,190531109.0,0.6755169433206779,112207.0,98797.0,93538.0,83263.0,72176.0,4529.0,7153.0,562235.0,3995184.0,0.1407281867368311,117804.0,194477.0,0.605747723381171,29964.0,273810.0,0.1094335488112194,0.0057587987325132,0.0,0.0,232472.0,2338119.0,14.64954032110538,7.104231312510328,35.50522470162799,16.637999411801406,12.54635381707915,6.255195673907001,83858.0,0.860693076391042,0.0540079658470271,0.0852989577619308
sc_42_CKDL200165520-1a-D706-AK1681_HF2L3CCX2_L7,methylhic_new,283798.0,42569700.0,83623.0,361495.0,219947.0,28162009.0,0.7750125088971733,64950.0,54653.0,61875.0,52022.0,283798.0,42569700.0,39528.0,6042305.0,253588.0,28503647.0,0.8935510468713662,12804.0,11774.0,12225.0,11296.0,12420.0,1116.0,1271.0,22614.0,1323983.0,0.0170802797316883,36783.0,67034.0,0.5487215442909569,1287.0,98452.0,0.013072360134888,0.002174722081225,0.0,0.0,74100.0,283798.0,29.529841279944712,5.04913481710491,4.734411085450352,4.522024367385191,24.84825889873469,4.642964178115683,14807.0,0.8387924630242453,0.075369757547106,0.0858377794286486
sc_76_CKDL200165520-1a-D710-AK1780_HF2L3CCX2_L7,methylhic_new,4592098.0,688814700.0,2639428.0,1568126.0,2437687.0,294138660.0,0.5308438539421415,432105.0,372539.0,262280.0,224902.0,4592098.0,688814700.0,2280660.0,28699302.0,2727515.0,318005576.0,0.5939583606447424,208972.0,185086.0,168275.0,150848.0,129683.0,8384.0,16962.0,168530.0,7354721.0,0.0229145333997034,211017.0,382323.0,0.551933836049623,9189.0,536816.0,0.0171175970909957,0.0101701221830626,0.0,0.0,430555.0,4592098.0,17.726024711129853,7.661626058885103,39.30179007417178,19.474857875696262,15.282478841623226,6.785883853984305,155029.0,0.8365080081791149,0.0540802043488637,0.1094117874720213
sc_16_CKDL200165520-1a-D702-AK1546_HF2L3CCX2_L7,methylhic_new,69367.0,10405050.0,20796.0,56689.0,53568.0,6891409.0,0.7722404024968645,10223.0,8682.0,9854.0,8346.0,69367.0,10405050.0,10910.0,1114406.0,60801.0,7199549.0,0.8765118860553289,3218.0,2927.0,3154.0,2868.0,2656.0,244.0,258.0,13296.0,231092.0,0.0575355269762691,6560.0,11729.0,0.5592974678148179,759.0,17023.0,0.0445867355930212,0.0003755129312439,0.0,0.0,13008.0,69367.0,19.084154719235364,5.292676107300866,3.6095079722195056,1.9888129272840227,16.207437275985665,4.814065558132268,3158.0,0.8410386320455985,0.0772640911969601,0.0816972767574414
sc_19_CKDL200165520-1a-DY0088-AK1682_HF2L3CCX2_L7,methylhic_new,84462.0,12669300.0,17788.0,156228.0,73276.0,9405490.0,0.8675617437427482,41868.0,35166.0,41496.0,34837.0,84462.0,12669300.0,13652.0,1902219.0,73922.0,8197543.0,0.8752101536785774,7700.0,7217.0,7632.0,7159.0,7985.0,729.0,883.0,7179.0,850838.0,0.0084375639075828,23550.0,43436.0,0.542176996040151,445.0,62915.0,0.007073035047286,0.0014189938431755,0.0,0.0,49128.0,84462.0,57.13739832960314,10.416384838072563,0.8885067354542864,0.8831168831168856,47.99115672252852,9.762993425502556,9597.0,0.832030842971762,0.0759612378868396,0.0920079191413983
sc_29_CKDL200165520-1a-D704-AK1543_HF2L3CCX2_L7,methylhic_new,924046.0,138606900.0,543218.0,1119480.0,458176.0,55026781.0,0.4958367873460845,91695.0,76081.0,89898.0,74535.0,924046.0,138606900.0,307946.0,20295484.0,652373.0,67142792.0,0.7059962382825098,11117.0,10579.0,10825.0,10330.0,13567.0,1381.0,1225.0,91976.0,1779712.0,0.0516802718642117,49495.0,88340.0,0.5602784695494679,4875.0,128719.0,0.0378731966531747,0.0030290979454508,0.0,0.0,100723.0,924046.0,20.01305175303813,1.7040864658715182,1.959757893014891,2.62660789781416,16.605191018298644,1.6216183073180526,16173.0,0.838867247882273,0.08538922896185,0.075743523155877
sc_58_CKDL200165520-1a-D708-AK1681_HF2L3CCX2_L7,methylhic_new,513525.0,77028750.0,134324.0,481684.0,413046.0,53375311.0,0.8043347451438586,113653.0,96662.0,98788.0,83753.0,513525.0,77028750.0,74599.0,8382347.0,454848.0,53802501.0,0.8857368190448371,33344.0,30255.0,30620.0,27968.0,26557.0,2386.0,3459.0,50765.0,2269683.0,0.0223665595591983,61156.0,113096.0,0.5407441465657494,2826.0,164883.0,0.0171394261385345,0.0036264890013585,0.0,0.0,129408.0,513525.0,27.51582148235305,7.330800619107921,13.079285192647792,8.169385796545104,23.402236070558725,6.651672646686365,32402.0,0.8196099006234183,0.0736374297882846,0.106752669588297
sc_59_CKDL200165520-1a-D708-AK1682_HF2L3CCX2_L7,methylhic_new,35056.0,5258400.0,2949.0,49974.0,33766.0,4442597.0,0.9632017343678686,18475.0,15782.0,17419.0,14850.0,35056.0,5258400.0,2401.0,617593.0,33375.0,3974515.0,0.952048151528982,5729.0,5156.0,5553.0,5003.0,4641.0,533.0,546.0,6060.0,406084.0,0.0149230208528284,11381.0,21169.0,0.5376257735367754,308.0,29909.0,0.0102979036410445,0.0006580070866357,0.0,0.0,22972.0,35056.0,54.71480187170526,17.16554307116105,5.715832205683357,3.072089369872577,46.73932357993248,15.44868913857678,5720.0,0.8113636363636364,0.0931818181818181,0.0954545454545454
sc_7_CKDL200165520-1a-D701-AK1545_HF2L3CCX2_L7,methylhic_new,30898.0,4634700.0,7063.0,29579.0,25848.0,3346487.0,0.8365590005825619,5606.0,4792.0,5141.0,4384.0,30898.0,4634700.0,5024.0,419606.0,27245.0,3262074.0,0.8817722829956631,2074.0,1829.0,1974.0,1745.0,1589.0,132.0,181.0,11549.0,125494.0,0.0920283041420307,3584.0,6240.0,0.5743589743589743,667.0,8490.0,0.0785630153121319,0.0002055783625465,0.0,0.0,7115.0,30898.0,21.688331785824825,7.612405946045146,8.294684266856944,4.821600771456125,18.539151965335808,6.713158377683978,1902.0,0.8354363827549948,0.0694006309148265,0.0951629863301787
sc_17_CKDL200165520-1a-DY0088-AK1680_HF2L3CCX2_L7,methylhic_new,667790.0,100168500.0,253229.0,324066.0,468686.0,59478311.0,0.7018463888348133,50297.0,42819.0,41284.0,35040.0,667790.0,100168500.0,215061.0,5121300.0,498266.0,60439118.0,0.7461417511493134,18993.0,16990.0,17019.0,15342.0,13765.0,899.0,1923.0,21775.0,1039381.0,0.0209499692605502,29548.0,53294.0,0.5544338949975607,1178.0,77505.0,0.015199019418102,0.0015974676574991,0.0,0.0,58303.0,667790.0,10.73149187302373,3.8118193896432833,17.919557826510523,10.393302795766855,9.135967364077445,3.409825274050407,16587.0,0.8298667631277507,0.0541990715620666,0.1159341653101826
