,Dataset,R1InputReads,R1InputReadsBP,R1WithAdapters,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1UniqueMappedReadsMapQ30,R1DeduppedReads,R1DeduppedReadsMapQ30,R2InputReads,R2InputReadsBP,R2WithAdapters,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2UniqueMappedReadsMapQ30,R2DeduppedReads,R2DeduppedReadsMapQ30,CisShortContact,CisLongContact,TransContact,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYCov,LambdaCYFrac,FinalmCReads,CellInputReadPairs,R1MappingRate,R2MappingRate,R1DuplicationRate,R2DuplicationRate,R1MappingRateMapQ30,R2MappingRateMapQ30,TotalContacts,CisShortRatio,CisLongRatio,TransRatio
SRR7770877,MethylHiC,14838585,1494161675,8785136,6077289,7342077,567955506,0.4947963030167634,1103479,733552,902482,579396,14838585,1495874233,8512494,29689737,7424211,569023131,0.5003314669154775,998682,727108,698258,520171,361332,33947,25816,184689,20260565,0.0091156885308973,186165,1085089,0.1715665719586135,10324,1291811,0.0079918811652788,0.0351294692461821,0,0,1600740,14838585,15.0295209380125,13.451692038386302,18.21484595538293,30.082048139447792,9.991069284617964,9.79374104534475,421095,0.8580771559861788,0.0806160130136905,0.0613068310001306
SRR7770833,MethylHiC,78797615,7926846995,67846425,18897820,23121458,1430384045,0.2934283988163855,4251403,2562452,3438533,2068671,78797615,7940956931,67479100,30183090,23570428,1470554122,0.2991261601001502,3701339,2849352,2990734,2308488,1892580,94589,60609,5663624,89215976,0.0634821727444869,2558940,4132350,0.6192457076481905,367598,6070704,0.0605527793811063,0.1340252411280003,0,0,6429267,78797615,18.38726173755997,15.703316885039168,19.120041078204064,19.19859272549744,11.082571003956584,12.08867314585887,2047778,0.9242115112087346,0.0461910421930502,0.0295974465982152
SRR7770878,MethylHiC,45416709,4574089846,20338119,18408826,28177716,2278240933,0.6204261960064081,1802891,1190613,1379191,871972,45416709,4577603374,19968446,102556824,27876868,2220514210,0.6138020260340749,1978197,1425569,1103590,831165,586112,46609,38767,317102,31209932,0.0101602912816343,389924,1643526,0.2372484524126785,20657,1982638,0.0104189468778465,0.0531952149431092,0,0,2482781,45416709,6.398286504129717,7.096195311467558,23.50114344128402,44.21233072338093,4.2253708568856325,5.1138061851137655,671488,0.872855508959207,0.069411515916889,0.0577329751239039
SRR7770875,MethylHiC,17287964,1740927545,9078705,7403150,9826893,767005470,0.5684239624747021,1275377,845539,998298,633615,17287964,1742624202,8720550,39347584,9902016,765309072,0.572769355604859,1196990,870953,750650,568220,384618,37985,26813,221372,21951779,0.0100844674137799,240983,1195116,0.2016398408187991,13448,1417637,0.0094862083876196,0.0378063528954252,0,0,1748948,17287964,12.97843580875461,12.088346453893834,21.725262412604277,37.28853206793708,8.604337098205914,8.795713923306122,449416,0.8558173273759724,0.0845208003275361,0.0596618722964914
SRR7770869,MethylHiC,36845468,3714476119,14409079,22509366,24222452,1981906433,0.6574065499724416,1895487,1324559,1202718,760995,36845468,3718153724,14261302,85966487,24093946,1947072883,0.6539188483099196,2628205,1818002,918000,685916,479637,41236,44912,503080,26705889,0.0188377926681264,464216,1352319,0.3432740351943587,31926,1665545,0.0191685004007697,0.0462789495293234,0,0,2120718,36845468,7.825330812916875,10.908155102530737,36.5483382370863,65.07121780835209,5.468310970334465,7.54547221115213,565785,0.8477372146663485,0.072882808840814,0.0793799764928373
SRR7770827,MethylHiC,43156835,4343626148,36856645,8515377,11622272,760417583,0.269303159047692,3120121,1876464,2476129,1485136,43156835,4350424725,36734085,12615512,11856586,776531975,0.2747325191942366,2821688,2101144,2239202,1672263,1431896,80336,48161,3829071,66526865,0.0575567629708689,1716911,3067120,0.5597795325908344,248417,4445528,0.055880201406897,0.103426206491671,0,0,4715331,43156835,26.84605041079748,23.79848634337068,20.63996877044192,20.643175290818828,16.14541459707706,17.721323827955196,1560393,0.9176508738503696,0.0514844657724047,0.0308646603772254
SRR7770867,MethylHiC,18194948,1832343925,14084971,4774270,6368322,445341557,0.3500049574200486,563045,377020,456949,292002,18194948,1834486342,13815718,25157520,6410453,444858770,0.3523204902811483,585541,425659,371578,279223,179747,12832,26132,239050,10363067,0.0230674953659954,375804,518547,0.7247250490312354,11300,649728,0.0173918932230102,0.0183682879136162,0,0,828527,18194948,8.841339995056781,9.134159473597265,18.843254091591252,36.54107910462291,5.920240842093097,6.640076762125859,218711,0.8218470950249416,0.0586710316353544,0.1194818733397039
SRR7770838,MethylHiC,10581738,1064112028,9513347,1728922,3103021,176893869,0.2932430381474196,485410,290147,457948,271980,10581738,1066068036,9422011,4472447,3180205,183056147,0.3005371140355204,426886,326416,406220,310322,249436,11865,8553,113595,11671113,0.0097330048985045,324610,550460,0.5897067906841551,4393,785207,0.0055947030528255,0.0198611928675637,0,0,864168,10581738,15.643142601999791,13.423222716774546,5.657485424692532,4.841105119399558,9.350468462830255,10.263992415583273,269854,0.9243368636373744,0.0439682198522163,0.0316949165104093
SRR7770835,MethylHiC,68921042,6931582759,60760611,7546387,19550074,1176947280,0.2836590021375474,4232084,2548164,3465990,2084244,68921042,6945451875,60502058,19909201,19899021,1201481607,0.2887219987184755,3721860,2870440,3048195,2357882,1946256,107047,65683,5791653,91113341,0.0635653674471228,2444323,4405089,0.5548861782361264,368534,6271807,0.0587604178508681,0.1350338384653867,0,0,6514185,68921042,21.64740655201612,18.703734218884435,18.10205090447165,18.100224081507637,13.034037620522565,14.425031261588195,2118986,0.918484595934093,0.0505180307939741,0.0309973732719328
SRR7770856,MethylHiC,26114973,2630614976,15546119,9924112,13168212,1007277940,0.5042399239700535,838554,596318,545326,345526,26114973,2634664714,14665305,67106763,13257990,1002109195,0.5076777218954046,1127168,845279,392270,355016,186116,16980,25600,300255,10378524,0.0289304143826231,360014,523133,0.6881882809916408,17476,652753,0.026772760906499,0.0185892807136978,0,0,937596,26114973,6.368017161327597,8.501801555137694,34.96829065271885,65.1986216784011,4.528465975487029,6.375619532070849,228696,0.8138139713855949,0.0742470353657256,0.1119389932486794
SRR7770850,MethylHiC,22862241,2301138589,18473269,4890976,7642691,509887594,0.3342931692479315,646838,426931,535652,339177,22862241,2305103713,17297751,43215434,7960661,537937756,0.3482012546364112,578888,484629,378295,342726,186004,15922,18522,370575,10369977,0.0357353733764308,359619,532557,0.6752685628017283,21878,665218,0.0328884666380043,0.0181871076748695,0,0,913947,22862241,8.463484916503885,7.271858454970008,17.189157099613816,34.651435165351494,5.586134517279319,6.087798488090374,220448,0.8437545362171578,0.072225649586297,0.0840198141965452
SRR7770861,MethylHiC,18910175,1905221286,10740876,8345468,9952176,769463066,0.5262868270653233,558850,405947,333805,216758,18910175,1907666832,10580992,36141712,9893392,756947017,0.5231782360554569,880650,610204,279715,211962,128899,12536,19254,301282,7483003,0.0402621781656375,238216,372226,0.6399767882952829,17535,468665,0.0374147845475979,0.0133468401361857,0,0,613520,18910175,5.61535487314533,8.901396002503489,40.26930303301423,68.23766536081304,4.078977301044516,6.167793614161857,160689,0.8021644294257853,0.0780140519886239,0.1198215185855908
SRR7770836,MethylHiC,5338439,537113895,4282042,1333882,1865582,124011602,0.3494620805819828,530636,312920,501818,294052,5338439,537987894,4233481,3288820,1913117,127779552,0.3583663688954767,462501,352553,441272,336101,271587,13319,9414,106675,12887764,0.0082772310231627,330375,597175,0.5532297902624859,4354,863271,0.0050436073955918,0.0221360558102864,0,0,943090,5338439,28.44345625118596,24.175259537184605,5.430841480789095,4.590044129634318,16.77331792437963,18.42819858900423,294320,0.9227609404729546,0.0452534656156564,0.0319855939113889
SRR7770851,MethylHiC,18489918,1862709244,11033649,7765441,9235146,706780703,0.4994692783386059,565227,410455,343308,221590,18489918,1865217573,10865070,33217560,9202121,697701773,0.4976831698226028,853025,589206,281754,217232,130947,15312,16987,395179,7624631,0.0518292622947917,221200,375889,0.5884715966681653,24013,474304,0.0506278673593307,0.0136688530583494,0,0,625062,18489918,6.1203905168364425,9.269873760625403,39.26192485496978,66.9700184637027,4.444488479120958,6.402936888136986,163246,0.8021452286732906,0.0937970915060705,0.1040576798206388
SRR7770825,MethylHiC,124590656,12533123416,112929156,29602863,32559220,1858270565,0.2613295494647688,5243186,3168622,4182493,2524288,124590656,12554447051,112444852,36794325,33238203,1911224229,0.266779259914965,4705447,3603344,3770148,2896626,2435355,123723,74881,5211206,110800956,0.0470321393255848,3051932,5241860,0.5822231040126978,325104,7568527,0.042954725536422,0.1601474262408924,0,0,7952641,124590656,16.103536878340453,14.156743070616663,20.22993271648193,19.876942615653725,9.731873183694203,10.840971155991795,2633959,0.9245986744668389,0.0469722573510066,0.0284290681821546
SRR7770857,MethylHiC,24388888,2457729256,12834221,11377672,13811579,1076957801,0.5663062210954432,779122,569302,441190,283478,24388888,2460469897,12532678,53567833,13746987,1062485195,0.5636578018645213,1228380,848865,356673,275402,164869,19286,22801,234398,9661291,0.024261560903196,312383,468283,0.6670816578863635,13006,597859,0.021754293236365,0.0174342649308147,0,0,797863,24388888,5.641078402404244,8.935630767672945,43.37343830619594,70.96395252283496,4.121918283202811,6.174916729025786,206956,0.7966379327006706,0.0931888903921606,0.1101731769071686
SRR7770831,MethylHiC,69544318,6996039549,58328507,10120482,21808485,1404797619,0.3135911836823247,4513893,2705531,3634752,2174865,69544318,7008531332,58215880,17830693,22102319,1425503096,0.3178163167837809,4099750,3167946,3312916,2568169,2142043,122098,69626,4765578,96942904,0.0491586057706709,2603887,4565295,0.5703655514046737,296897,6540729,0.0453920350468579,0.1460382573788321,0,0,6947668,69544318,20.697875161892263,18.548958595702107,19.47633672309025,19.192243429477408,12.40586404786944,14.333093283107532,2333767,0.9178478399943096,0.0523179906134588,0.0298341693922315
SRR7770874,MethylHiC,15427243,1552795567,10097877,5219648,6917661,518467491,0.4484055252127681,1280972,822984,1069444,669679,15427243,1555022075,9803121,26072969,7026490,523488369,0.4554598640858901,1039012,764987,823010,611668,441783,36313,26773,171988,24265550,0.0070877437354603,195860,1303364,0.1502726790060182,9532,1546615,0.006163136915134,0.0416919062564524,0,0,1892454,15427243,18.517415062692432,14.787070073393686,16.51308537579276,20.789172791074595,11.89685357521856,10.887185493752929,504869,0.8750448136051134,0.0719255886180375,0.053029597776849
SRR7770854,MethylHiC,25205943,2539244829,15740106,11592177,12025743,907269881,0.4770995078422577,752051,537183,505353,326232,25205943,2542093096,14891257,58441664,12137068,910970023,0.4815161249868731,1053654,787342,359565,329480,166141,19103,21760,280848,9462009,0.0296816458322962,306639,467773,0.6555294982822865,15076,594148,0.0253741492018823,0.0169840724275617,0,0,864918,25205943,6.25367596829568,8.681289418498768,32.803360410397694,65.87447112619513,4.466942292047984,6.4870856783532895,207004,0.8025980174296149,0.0922832409035574,0.1051187416668276
SRR7770858,MethylHiC,32981658,3323424659,17683546,13895280,18450635,1433948591,0.5594210879271139,1108924,795592,684818,433646,32981658,3326105317,16482936,95796177,18478892,1421405033,0.5602778368510158,1589946,1172299,462751,424307,214314,23837,30851,312397,12731939,0.0245364826205969,409928,624422,0.6564919237310665,17156,799853,0.0214489412429533,0.0228335253942245,0,0,1147569,32981658,6.010221328425824,8.604119770817428,38.24482110586478,70.89517505625977,4.312003353814109,6.343989672108047,269002,0.7967003962795816,0.088612724068966,0.1146868796514524
SRR7770834,MethylHiC,6780066,681866421,6071619,959158,1840671,107855267,0.2714827554776015,341565,202986,326547,193086,6780066,683167104,6002318,2783651,1901560,112665024,0.2804633465219955,302506,230333,290853,221367,179760,8712,6354,81855,8459382,0.0096762387607037,219986,411802,0.5342033307269027,3235,576925,0.0056073146422845,0.0144540279685793,0,0,617400,6780066,18.556548128372757,15.908306863838112,4.396820517324662,3.8521549985785386,11.027826265530342,12.112844191085214,194826,0.9226694589017892,0.0447168242431708,0.0326137168550398
SRR7770849,MethylHiC,16051347,1615458324,13429009,3471082,4972039,321134675,0.3097583648275749,413883,274677,350751,224497,16051347,1618073002,13071521,17650585,5135166,334319153,0.3199211879227332,403662,297214,290808,219916,143972,13034,13430,162458,8014315,0.0202709776194222,275663,408230,0.6752639443450996,7903,505637,0.0156297897503545,0.0141487364466787,0,0,641559,16051347,8.324210650801412,7.860739068610441,15.253586158407083,27.95754864218083,5.52443373835161,5.787816791122234,170436,0.8447276397005328,0.0764744537539017,0.0787979065455655
SRR7770876,MethylHiC,17178494,1729227417,10874729,5998246,8183913,613338099,0.4764045672455338,1339381,872449,1045033,659398,17178494,1731493369,10607876,34375101,8202498,608351090,0.4774864432237191,1089673,813873,787169,597582,398694,45567,32762,181661,22858307,0.0079472639859111,243439,1193178,0.2040257195489692,10123,1440490,0.0070274698192976,0.0393833412553335,0,0,1832202,17178494,16.366021975062537,13.28464816449818,21.97642045093965,27.760988847112845,10.660536102961997,9.922257829261282,477023,0.8357961775428019,0.0955236959224188,0.0686801265347792
SRR7770828,MethylHiC,7593304,763562160,6862763,1822556,2112285,119467319,0.2781773257069649,311761,186546,296761,176451,7593304,765025146,6733102,3636375,2222448,129139198,0.2926852395215574,272145,206647,261154,198069,160762,8394,5557,72123,7618576,0.0094667297405709,191255,359945,0.5313450666073983,2730,510916,0.0053433441113607,0.0130709703545385,0,0,557915,7593304,14.759419301846105,12.245280879462648,4.81137794656804,4.038655863602125,8.831478706708612,9.29817030589692,174713,0.92014904443287,0.0480445072776496,0.0318064482894804
SRR7770837,MethylHiC,55400907,5574160753,43319267,10683539,20288866,1378474593,0.3662190223708792,6253394,3670334,4623932,2709973,55400907,5584050283,43251068,22493111,20554623,1398685374,0.3710160015972302,5859981,4529834,4390532,3410845,2838661,152676,89783,2438531,124965395,0.0195136501589099,3201889,5763614,0.555534947343802,137790,8508853,0.0161937219975477,0.1815815003549852,0,0,9014464,55400907,30.821801474759603,28.509309073681383,26.057241875371997,25.07600280615244,18.090385140303063,22.03803008208908,3081120,0.9213081606688476,0.0495521109207041,0.0291397284104481
SRR7770829,MethylHiC,75218980,7563964052,67210566,14756585,21617473,1250830764,0.2873938599007857,3772579,2275747,3077135,1851155,75218980,7579285704,66431302,21386578,22455598,1323975367,0.2985363268685643,3314477,2552327,2706044,2088138,1722672,99635,56527,4788213,80562109,0.0594350502914465,2082262,3768045,0.552610703959215,305402,5470828,0.0558237254031748,0.1225290400617689,0,0,5783179,75218980,17.45152636480684,14.760136870993149,18.43417990716696,18.35683276728123,10.527349797083128,11.366105681086738,1878834,0.9168835565036612,0.0530302304514395,0.0300862130448991
SRR7770823,MethylHiC,71065314,7147397196,63198600,13598225,20022189,1176678916,0.2817434817779036,3563023,2156552,2889083,1744885,71065314,7160777712,62861771,24088562,20425564,1208285719,0.2874195982585822,3064344,2364031,2468468,1907940,1555223,84950,52988,5686568,73981066,0.0768651806125637,2019835,3429260,0.5890002507829678,369689,4999441,0.0739460671703096,0.1134893812850255,0,0,5357551,71065314,17.795371924618234,15.002493933582445,18.91483720425044,19.445466958017764,10.7708103244855,11.573883590191194,1693161,0.9185322600744996,0.0501724289657037,0.0312953109597965
SRR7770860,MethylHiC,31550827,3178136182,19345504,11801864,15505499,1174271826,0.4914450895375896,1023115,717036,690304,435941,31550827,3182782388,18282180,82128548,15535760,1164694784,0.4924042086123448,1335707,1008332,486040,443021,232603,20629,31919,223670,13167223,0.0169868771873917,306600,690505,0.4440228528395884,11761,843673,0.0139402351384956,0.0232811593738344,0,0,1176344,31550827,6.598400993092837,8.597628954103307,32.5291878234607,63.61178012842637,4.62439809257348,6.490393775393029,285151,0.8157186893961444,0.0723441264452868,0.1119371841585686
SRR7770847,MethylHiC,17948490,1807490516,14047338,4384177,6032677,420445396,0.3361105586040943,510528,342800,414881,264958,17948490,1809594552,13669384,27813184,6137895,426366340,0.341972778768576,546747,398472,334736,256860,160129,16689,17320,219934,9271966,0.0237203199407763,282169,470115,0.6002127139104262,11071,583615,0.0189696974889267,0.0164912876645375,0,0,749617,17948490,8.462710667254354,8.907728138066878,18.734917575529654,38.77680170170116,5.682386111505721,6.491997663694149,194138,0.8248204885184766,0.0859646231031534,0.08921488837837
SRR7770840,MethylHiC,13076,1314981,11134,1665,4534,274559,0.3467421229733863,627,356,620,350,13076,1318090,10657,8485,4851,306045,0.3709850107066381,425,347,417,342,236,13,10,270,13079,0.0206437801055126,406,738,0.5501355013550135,16,838,0.0190930787589498,2.3861611013890102e-05,0,0,1037,13076,13.828848698720778,8.761080189651619,1.1164274322169043,1.8823529411764683,7.851786501985002,7.153164296021439,259,0.9111969111969112,0.0501930501930501,0.0386100386100386
SRR7770870,MethylHiC,41872959,4220763251,18959652,23322190,25391496,2051099908,0.6063936393890864,1971250,1364754,1278446,808967,41872959,4224869598,18600690,99354423,25279940,2016772042,0.6037294856568413,2663432,1854676,974475,738126,504676,47345,43771,687400,28229880,0.0243500857956179,467022,1449638,0.3221645679817996,43742,1777598,0.0246073634196258,0.0485697780697044,0,0,2252921,41872959,7.763425991127108,10.535752853843798,35.1454153455929,63.41280723517626,5.3748467597182925,7.336552222829643,595792,0.8470674329296131,0.0794656524424631,0.0734669146279238
SRR7770853,MethylHiC,18052236,1818795500,10838674,7725653,8936452,683158481,0.4950329698769726,515069,374157,315648,205279,18052236,1820991081,10653083,33648903,8902039,674547995,0.4931266686298584,805661,556571,255903,197222,117873,14204,15838,345971,6940577,0.0498475847181005,226827,337100,0.6728774844259864,20581,430364,0.0478223085574072,0.0124471842008939,0,0,571551,18052236,5.763685632732096,9.050297353224355,38.71733690049295,68.23688871622183,4.186862974254211,6.252174361401922,147915,0.7968968664435656,0.096028124260555,0.1070750092958793
SRR7770871,MethylHiC,37497709,3778943078,17428478,20311224,22551955,1809568032,0.601422209554189,1761099,1216310,1166912,736073,37497709,3783436103,17049596,78590402,22613755,1795938144,0.6030703102421537,2387571,1657928,885781,668465,465968,39326,39219,700612,25940310,0.0270086209455476,359067,1328711,0.2702370944471747,46126,1632759,0.0282503419059395,0.0447757877774308,0,0,2052693,37497709,7.809074645634935,10.558047524614995,33.73955694711087,62.900328409081865,5.393368335472467,7.331502441766085,544513,0.8557518369625702,0.0722223344529882,0.0720258285844415
SRR7770846,MethylHiC,19980493,2011358120,15574118,4761794,7387438,498156576,0.3697325186120282,611661,407178,504058,320352,19980493,2014020754,14645811,40424060,7562541,513130378,0.3784962162845531,563739,464194,340128,310065,160212,17116,19065,293984,9463525,0.0310649572965676,341604,462395,0.7387709642189038,17040,595627,0.0286085083449877,0.0169037771892104,0,0,844186,19980493,8.279744615115552,7.454359586281913,17.591934094212313,39.6656963594855,5.5117619938062425,6.1380692018727565,196393,0.8157724562484406,0.0871517823955028,0.0970757613560564
SRR7770844,MethylHiC,9014,907386,7112,1933,3000,206328,0.3328156201464389,411,237,393,221,9014,908828,6811,8849,3217,225259,0.3568892833370313,351,260,310,237,151,10,12,112,8968,0.0124888492417484,268,450,0.5955555555555555,2,602,0.0033222591362126,1.6773764493857925e-05,0,0,703,9014,13.7,10.91078644700031,4.379562043795615,11.680911680911676,7.9,8.082064034815046,173,0.8728323699421965,0.0578034682080924,0.0693641618497109
SRR7770864,MethylHiC,31699008,3193020721,22745524,8218749,11977870,889123056,0.3778626132401367,1206239,802659,973178,614777,31699008,3196902192,21564303,73213526,12145193,891170415,0.3831411064977175,1144096,924590,646883,582068,317699,35729,30241,686356,18668772,0.0367649248702592,578830,941877,0.6145494581564259,38659,1183630,0.0326613891165313,0.0324628899987304,0,0,1620061,31699008,10.07056346412175,9.420154953486536,19.321295365180536,43.4590279137415,6.701183098497479,7.612806153018729,383669,0.8280549119162611,0.093124542248657,0.0788205458350818
SRR7770880,MethylHiC,37228303,3749826917,22065219,17293976,19612533,1474627434,0.5268178084829706,1594235,1048969,1246298,786828,37228303,3754955412,21562303,66561501,19661477,1468295083,0.5281325071411394,1872138,1326475,956564,710695,514487,41114,34787,500312,28330872,0.0176596046884825,279731,1500091,0.186476020454759,31917,1810324,0.0176305456923733,0.0482197627342718,0,0,2202862,37228303,8.128654264087153,9.521858403618404,21.824699620821274,48.90526232574736,5.348462638660697,6.746568429218212,590388,0.8714387826310833,0.0696389493011375,0.0589222680677791
SRR7770852,MethylHiC,25219784,2540490794,15456569,9481997,12302990,934898512,0.4878309029133635,813149,576960,538327,341420,25219784,2544175154,14672050,60741332,12355415,929101526,0.4899096280919773,1093187,814232,378871,344455,176956,20162,23401,266753,10189136,0.0261801393170137,290355,511630,0.5675097238238571,14252,639948,0.0222705594829579,0.0182933814306581,0,0,917198,25219784,6.609360813915967,8.847837162895782,33.79724995050108,65.34252602711156,4.689591717135428,6.590082162355534,220519,0.8024523963921476,0.0914297634217459,0.1061178401861064
SRR7770868,MethylHiC,25524422,2570532095,19290424,6263491,9355332,663788613,0.3665247346247449,868844,575882,700493,443562,25524422,2573832586,18167638,52871050,9558702,676319290,0.3744923979081681,771331,636797,472498,424499,230610,15853,34182,458545,13404272,0.0342088701273743,487802,672869,0.7249583499908601,25753,849952,0.0302993580813975,0.0235200742896542,0,0,1172991,25524422,9.287153037433626,8.069411516333494,19.37643581586568,38.74251132133934,6.155655405922526,6.661961006839631,280645,0.821714265353026,0.05648773361364,0.1217980010333339
SRR7770822,MethylHiC,6897513,693708425,6215168,1622243,1876227,107399447,0.2720150001891986,277636,166049,264449,157093,6897513,694914081,6129519,3565806,1947187,113291374,0.2823027662289292,240325,183311,230598,175680,140153,6869,5014,63955,6641007,0.0096303166071049,174737,311090,0.5616927577228454,2508,441881,0.0056757362276268,0.0115063831627562,0,0,495047,6897513,14.797569803653824,12.342163336135666,4.749744269475142,4.047435764069485,8.850155125152767,9.41414460963431,152036,0.9218408797916284,0.0451800889263069,0.0329790312820647
SRR7770859,MethylHiC,23049909,2322037118,13702546,10098453,11636024,888212024,0.5048186524293871,695004,499809,426404,273614,23049909,2325182921,13480954,47539165,11536367,871085304,0.5004951212605655,1034234,720823,360986,278263,170932,15670,23611,161331,9616361,0.0167767204247011,224912,495766,0.4536656406449817,8519,609332,0.0139808839844288,0.0170985054825939,0,0,787390,23049909,5.972864957995962,8.96498871785199,38.6472595841175,65.09629348870757,4.295358964539778,6.248266893728329,210213,0.8131371513655198,0.0745434392734987,0.1123194093609814
SRR7770855,MethylHiC,19366569,1950945706,11243743,8480972,9975213,767199999,0.5150738367751149,608691,442741,370757,240737,19366569,1953729129,11038808,34820472,9983556,760602125,0.5155046306860033,890274,618212,303327,232592,143612,14055,19396,642739,8270966,0.0777102698765779,290008,408726,0.7095413553334018,40744,518330,0.0786062932880597,0.0146922885146053,0,0,674084,19366569,6.1020351144381575,8.917403778773815,39.08945589798436,65.92880394125854,4.438411490561655,6.192302622432328,177063,0.8110785426656049,0.0793785262872536,0.1095429310471414
SRR7770865,MethylHiC,18767473,1890126386,14624743,4791271,6281375,441668709,0.3346947668447425,636573,421947,533215,339239,18767473,1892176716,14201010,29023447,6423856,451253639,0.3422866786594018,626346,460969,426281,325076,208753,20569,22209,300452,11998207,0.025041408270419,366752,594759,0.6166396809464001,17309,745853,0.0232069858269659,0.0213144057345257,0,0,959496,18767473,10.13429384489861,9.750311962161044,16.236629577440453,31.94161054752485,6.717430498895545,7.175892485759332,251531,0.8299295116705296,0.0817752086223964,0.0882952797070738
SRR7770845,MethylHiC,13984850,1407702343,11305779,3397447,4836179,316618835,0.3458155790015624,384339,257541,320024,205606,13984850,1409810236,11045660,18931746,4904291,320813768,0.3506859923417126,396145,289420,261698,198802,122797,14295,13962,150938,7160637,0.0210788509458027,257705,348000,0.7405316091954023,7845,443479,0.0176896763995589,0.0128976377929343,0,0,581722,13984850,7.94716241892618,8.077518238620017,16.733924998503923,33.93883552739527,5.325299166966317,5.901362704619281,151054,0.8129344472837529,0.0946350311809021,0.0924305215353449
SRR7770843,MethylHiC,7944,799120,6778,1283,2685,162190,0.3379909365558912,273,167,270,166,7944,800761,6470,6455,2883,181690,0.3629154078549849,199,153,192,148,105,7,5,63,5637,0.0111761575306013,204,303,0.6732673267326733,0,331,0.0,1.074125862637445e-05,0,0,462,7944,10.167597765363128,6.902532084634062,1.098901098901095,3.5175879396984966,6.219739292364991,5.30697190426639,117,0.8974358974358975,0.0598290598290598,0.0427350427350427
SRR7770872,MethylHiC,14322731,1441526765,8682414,4674328,7155486,544131344,0.4995894986787086,1018769,656894,850704,536395,14322731,1443143465,8446131,25377415,7199750,541913105,0.5026799707402171,862230,626864,674957,495749,352143,34193,22560,249419,19520524,0.0127772697085385,264606,1050208,0.2519558030409214,15494,1243627,0.0124587195356807,0.0337828487145951,0,0,1525661,14322731,14.237593365426193,11.975832494183829,16.496870242420016,21.71961077670691,9.180284889104668,8.706746762040348,408896,0.8612043160118954,0.0836227304742526,0.0551729535138519
SRR7770842,MethylHiC,18125,1823019,15885,2257,5879,342426,0.3243586206896551,559,337,547,326,18125,1827109,15255,11801,6270,382279,0.3459310344827586,392,320,352,300,200,3,8,218,11491,0.0189713688973979,374,653,0.5727411944869831,17,790,0.0215189873417721,2.085597739969171e-05,0,0,899,18125,9.508419799285592,6.251993620414672,2.146690518783545,10.20408163265306,5.732267392413676,5.103668261562999,211,0.9478672985781992,0.0142180094786729,0.0379146919431279
SRR7770866,MethylHiC,27209761,2740702118,19990839,6394063,10152636,738205767,0.3731247768034419,1011815,670442,826575,522553,27209761,2743866386,18660515,64836337,10467892,758479442,0.3847109131168039,916933,749631,536960,485523,262680,24953,30382,702314,15702108,0.0447273703632658,483803,783203,0.6177236297613773,43190,989364,0.0436543072115015,0.0273862891374261,0,0,1363535,27209761,9.966032466839154,8.759480896440277,18.30769458843761,41.439559924225655,6.60362491081134,7.161241250865026,318015,0.8259987736427526,0.0784648522868418,0.0955363740704054
SRR7770830,MethylHiC,6912394,695349758,5913271,1313907,2065523,129849384,0.2988144194326886,374525,223622,356782,211933,6912394,696520773,5865932,3405044,2108354,132873959,0.3050106808147799,329526,251052,315976,240657,198047,9878,6812,97194,9219846,0.0105418246682211,242719,437699,0.5545340519398034,3945,615361,0.0064108710171752,0.0159324694093088,0,0,672758,6912394,18.13221155126329,15.629538493061412,4.737467458781119,4.111966885769258,10.82641055074187,11.907488021461292,214737,0.9222770179335652,0.0460004563722134,0.0317225256942213
SRR7770841,MethylHiC,14701,1479310,11939,2768,5237,337918,0.3562342697775661,628,404,603,387,14701,1482105,11428,12887,5576,370173,0.3792939255832936,478,367,419,334,220,16,15,160,12556,0.012742911755336,366,665,0.5503759398496241,3,827,0.0036275695284159,2.3377150332654176e-05,0,0,1022,14701,11.991598243269047,8.57245337159254,3.980891719745228,12.343096234309623,7.714340271147603,6.581779053084648,251,0.8764940239043825,0.0637450199203187,0.0597609561752988
SRR7770839,MethylHiC,103179309,10376258898,91728518,13315079,31089374,1809558245,0.3013140357433485,5534758,3303805,4284220,2553359,103179309,10396324963,91356042,29250808,31607712,1847493590,0.3063376979971827,5061228,3920262,3926265,3051602,2504475,133158,81829,4129381,112753325,0.0366231417122288,3168523,5284510,0.5995869058815292,249957,7691821,0.032496466051407,0.1650435338235694,0,0,8210485,103179309,17.802732213263607,16.01263640974709,22.59426699414861,22.424656624834927,10.626798082200049,12.402865477893496,2719462,0.920945025155711,0.0489648320145675,0.0300901428297214
