,Dataset,R1InputReads,R1InputReadsBP,R1WithAdapters,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1UniqueMappedReadsMapQ30,R1DeduppedReads,R1DeduppedReadsMapQ30,R2InputReads,R2InputReadsBP,R2WithAdapters,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2UniqueMappedReadsMapQ30,R2DeduppedReads,R2DeduppedReadsMapQ30,CisShortContact,CisLongContact,TransContact,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYCov,LambdaCYFrac,FinalmCReads,CellInputReadPairs,R1MappingRate,R2MappingRate,R1DuplicationRate,R2DuplicationRate,R1MappingRateMapQ30,R2MappingRateMapQ30,TotalContacts,CisShortRatio,CisLongRatio,TransRatio
SRR21549291,snm3C-seq,1302190,184562928,1906,323606,1278485,157899575,0.9817960512674802,970794,873179,785266,709305,1302190,192472422,17268,331778,1279669,165637456,0.9827052887827428,887985,777049,719659,632698,638342,6727,9294,1084206,32997961,0.0328567574220722,1040905,1353437,0.7690827131222214,17653,2255733,0.0078258375437163,0.0572726524507994,0,0,1504925,1302190,75.93315525798113,69.391772403645,19.110954538243952,18.9559508325028,68.29794639749392,60.72265562422783,654363,0.9755166474877094,0.0102802267243105,0.01420312578798
SRR21549301,snm3C-seq,1867607,266518824,1874,461152,1845054,228436352,0.98792411893937,1406840,1266751,972390,877956,1867607,277779638,24812,472219,1846059,239497982,0.9884622407176672,1293557,1130264,889053,782084,815241,12237,12666,989485,40733551,0.0242916459701733,1284321,1706076,0.7527923726727297,17100,2822692,0.0060580467156884,0.0687166998416528,0,0,1861443,1867607,76.24925882928088,70.07127074486786,30.8812658155867,31.27067458179269,68.65658132499102,61.22577880771958,840144,0.9703586528023768,0.0145653602239616,0.0150759869736616
SRR21549302,snm3C-seq,2148329,298850408,2678,554655,2058338,254412267,0.9581111645376476,1561411,1406193,1085190,979855,2148329,311865969,28565,554556,2060548,266823551,0.9591398710346508,1422518,1240180,983655,863440,903904,11564,13841,1369302,45240674,0.0302670557030162,1464417,1863303,0.7859253164944188,22444,3109474,0.0072179410408319,0.0764939668675926,0,0,2068845,2148329,75.85785230608384,69.03590695290768,30.499400862425077,30.851138614766217,68.31691393736111,60.18690173681952,929309,0.9726624836303104,0.012443654371151,0.0148938619985387
SRR21549384,snm3C-seq,934891,127665127,1393,257035,875159,108115476,0.9361080596561524,675333,610624,538563,488120,934891,133329427,12226,256889,876141,113385255,0.9371584494876944,612051,535051,487141,427734,433038,5215,5666,728149,22482963,0.0323867009877657,688515,943480,0.7297610972145674,12159,1550217,0.0078434180505051,0.0391099358881871,0,0,1025704,934891,77.16689195906116,69.85759141508045,20.2522311215356,20.408430016452872,69.77292126345041,61.06905167090685,443919,0.9754887716002244,0.0117476386457889,0.0127635897539866
SRR21549336,snm3C-seq,1423976,201345985,1798,400775,1391533,172103358,0.97721661039231,1025880,906920,807526,718002,1423976,209892643,20218,360977,1392072,180407739,0.9775951280077754,940288,813130,738639,643134,652627,7797,10461,1000931,33345274,0.0300171772467666,1075793,1355835,0.7934542182492708,16670,2244530,0.0074269446164675,0.0584793850522254,0,0,1546165,1423976,73.72300908422581,67.54593153227707,21.284555698522244,21.445450755513207,65.17416403347963,58.41149021027648,670885,0.9727852016366442,0.0116219620352221,0.0155928363281337
SRR21549356,snm3C-seq,1095146,153814053,1028,324646,1060176,131234162,0.9680681845160372,789383,712165,604938,548295,1095146,160361159,15334,295232,1060412,137518697,0.9682836808973416,721431,633387,550030,485776,493294,7069,7811,346339,25209284,0.0137385496549604,773709,1059195,0.7304688938297481,8987,1713745,0.0052440707339773,0.0438515554410648,0,0,1154968,1095146,74.45773154646021,68.03308525365613,23.365717275391027,23.758474476422556,67.17422390244639,59.73027464796702,508174,0.9707186908421132,0.0139105896799127,0.015370719477974
SRR21549328,snm3C-seq,1563522,224271411,1698,408384,1555556,192483572,0.9949050924771126,1165594,1041558,883359,792683,1563522,233718662,20907,428296,1556289,201817154,0.995373905835671,1066921,926818,809455,707267,722590,9173,11512,1046551,36911288,0.0283531422691074,1212099,1518848,0.7980383817208831,18208,2516113,0.0072365589303819,0.0635113302101162,0,0,1692814,1563522,74.9310214482796,68.55545467454952,24.21383431966877,24.131683601691226,66.95728086934832,59.55307786664302,743275,0.972170461807541,0.0123413272341999,0.015488210958259
SRR21549345,snm3C-seq,1544544,218542245,1576,419351,1508574,186815262,0.976711573124495,1127282,1022867,842262,768321,1544544,227870186,20521,400713,1509590,195907419,0.9773693724490852,1036663,915499,772540,686780,700099,9641,10892,678559,35445530,0.0191437114919709,1103134,1472940,0.7489334256656754,15194,2417505,0.0062849921716811,0.0609309157552558,0,0,1614802,1544544,74.72500520358962,68.6718248001113,25.283824278219647,25.47819300968589,67.80356813785734,60.6455395173524,720632,0.9715069550061612,0.0133785343975843,0.0151145105962544
SRR21549318,snm3C-seq,1896111,268127139,1814,532706,1852445,229187567,0.9769707575136688,1406994,1256011,898279,802391,1896111,279559972,25396,525987,1853369,240288500,0.977458070756406,1289782,1119226,815730,713726,764045,10457,11284,421699,37203686,0.011334871496335,1087986,1520617,0.7154898307726403,13368,2544837,0.0052529886982938,0.0625260946433583,0,0,1714009,1896111,75.95334814258993,69.59121470144369,36.15615986990704,36.75442826772276,67.80287673858064,60.38872992911827,785786,0.9723321616826972,0.0133076944613418,0.0143601438559607
SRR21549342,snm3C-seq,1817861,259273195,1716,470337,1793252,222166519,0.9864626613365928,1333128,1193714,947837,852399,1817861,270242241,25497,455160,1794049,232931056,0.9869010886971006,1229564,1073614,869301,763956,791088,10731,13033,663522,39729482,0.0167009980145223,1202657,1621621,0.7416387676281943,15462,2690095,0.0057477524027961,0.0682014424013743,0,0,1817138,1817861,74.34136418082902,68.53569774292674,28.90127579647266,29.30006083457225,66.5669967188103,59.843070061074144,814852,0.9708364218287492,0.013169262639105,0.0159943155321457
SRR21549374,snm3C-seq,1904813,270256650,2298,506699,1869017,231251863,0.9812076041060198,1417740,1280780,1028045,932409,1904813,281784959,25024,500035,1870129,242526768,0.9817913884460048,1297737,1136158,936946,825491,856594,11170,12990,1469303,43042985,0.0341357134037056,1393906,1761402,0.7913616539552016,25252,2951222,0.0085564555970374,0.0736100343171953,0,0,1964991,1904813,75.85484776221939,69.3929135369806,27.487056865151583,27.801549928837662,68.5269315367383,60.75292132253978,880754,0.9725689579610196,0.0126823153797768,0.0147487266592033
SRR21549376,snm3C-seq,1561324,219487082,1652,413203,1515597,187377852,0.9707126771893598,1154259,1037655,841354,758020,1561324,228946239,20610,411142,1516795,196515128,0.9714799746881492,1052447,918304,764053,670784,691758,8268,10320,701101,34978323,0.0200438711712965,1085037,1441297,0.7528198560046958,14381,2399499,0.005993334441898,0.059787194900349,0,0,1605407,1561324,76.15870181849132,69.38623874683131,27.108733828369548,27.402234981904076,68.46509989132996,60.542393665590936,710346,0.9738324703735926,0.0116393982650708,0.0145281313613365
SRR21549389,snm3C-seq,1978854,282163544,1963,553350,1952821,241713644,0.986844405903619,1494613,1352526,1046682,949881,1978854,294117993,26620,540770,1953883,253466473,0.9873810801605374,1369564,1203850,952731,843453,881765,11728,12755,947005,43718692,0.0216613296664959,1367374,1809211,0.7557847039400047,19409,2989471,0.0064924530125898,0.0743090535894198,0,0,1999413,1978854,76.53609829062674,70.09447341524545,29.96969784151483,30.435452450560906,69.26011139781885,61.613208160365794,906248,0.9729842162410288,0.0129412699393543,0.0140745138196167
SRR21549314,snm3C-seq,2785771,393703515,2408,789049,2719634,336469178,0.9762589961630012,2053385,1854900,1305529,1182300,2785771,410517376,36998,810454,2720956,352767322,0.9767335506041236,1862750,1629056,1171916,1034939,1121417,11304,18649,659336,54205315,0.0121636780452249,1654287,2233110,0.7407996023482946,19136,3719159,0.0051452492351093,0.089997299155504,0,0,2477445,2785771,75.50225508285307,68.45939441872636,36.42064201306623,37.08678029794659,68.20403039526643,59.870721908035264,1151370,0.9739849049393332,0.0098178691471898,0.0161972259134769
SRR21549297,snm3C-seq,2071902,294486788,2093,537983,2035807,252109641,0.982578809229394,1581035,1446481,1100710,1009668,2071902,306980630,27838,550399,2036905,264295735,0.9831087570744176,1432966,1266868,990762,882640,923187,14470,13073,1090382,45756233,0.0238302396965239,1453344,1916784,0.7582200185310395,20794,3148295,0.0066048448445904,0.0776218839779183,0,0,2091472,2071902,77.66134019580441,70.3501636060592,30.380415360823765,30.859350466096192,71.05197103654717,62.1957332325268,950730,0.9710296298633682,0.015219883668339,0.0137504864682927
SRR21549332,snm3C-seq,1770172,247867886,2316,527859,1707382,211268266,0.964528870640819,1268763,1135980,1000532,901057,1770172,258570450,23520,483118,1708624,221591927,0.9652304973753962,1153639,1003239,905770,793272,812387,10019,12479,1438612,41237756,0.0348857973746195,1295081,1692693,0.7651009367912551,22939,2806031,0.0081748918668396,0.0719722653664221,0,0,1906302,1770172,74.31043550886679,67.51859976214779,21.141142987303382,21.48583742401219,66.5334412568482,58.71619502008634,834885,0.9730525761032957,0.012000455152506,0.0149469687441983
SRR21549368,snm3C-seq,1751466,246221009,1764,450655,1698650,210199682,0.9698446901053176,1308284,1181012,960782,869762,1751466,256803903,23657,481969,1699953,220375522,0.9705886383178436,1190780,1042616,871202,767114,789671,10563,11689,821890,39907964,0.0205946361984289,1211951,1661928,0.7292439865024237,16204,2730597,0.0059342334295394,0.0683166297942775,0,0,1831984,1751466,77.01904453536632,70.04781896911267,26.56166398121509,26.837703018189764,69.5265063432726,61.33204859193165,811923,0.9725934602172868,0.0130098543827431,0.0143966853999701
SRR21549323,snm3C-seq,1914979,274579885,2117,496273,1900186,235608193,0.9922751111108792,1449988,1296434,1070667,960045,1914979,286100393,26532,470528,1900712,246990722,0.9925497877522416,1344476,1171664,986264,864234,889542,10789,12508,1219126,45136830,0.0270095618145979,1473980,1841927,0.8002380116041515,21425,3066250,0.0069873624133713,0.0773088875904138,0,0,2056931,1914979,76.3076877737232,70.73538758107489,26.160285464431432,26.6432424230704,68.22668938724946,61.64342625289891,912839,0.9744785224995864,0.0118191707409521,0.0137023067594614
SRR21549304,snm3C-seq,2346939,332890010,2780,589669,2301364,284853507,0.9805810888139828,1742629,1557648,1204389,1079960,2346939,347056530,32306,595178,2302565,298660173,0.9810928191998172,1607389,1398222,1104534,967205,1008273,14091,15833,1281591,50331543,0.0254629785540252,1548526,2046852,0.7565402872313192,23604,3425359,0.0068909565391539,0.0853185785646484,0,0,2308923,2346939,75.721572076386,69.80862646657098,30.88666606604159,31.28396424263199,67.68368671796378,60.72453980669385,1038197,0.9711769538921804,0.0135725685972893,0.0152504775105302
SRR21549350,snm3C-seq,1623750,230478303,1747,427171,1592998,197233012,0.9810611239414936,1208492,1087982,908446,821400,1623750,240261466,22294,414071,1593961,206794984,0.981654195535027,1122302,986511,840527,742849,753585,10245,11163,842572,38348409,0.0219714982178269,1213833,1579887,0.768303682478557,16893,2601423,0.0064937536110044,0.0660873995323663,0,0,1748973,1623750,75.86274433489558,70.40962733718077,24.828132912754075,25.10687854071364,68.2977630857038,61.89053559026853,774993,0.9723765246911908,0.0132194742404124,0.0144040010683967
SRR21549299,snm3C-seq,2064812,292412248,2143,530790,2019951,250056893,0.9782735667944588,1481083,1337262,1011527,918283,2064812,304894533,27540,531396,2021317,262211639,0.9789351282344348,1359437,1193232,922907,816635,853864,12456,14956,834850,42257196,0.0197563984131838,1307763,1741930,0.7507551968219159,17376,2882099,0.0060289393251238,0.0717525355329993,0,0,1934434,2064812,73.322719214476,67.25501244980376,31.70355746436898,32.11108716328892,66.2026950158692,59.03240313122583,881276,0.9688951021019522,0.0141340510804787,0.016970846817569
SRR21549357,snm3C-seq,1746511,247628432,1642,509539,1709818,211787541,0.9789906848568374,1322202,1208120,949649,869988,1746511,258097142,24105,494687,1710495,221951203,0.979378314823096,1201947,1063584,857636,764623,794090,11241,11268,668926,39604178,0.0168902886963087,1226150,1669576,0.7344080173648878,15463,2718005,0.0056890991738425,0.0677802355139066,0,0,1807285,1746511,77.32998482879464,70.26895723167856,28.17670824881523,28.64610502792553,70.65781270287246,62.17989529346768,816599,0.9724356752824824,0.013765630376721,0.0137986943407964
SRR21549312,snm3C-seq,3611736,514327508,3702,964740,3559672,440528267,0.985584771422939,2675855,2371597,1612267,1431028,3611736,536090264,49208,907063,3561544,461913000,0.9861030817313337,2476678,2143862,1470310,1283295,1389111,17831,23185,1404748,66963663,0.0209777652097675,2105679,2693736,0.7816946426821336,28188,4567945,0.0061708273632891,0.1099035450355055,0,0,3082577,3611736,75.17139219568546,69.5394469364972,39.74759469403237,40.63378444836188,66.62403165235449,60.19473576628563,1430127,0.9713200296197472,0.012468123460364,0.0162118469198889
SRR21549327,snm3C-seq,875005,125023293,680,236016,866190,107179477,0.9899257718527322,692558,624854,537545,484802,875005,130306286,11667,247101,866654,112374116,0.9904560545368312,633693,553813,490492,430395,440170,5119,4734,243659,22379813,0.0108874457530096,662278,920765,0.7192693032424126,7190,1524270,0.0047170120779127,0.0386388244239841,0,0,1028037,875005,79.95451344393263,73.11949174641784,22.382674086502508,22.59785100987387,72.13821447950218,63.90243395865016,450023,0.9781055634934216,0.0113749741679869,0.0105194623385915
SRR21549331,snm3C-seq,1698506,240502661,1657,510478,1660701,205576898,0.977742204031072,1237122,1106399,971887,874293,1698506,250762362,22864,470056,1661918,215603552,0.9784587160716536,1127671,983354,882901,775806,790002,10262,12462,572495,39928845,0.0143378802968129,1218463,1642511,0.7418294306704796,14396,2699753,0.0053323396621839,0.0696278572323769,0,0,1854788,1698506,74.49396369364504,67.8535884441952,21.43968016088955,21.70579894313146,66.62240824808319,59.16982667014858,812726,0.972039777243499,0.0126266416972017,0.0153335810592991
SRR21549305,snm3C-seq,3445914,491682145,3353,972567,3401548,421280857,0.9871250414258742,2609485,2378985,1581710,1443613,3445914,512428519,46054,922442,3403226,441682767,0.9876119949598278,2373372,2095409,1415088,1262193,1371590,21415,20481,1632456,65387949,0.0249657012487117,2148920,2725444,0.7884660260860249,28215,4514394,0.0062500083067627,0.1074851154838586,0,0,2996798,3445914,76.71463110325064,69.73888892480252,39.38612408195487,40.37647701245317,69.93830456015908,61.57125621395699,1413486,0.9703598054738428,0.015150486103152,0.0144897084230052
SRR21549333,snm3C-seq,138216,19567414,149,45032,135589,16728047,0.980993517393066,99374,88861,79292,71154,138216,20364654,2196,36702,135371,17489836,0.979416275973838,90196,78333,71943,62801,62332,1033,1102,95659,3183815,0.0300454015073111,106271,133823,0.7941161085911989,1616,214105,0.0075476985591181,0.0056553658604697,0,0,151235,138216,73.29060617011704,66.62874618640625,20.208505242820053,20.237039336555934,65.53702733997596,57.86542169297708,64467,0.9668822808568726,0.0160237020491103,0.017094017094017
SRR21549319,snm3C-seq,136693,19669227,167,38516,136190,16890000,0.9963202212256664,106578,97697,80038,73508,136693,20490836,1790,34409,136234,17708079,0.9966421104226258,96923,85938,72234,64270,64488,1263,919,124926,3247444,0.0384690236382829,110461,139265,0.7931712921408824,1987,223057,0.0089080369591629,0.0057169494916021,0,0,152272,136693,78.25684705191277,71.14450137263826,24.90194974572614,25.472797994284125,71.73581026507085,63.08116916481935,66670,0.967271636418179,0.0189440527973601,0.0137843107844607
SRR21549358,snm3C-seq,2177983,308811980,1953,615834,2130942,264117152,0.9784015761371876,1626093,1469047,1152435,1046244,2177983,321954745,29861,622951,2132049,276891626,0.9789098445671982,1504074,1327532,1059646,942627,971404,15038,14776,739303,48292260,0.0153089335640949,1484810,2009608,0.7388555379954698,18249,3289685,0.0055473396389015,0.082339365085107,0,0,2212081,2177983,76.30864659854656,70.54593961020595,29.128592276087527,29.54828020429846,68.93885427196047,62.265548305878525,1001218,0.9702222692760218,0.0150197059980943,0.0147580247258838
SRR21549378,snm3C-seq,1639800,233619554,1761,420218,1617524,200146748,0.986415416514209,1201856,1074002,867583,778244,1639800,243527298,21804,423814,1618416,209870362,0.9869593852908892,1110555,969353,799071,701748,720175,9330,11217,635206,36286756,0.0175051746152232,1095100,1488780,0.7355687206974838,15080,2472364,0.006099425489127,0.0621237875813937,0,0,1666654,1639800,74.30220509865696,68.61987276448083,27.813065791575696,28.04759782271027,66.39790197857961,59.89516910361736,740722,0.9722608481994596,0.0125958186742124,0.015143333126328
SRR21549322,snm3C-seq,2286548,328936632,2174,579537,2278283,282510004,0.9963853809323048,1739459,1558227,1273288,1145321,2286548,342691043,31488,570228,2278788,296136712,0.9966062378747352,1606268,1400517,1169531,1026224,1056599,13468,16372,1118273,53510958,0.0208980186824537,1674377,2198874,0.7614701888330118,21383,3650335,0.0058578185289843,0.0905867922306922,0,0,2442819,2286548,76.34955797853033,70.48782071873293,26.79976935357488,27.189547447872958,68.39479555437143,61.45885444367796,1086439,0.9725341229466172,0.0123964622035843,0.0150694148497982
SRR21549298,snm3C-seq,2634981,373896113,2483,739994,2581952,319861909,0.9798749972011184,1976746,1787747,1364112,1239507,2634981,389767252,35785,713403,2583240,335340546,0.9803638052798104,1824932,1609371,1251010,1111869,1152127,20190,17946,1026428,56983281,0.018012792208297,1739991,2350710,0.7401980678178083,22290,3883341,0.0057399028310931,0.0963086423551719,0,0,2615122,2634981,76.56013744639715,70.64508137068178,30.992044501417997,31.448952618508528,69.24013304662519,62.30048311422864,1190263,0.96796002228079,0.0169626376691537,0.0150773400500561
SRR21549371,snm3C-seq,1461675,208540828,1287,388142,1443268,178708817,0.9874069133015204,1126140,1029831,821143,753215,1461675,217361192,19367,398971,1443933,187353412,0.9878618707989122,1021891,905529,741923,662266,682415,9489,9395,595063,34169557,0.0174150048243235,1053996,1431730,0.7361695291710029,14003,2346856,0.0059667060953036,0.0586357102243058,0,0,1563066,1461675,78.02708852409947,70.77135850486137,27.08339993251283,27.397051153205187,71.35410748384915,62.71267434153801,701299,0.9730728262837962,0.0135306053480755,0.0133965683681282
SRR21549385,snm3C-seq,1351631,193516452,1307,359966,1340417,165984213,0.9917033569073216,1018907,912859,801148,721061,1351631,201672145,17976,373749,1341129,174020308,0.9922301278973328,933680,814138,734275,643053,648140,9070,10313,570415,33523752,0.0170152493670756,1022819,1374720,0.7440198731378026,13630,2289055,0.0059544222397452,0.0582607285024434,0,0,1535423,1351631,76.01418066168961,69.61895537267482,21.371822943605256,21.356888869848344,68.10261284361509,60.70542058221096,667523,0.9709627982856022,0.0135875467961403,0.0154496549182574
SRR21549329,snm3C-seq,445571,63231180,486,128199,436917,54094512,0.9805777305973684,331376,299634,264030,239574,445571,65925077,5799,128630,437156,56718426,0.9811141209818413,295250,258795,234688,207066,208776,3126,3139,228512,10592098,0.0215738185201836,339149,449557,0.7544071163389737,4770,725013,0.0065791923731022,0.0187239659096494,0,0,498718,445571,75.84415346621898,67.53881909432789,20.323137463183816,20.512108382726502,68.57915805519126,59.19969072825262,215041,0.9708660208983404,0.0145367627568696,0.01459721634479
SRR21549359,snm3C-seq,2208176,313632925,2312,603366,2166230,268374006,0.9810042315467608,1658288,1501972,1181670,1074354,2208176,326977881,29827,609723,2167509,281395725,0.9815834426241388,1524082,1342000,1080317,958264,994573,13504,14799,1037592,49498896,0.0209619220598374,1562620,2041835,0.7653017996067263,21100,3368399,0.0062641035103026,0.0844059443561409,0,0,2261987,2208176,76.55179736223762,70.31490988042034,28.741569618787565,29.116871664385517,69.3357584374697,61.91439112824907,1022876,0.9723299793914414,0.013201991248206,0.0144680293603525
SRR21549364,snm3C-seq,1883081,268219606,2175,511654,1853671,229715447,0.984381978257972,1412679,1276892,1029161,935262,1883081,279568705,25875,512980,1854548,240818862,0.9848477043738426,1307438,1153046,949844,843626,860112,14865,12886,1197563,43155590,0.0277498928875726,1351701,1798241,0.7516795579680365,20501,2930768,0.0069950948010896,0.0744139570868038,0,0,1979005,1883081,76.2098020630414,70.49901107978872,27.148276430809823,27.35074244438359,68.88450000026974,62.17396368279494,887863,0.9687440517287014,0.0167424478776568,0.0145135003936418
SRR21549388,snm3C-seq,2212792,315648197,2808,616792,2183068,270428890,0.986567196555302,1673514,1510575,1168040,1058844,2212792,328996532,29899,593859,2184068,283549775,0.9870191143135008,1547663,1361531,1073245,951532,989458,15448,14553,1742388,49039600,0.0355302245532182,1625247,2015263,0.8064689323428257,27939,3330359,0.0083891856703736,0.083666721804859,0,0,2241285,2212792,76.65881227703397,70.8614841662439,30.20434845480826,30.653830969662,69.1950502687044,62.33922203887424,1019459,0.970571646333987,0.0151531351432475,0.0142752185227655
SRR21549373,snm3C-seq,1802625,257068882,1502,499376,1779705,220236930,0.987285209070106,1350264,1220410,974916,884899,1802625,267975689,23999,490967,1780755,230964503,0.9878676929477844,1240803,1092238,891334,790199,813097,11162,12650,445715,40552619,0.0109910287175287,1186914,1659438,0.7152505848365531,14494,2749360,0.0052717723397445,0.0695145948657785,0,0,1866250,1802625,75.87010206747748,69.67847907207899,27.798119478857465,28.16474492727693,68.57372429700428,61.33566942111632,836909,0.9715476832009214,0.0133371728586978,0.0151151439403806
SRR21549339,snm3C-seq,2293122,326042678,2251,620210,2252411,279112303,0.982246474457094,1711900,1552608,1222428,1113250,2293122,339908912,30998,615103,2253435,292662986,0.9826930272353586,1566268,1376047,1110149,982643,1028528,12415,15344,1270902,51339387,0.0247549118574399,1605802,2112900,0.7599990534336694,24029,3508173,0.0068494341641646,0.0873916623519944,0,0,2332577,2293122,76.00300300433625,69.50579892475265,28.592324318009236,29.12138918754644,68.93093667185963,61.06441943078011,1056287,0.9737202105109692,0.0117534344359061,0.0145263550531247
SRR21549367,snm3C-seq,1758518,252011272,1934,451353,1745824,216224617,0.9927814216288944,1406970,1275939,1035566,940683,1758518,262606529,23796,463506,1746703,226683688,0.9932812743457844,1298714,1142403,951566,841567,863396,12672,10985,1077394,43398109,0.0248258282405807,1380352,1802548,0.7657782206077175,20408,2964981,0.0068830120665191,0.0741837818709682,0,0,1987132,1758518,80.5905979067764,74.35230832030403,26.397435624071587,26.730134579283813,73.0852021738732,65.40339141800294,887053,0.9733307930867716,0.0142855049247339,0.0123837019884944
SRR21549386,snm3C-seq,1292859,183201698,1688,328546,1265911,156715794,0.979156273035188,948430,847223,744197,668296,1292859,190998809,17469,330784,1266684,164309478,0.9797541727288126,871226,758293,684613,598827,603469,8156,9546,899307,31293189,0.0287381065573086,1017215,1280305,0.794509901937429,15701,2128170,0.0073777000897484,0.0545429607563844,0,0,1428810,1292859,74.920748773018,68.78005879919537,21.533797960840552,21.419585733208145,66.92595293034029,59.864417644811176,621171,0.9715022111463671,0.0131300398762981,0.0153677489773347
SRR21549294,snm3C-seq,920940,126363919,1357,236488,869574,107184387,0.9442243794384,649139,584165,529810,478416,920940,131985783,12089,241492,871016,112466392,0.9457901709123288,588822,513851,481215,421890,424765,4094,5872,448582,22134140,0.0202665204069369,694436,923368,0.7520685143951275,9300,1522318,0.0061091046680128,0.0384113076998685,0,0,1011025,920940,74.65023103266657,67.6017432515591,18.3826576434323,18.27496255235028,67.17829649920536,58.99443867850878,434731,0.9770754788593408,0.009417317835627,0.0135072033050323
SRR21549310,snm3C-seq,3384393,475859980,3261,932886,3284611,406212095,0.9705170173794828,2498818,2237840,1519274,1361327,3384393,496294727,45403,897363,3286977,425956307,0.9712161087675102,2283335,1985428,1366892,1199161,1301770,15781,21123,977479,62616782,0.0156104956016423,1880827,2573752,0.7307724287343924,23624,4307231,0.0054847302129837,0.1027422974126063,0,0,2886166,3384393,76.07652778365535,69.46610822041043,39.20029389895543,40.1361604845544,68.13105113512681,60.402856484849146,1338674,0.9724324219339436,0.0117885310389235,0.0157790470271328
SRR21549340,snm3C-seq,152999,20184818,205,38247,136960,16931744,0.8951692494722188,89480,80698,64744,58461,152999,21127636,1893,39120,137180,17769668,0.896607167367107,81009,70591,58552,51340,52776,761,810,90263,2674591,0.0337483375962904,88447,111545,0.7929266215428751,1425,181358,0.0078573870466149,0.0046899466763465,0,0,123296,152999,65.33294392523365,59.05306896048986,27.644166294143947,27.721611179004803,58.92085280373832,51.45866744423385,54347,0.9710931606160412,0.0140026128397151,0.0149042265442434
SRR21549353,snm3C-seq,1512392,216103521,1584,420882,1494213,185212620,0.987979968156404,1132176,1025139,862218,784821,1512392,225204995,20913,392435,1494943,194181520,0.9884626472501838,1045332,921795,792293,702998,716347,10129,10934,870640,36321677,0.0239702588622215,1167916,1501858,0.7776474207281914,16227,2461621,0.0065919977120767,0.0633066937254154,0,0,1654511,1512392,75.77072345107425,69.924538928909,23.8441726374698,24.206567865520235,68.60728691291,61.66087937800973,737410,0.9714365142864892,0.013735913535211,0.0148275721782997
SRR21549361,snm3C-seq,1993442,285473942,2605,540218,1976535,244859013,0.9915186897838012,1489149,1340263,1058182,956550,1993442,297491099,26952,527548,1977544,256728249,0.9920248494814496,1372741,1202095,971068,856327,885752,13479,13792,1736871,44393053,0.0391248378434346,1474606,1838243,0.8021823012517931,25857,3031556,0.0085292833119361,0.0758713543318493,0,0,2029250,1993442,75.34139289210664,69.41645799031527,28.940488829526124,29.26065441332341,67.80871575762635,60.78726946151388,913023,0.9701310919878252,0.0147630453997325,0.0151058626124424
SRR21549370,snm3C-seq,1526967,214764443,1924,396681,1481903,183366729,0.9704879018341588,1107838,1003115,840846,763901,1526967,224011931,20451,412197,1483075,192275404,0.9712554364305188,1007448,882434,763638,672431,685412,9593,9959,1130958,34986769,0.0323253056033839,1146645,1450474,0.7905312332382379,19554,2389481,0.0081833670156824,0.0606166380919209,0,0,1604484,1526967,74.75779453850893,67.92967314532306,24.10027458888393,24.20075279319628,67.69100271745182,59.50029499519579,704964,0.9722652504241353,0.0136077870643039,0.0141269625115608
SRR21549311,snm3C-seq,3352201,480554059,3169,931000,3330503,412300169,0.9935272377760164,2489173,2219129,1494029,1334366,3352201,500782465,45687,863813,3332257,432368548,0.9940504760901868,2305424,2004968,1360904,1194127,1289601,17593,22292,1297486,61920707,0.0209539920143353,1899280,2521550,0.7532192500644445,25868,4248374,0.0060889177836037,0.1017312481109558,0,0,2854933,3352201,74.73865058821445,69.18505985582745,39.97890062281729,40.96947025796557,66.63044591162355,60.16846839844586,1329486,0.9699996840884372,0.0132329336299893,0.0167673822815734
SRR21549313,snm3C-seq,3307823,471295265,2557,943189,3261781,403630761,0.9860808755486614,2509430,2269795,1594256,1445039,3307823,491273809,45242,948677,3263684,423213198,0.9866561783989046,2290921,2011263,1440924,1276625,1372581,16767,22044,540016,66115326,0.0081677885094297,1907963,2731496,0.698504775405126,20120,4527766,0.004443692540648,0.1089746259173866,0,0,3035180,3307823,76.93434966970499,70.19432641150307,36.46939743288316,37.10285077486304,69.58759646953612,61.62554340432468,1411392,0.9725016154264726,0.0118797612569718,0.0156186233165555
SRR21549330,snm3C-seq,413743,57563781,534,124695,395394,48964982,0.9556512134344268,287318,257194,225137,202774,413743,60056068,5792,112934,395660,51340791,0.9562941246135886,261938,229004,204779,180220,181269,3038,2820,272808,9162630,0.0297739841071832,301852,380612,0.7930701081416246,4669,615294,0.0075882423686887,0.0164115186317788,0,0,429916,413743,72.66625189051933,66.20280038416823,21.641874160338027,21.821576098160637,65.04752221834423,57.878987009048174,187127,0.9686950573674564,0.0162349634205646,0.015069979211979
SRR21549289,snm3C-seq,991589,140364771,1183,253704,971331,120047061,0.9795701646549124,751705,686243,611949,560784,991589,146380528,13151,265052,972243,125904825,0.980489900553556,679022,600176,553828,491994,493498,6841,6616,675680,25567726,0.026427066685555,816148,1079716,0.7558913640253548,12018,1761711,0.0068217772381508,0.0445422107175069,0,0,1165777,991589,77.38917011811628,69.84077026010988,18.59186782048809,18.43739967188103,70.64975790950767,61.7310692902906,506955,0.9734552376443668,0.0134942943653775,0.0130504679902555
