CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	12129	2957	80.40	15086
2	12777	3029	80.84	15806
3	12810	3132	80.35	15942
4	12890	3052	80.86	15942
5	13051	3055	81.03	16106
6	13264	3013	81.49	16277
7	13317	3035	81.44	16352
8	13432	2969	81.90	16401
9	12830	2848	81.83	15678
10	12981	2940	81.53	15921
11	13180	2926	81.83	16106
12	12597	3030	80.61	15627
13	12899	2961	81.33	15860
14	12981	3037	81.04	16018
15	12682	2999	80.87	15681
16	13152	2935	81.76	16087
17	12530	2871	81.36	15401
18	12291	2825	81.31	15116
19	12656	2977	80.96	15633
20	12636	2896	81.35	15532
21	12529	3063	80.36	15592
22	12754	2856	81.70	15610
23	12283	2817	81.34	15100
24	11553	2826	80.35	14379
25	11734	2916	80.10	14650
26	11748	2921	80.09	14669
27	11767	2950	79.96	14717
28	11269	2731	80.49	14000
29	12227	2943	80.60	15170
30	11856	2854	80.60	14710
31	11599	2819	80.45	14418
32	11790	2769	80.98	14559
33	11498	2749	80.70	14247
34	11718	2848	80.45	14566
35	11194	2823	79.86	14017
36	11720	2879	80.28	14599
37	11907	2830	80.80	14737
38	11848	2863	80.54	14711
39	12001	2898	80.55	14899
40	11527	2807	80.42	14334
41	11255	2764	80.28	14019
42	11618	2727	80.99	14345
43	11705	2912	80.08	14617
44	11477	2846	80.13	14323
45	11593	2769	80.72	14362
46	11494	2760	80.64	14254
47	11180	2807	79.93	13987
48	11438	2690	80.96	14128
49	11271	2828	79.94	14099
50	10921	2776	79.73	13697
51	11273	2913	79.47	14186
52	11728	2954	79.88	14682
53	11772	2784	80.87	14556
54	11462	2817	80.27	14279
55	11265	2875	79.67	14140
56	11368	2810	80.18	14178
57	11073	2696	80.42	13769
58	11192	2769	80.17	13961
59	11204	2803	79.99	14007
60	11274	2723	80.55	13997
61	11341	2641	81.11	13982
62	11329	2616	81.24	13945
63	11101	2718	80.33	13819
64	11062	2851	79.51	13913
65	11197	2764	80.20	13961
66	11195	2808	79.95	14003
67	11264	2664	80.87	13928
68	11151	2675	80.65	13826
69	11340	2810	80.14	14150
70	11698	2734	81.06	14432
71	11252	2741	80.41	13993
72	11341	2668	80.96	14009
73	11216	2788	80.09	14004
74	11037	2709	80.29	13746
75	11284	2621	81.15	13905
76	11179	2685	80.63	13864
77	10955	2609	80.77	13564
78	11273	2703	80.66	13976
79	11145	2809	79.87	13954
80	10969	2753	79.94	13722
81	10621	2674	79.89	13295
82	11121	2598	81.06	13719
83	10735	2726	79.75	13461
84	10820	2672	80.20	13492
85	10982	2629	80.68	13611
86	10849	2664	80.29	13513
87	10472	2537	80.50	13009
88	10767	2629	80.37	13396
89	11032	2603	80.91	13635
90	10587	2644	80.02	13231
91	11271	2626	81.10	13897
92	11106	2636	80.82	13742
93	11188	2630	80.97	13818
94	10743	2622	80.38	13365
95	10967	2660	80.48	13627
96	10835	2635	80.44	13470
97	11041	2597	80.96	13638
98	10901	2648	80.46	13549
99	10873	2635	80.49	13508
100	11147	2559	81.33	13706
101	11373	2621	81.27	13994
102	11304	2599	81.31	13903
103	11085	2681	80.52	13766
104	10968	2484	81.53	13452
105	11332	2640	81.11	13972
106	10903	2505	81.32	13408
107	10691	2509	80.99	13200
108	10279	2473	80.61	12752
109	10496	2498	80.78	12994
110	10336	2391	81.21	12727
111	10238	2491	80.43	12729
112	10422	2443	81.01	12865
113	10155	2402	80.87	12557
114	10219	2461	80.59	12680
115	10065	2387	80.83	12452
116	10165	2408	80.85	12573
117	9884	2331	80.92	12215
118	10080	2345	81.13	12425
119	9801	2368	80.54	12169
120	9760	2415	80.16	12175
121	9868	2327	80.92	12195
122	9595	2302	80.65	11897
123	9834	2383	80.49	12217
124	9553	2358	80.20	11911
125	9649	2198	81.45	11847
126	9162	2087	81.45	11249
127	9125	1998	82.04	11123
128	8450	2004	80.83	10454
129	5940	0	100.00	5940

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	4498	65918	6.39	70416
2	4654	65436	6.64	70090
3	4749	66006	6.71	70755
4	4861	64232	7.04	69093
5	4741	63981	6.90	68722
6	5045	65901	7.11	70946
7	4942	63355	7.24	68297
8	4920	64454	7.09	69374
9	4891	63364	7.17	68255
10	4776	62089	7.14	66865
11	4877	61042	7.40	65919
12	4903	62111	7.32	67014
13	4899	61588	7.37	66487
14	5108	62852	7.52	67960
15	4798	62192	7.16	66990
16	4965	61751	7.44	66716
17	4986	60905	7.57	65891
18	4988	60880	7.57	65868
19	4989	60111	7.66	65100
20	4823	60663	7.36	65486
21	4858	60148	7.47	65006
22	4973	61794	7.45	66767
23	5020	62352	7.45	67372
24	4932	61506	7.42	66438
25	4955	60821	7.53	65776
26	5066	60866	7.68	65932
27	5071	60289	7.76	65360
28	5054	59964	7.77	65018
29	4900	60216	7.53	65116
30	5026	60287	7.70	65313
31	4984	60373	7.63	65357
32	5032	61421	7.57	66453
33	5130	61302	7.72	66432
34	4924	59284	7.67	64208
35	4971	59306	7.73	64277
36	4890	58975	7.66	63865
37	4919	58813	7.72	63732
38	5220	60280	7.97	65500
39	5001	59530	7.75	64531
40	4893	59809	7.56	64702
41	5190	59844	7.98	65034
42	5209	60167	7.97	65376
43	5198	60126	7.96	65324
44	5011	59373	7.78	64384
45	5148	59862	7.92	65010
46	5168	59820	7.95	64988
47	5148	60811	7.80	65959
