CellID,InputReadPairs,InputReads_R1,InputReads_R2,InputBP_R1,InputBP_R2,TrimmedReadPairs,TrimmedReads_R1,TrimmedReads_R2,TrimmedBP_R1,TrimmedBP_R2,TrimmedReadsRate,AdapterTrimmedReads,AdapterTrimmedRate,Q20Rate_Before,Q30Rate_Before,Q20Rate_After,Q30Rate_After,GC_Before,GC_After,DuplicationRate_fastp,TotalAlignments,MappedReads,UnmappedReads,SecondaryAlignments,SupplementaryAlignments,ProperPairs,MappedReadsMapQ30,MappingRate,MappingRateMapQ30,ProperPairRate,DeduppedReads,DeduppedReadsMapQ30,DuplicatedReads,DuplicationRate,FinalReadPairs,OverallPassRate
SRR921531,3896009,3896009,3896009,155840360,155840360,3703652,3703652,3703652,125506853,125484014,95.06271674423749,123816,1.5890107030040228,94.971,86.8114,96.8519,88.6448,43.028800000000004,41.560900000000004,78.481,7792018,7414387,377631,0,0,2122074,6094549,100.09562183488082,82.27756009473892,57.296797863298174,7414387,6094549,0,0.0,3707193,95.15360462462998
