CellID,InputReadPairs,InputReads_R1,InputReads_R2,InputBP_R1,InputBP_R2,TrimmedReadPairs,TrimmedReads_R1,TrimmedReads_R2,TrimmedBP_R1,TrimmedBP_R2,TrimmedReadsRate,AdapterTrimmedReads,AdapterTrimmedRate,Q20Rate_Before,Q30Rate_Before,Q20Rate_After,Q30Rate_After,GC_Before,GC_After,DuplicationRate_fastp,TotalAlignments,MappedReads,UnmappedReads,SecondaryAlignments,SupplementaryAlignments,ProperPairs,MappedReadsMapQ30,MappingRate,MappingRateMapQ30,ProperPairRate,DeduppedReads,DeduppedReadsMapQ30,DuplicatedReads,DuplicationRate,FinalReadPairs,OverallPassRate
SRR921537,19606191,19606191,19606191,1980225291,1980225291,18915897,18915897,18915897,1796516266,1796516266,96.47920394124489,94654,0.24138803911478776,97.19330000000001,93.8398,98.51050000000001,95.3837,43.69,43.2397,80.90610000000001,41737876,38943983,268399,0,2525494,12350176,34977384,102.93982622129947,92.45499697952468,65.28993047488046,38943983,34977384,0,0.0,19471991,99.31552232659571
