CellID,InputReadPairs,InputReads_R1,InputReads_R2,InputBP_R1,InputBP_R2,TrimmedReadPairs,TrimmedReads_R1,TrimmedReads_R2,TrimmedBP_R1,TrimmedBP_R2,TrimmedReadsRate,AdapterTrimmedReads,AdapterTrimmedRate,Q20Rate_Before,Q30Rate_Before,Q20Rate_After,Q30Rate_After,GC_Before,GC_After,DuplicationRate_fastp,TotalAlignments,MappedReads,UnmappedReads,SecondaryAlignments,SupplementaryAlignments,ProperPairs,MappedReadsMapQ30,MappingRate,MappingRateMapQ30,ProperPairRate,DeduppedReads,DeduppedReadsMapQ30,DuplicatedReads,DuplicationRate,FinalReadPairs,OverallPassRate
SRR921540,3548450,3548450,3548450,141938000,141938000,3487617,3487617,3487617,118578978,118578978,98.2856458453691,480,0.006763516464935394,98.6104,96.49950000000001,99.29780000000001,97.1995,43.009,41.7143,88.7013,6975234,6460922,514312,0,0,683037,5229414,92.62659862020399,74.97116225778232,19.584633289721893,6640045,5324097,-179123,-2.7724061674169724,3320022,93.5625977539489
