CellID,InputReadPairs,InputReads_R1,InputReads_R2,InputBP_R1,InputBP_R2,TrimmedReadPairs,TrimmedReads_R1,TrimmedReads_R2,TrimmedBP_R1,TrimmedBP_R2,TrimmedReadsRate,AdapterTrimmedReads,AdapterTrimmedRate,Q20Rate_Before,Q30Rate_Before,Q20Rate_After,Q30Rate_After,GC_Before,GC_After,DuplicationRate_fastp,TotalAlignments,MappedReads,UnmappedReads,SecondaryAlignments,SupplementaryAlignments,ProperPairs,MappedReadsMapQ30,MappingRate,MappingRateMapQ30,ProperPairRate,DeduppedReads,DeduppedReadsMapQ30,DuplicatedReads,DuplicationRate,FinalReadPairs,OverallPassRate
SRR921530,5522500,5522500,5522500,220900000,220900000,5120740,5120740,5120740,173936731,173926753,92.72503395201448,271098,2.454486192847442,90.9212,78.0784,98.77669999999999,86.4186,38.3482,42.174099999999996,80.3754,11045000,10110898,934102,0,0,1415210,8038243,98.72496943801092,78.48712295488542,27.636825927502667,10110898,8038243,0,0.0,5055449,91.54276143051155
