CellID,InputReadPairs,InputReads_R1,InputReads_R2,InputBP_R1,InputBP_R2,TrimmedReadPairs,TrimmedReads_R1,TrimmedReads_R2,TrimmedBP_R1,TrimmedBP_R2,TrimmedReadsRate,AdapterTrimmedReads,AdapterTrimmedRate,Q20Rate_Before,Q30Rate_Before,Q20Rate_After,Q30Rate_After,GC_Before,GC_After,DuplicationRate_fastp,TotalAlignments,MappedReads,UnmappedReads,SecondaryAlignments,SupplementaryAlignments,ProperPairs,MappedReadsMapQ30,MappingRate,MappingRateMapQ30,ProperPairRate,DeduppedReads,DeduppedReadsMapQ30,DuplicatedReads,DuplicationRate,FinalReadPairs,OverallPassRate
SRR921538,4389586,4389586,4389586,175583440,175583440,4279639,4279639,4279639,145507726,145507726,97.49527631990807,166,0.0018908389082706205,96.2191,93.2157,96.9371,94.17219999999999,42.772,41.4594,80.15870000000001,8779172,8243554,535618,0,0,1317870,6575365,96.31132438974409,76.82149125194906,30.793952480571374,8243554,6575365,0,0.0,4121777,93.89899184114402
