dataset,cell,uniq_preDedup,uniq_postDedup,rate_preDedup,rate_postDedup
droplethic,BC501293,372872,372872,82.57042631251475,82.57042631251475
droplethic,BC676216,222744,222744,84.50418417555579,84.50418417555579
droplethic,BC99288,298510,298510,82.62168771565442,82.62168771565442
droplethic,BC629906,257490,257490,79.63649073750437,79.63649073750437
droplethic,BC729991,260512,260512,84.76384964992016,84.76384964992016
droplethic,BC368739,236516,236516,84.9659219672242,84.9659219672242
droplethic,BC57913,250046,250046,84.56843940714909,84.56843940714909
droplethic,BC366670,387784,387784,84.02873764776267,84.02873764776267
droplethic,BC449590,569384,569384,76.41872620235202,76.41872620235202
droplethic,BC185044,401860,401860,84.15368536306177,84.15368536306177
droplethic,BC149785,269200,269200,83.74368499257058,83.74368499257058
droplethic,BC238116,116482,116482,87.03662368434608,87.03662368434608
droplethic,BC378424,275664,275664,83.65183701897963,83.65183701897963
droplethic,BC593449,193372,193372,85.22640299526302,85.22640299526302
droplethic,BC286769,206162,206162,85.04380050639789,85.04380050639789
droplethic,BC230981,454680,454680,84.73431864168207,84.73431864168207
droplethic,BC657550,381872,381872,83.6269744835966,83.6269744835966
droplethic,BC248103,254956,254956,84.93857763692559,84.93857763692559
droplethic,BC239287,150234,150234,83.33133644847372,83.33133644847372
droplethic,BC327613,273466,273466,83.38806286704745,83.38806286704745
droplethic,BC600934,275170,275170,84.40382309118,84.40382309118
droplethic,BC176937,295790,295790,83.66273369620339,83.66273369620339
droplethic,BC309167,215990,215990,84.35668317977684,84.35668317977684
droplethic,BC247777,391964,391964,83.56532742802911,83.56532742802911
droplethic,BC310084,225262,225262,80.31802967211513,80.31802967211513
droplethic,BC490855,255364,255364,84.67285913441205,84.67285913441205
droplethic,BC199251,315430,315430,84.08141267476144,84.08141267476144
droplethic,BC689994,259482,259482,87.37176374469135,87.37176374469135
droplethic,BC452024,108834,108834,88.37495635555065,88.37495635555065
droplethic,BC478801,99908,99908,87.30832365776514,87.30832365776514
droplethic,BC177002,363892,363892,82.91690941268288,82.91690941268288
droplethic,BC299015,304322,304322,86.11339305078174,86.11339305078174
droplethic,BC720425,280892,280892,84.03158509320308,84.03158509320308
droplethic,BC111599,263916,263916,85.3294229982267,85.3294229982267
droplethic,BC550164,453928,453928,85.65323134946512,85.65323134946512
droplethic,BC672822,256842,256842,81.01868074536097,81.01868074536097
droplethic,BC231476,308736,308736,83.88526119402985,83.88526119402985
droplethic,BC473893,289712,289712,84.39277627436903,84.39277627436903
droplethic,BC554502,230442,230442,84.45335485718749,84.45335485718749
droplethic,BC10086,360632,360632,82.94327735752789,82.94327735752789
droplethic,BC194068,283526,283526,86.11344285885598,86.11344285885598
droplethic,BC192279,291662,291662,84.31472046409885,84.31472046409885
droplethic,BC458896,162228,162228,83.51825825381562,83.51825825381562
droplethic,BC429430,255928,255928,84.70663624144291,84.70663624144291
droplethic,BC321879,203796,203796,83.82794559265147,83.82794559265147
droplethic,BC392677,287530,287530,84.13939415017563,84.13939415017563
droplethic,BC201509,323566,323566,84.02736999561141,84.02736999561141
droplethic,BC205031,286830,286830,82.88393822124604,82.88393822124604
droplethic,BC536212,232374,232374,84.5068725416785,84.5068725416785
droplethic,BC550717,420500,420500,83.79024970273484,83.79024970273484
droplethic,BC3177,304266,304266,85.23068630737578,85.23068630737578
droplethic,BC297464,208822,208822,84.34743465726791,84.34743465726791
droplethic,BC481930,195624,195624,83.39774260826893,83.39774260826893
droplethic,BC29140,313544,313544,82.4745490266119,82.4745490266119
droplethic,BC229711,245456,245456,85.5778632422919,85.5778632422919
droplethic,BC310472,213832,213832,85.09297018219911,85.09297018219911
droplethic,BC625491,302230,302230,84.55811798961057,84.55811798961057
droplethic,BC602170,244446,244446,84.80809667574843,84.80809667574843
droplethic,BC466928,403906,403906,83.73780037929617,83.73780037929617
droplethic,BC707949,103496,103496,88.5812012058437,88.5812012058437
droplethic,BC565700,455456,455456,84.25050937961076,84.25050937961076
droplethic,BC727584,243712,243712,84.09598214285714,84.09598214285714
droplethic,BC396954,358836,358836,84.72171131101673,84.72171131101673
droplethic,BC517200,286460,286460,82.4247713467849,82.4247713467849
droplethic,BC312705,316732,316732,85.82966040690552,85.82966040690552
droplethic,BC102583,245042,245042,85.68490299622106,85.68490299622106
droplethic,BC717301,277646,277646,82.1542539780872,82.1542539780872
droplethic,BC490904,195644,195644,74.65703011592484,74.65703011592484
droplethic,BC208503,202016,202016,82.935015048313,82.935015048313
droplethic,BC396773,287168,287168,85.250445732115,85.250445732115
droplethic,BC262479,295706,295706,83.38958289652561,83.38958289652561
droplethic,BC265328,212122,212122,85.49042532127737,85.49042532127737
droplethic,BC442916,335198,335198,84.83702170060681,84.83702170060681
droplethic,BC141504,213816,213816,84.53530138062634,84.53530138062634
droplethic,BC34366,278182,278182,85.9624274755376,85.9624274755376
droplethic,BC701086,267446,267446,81.30538501230154,81.30538501230154
droplethic,BC400962,121236,121236,84.58543666897621,84.58543666897621
droplethic,BC652320,248950,248950,84.10363526812613,84.10363526812613
droplethic,BC135457,193184,193184,84.21401358290542,84.21401358290542
droplethic,BC233344,222544,222544,82.89416924293623,82.89416924293623
droplethic,BC542154,306786,306786,84.76462420058282,84.76462420058282
droplethic,BC252697,366394,366394,81.82666746726201,81.82666746726201
droplethic,BC29042,287502,287502,85.14305987436609,85.14305987436609
droplethic,BC404410,408352,408352,83.90163388449182,83.90163388449182
droplethic,BC6439,329030,329030,83.7194176822782,83.7194176822782
droplethic,BC55259,180324,180324,83.5374104389876,83.5374104389876
droplethic,BC455568,284476,284476,82.83440430827206,82.83440430827206
droplethic,BC191902,402788,402788,84.75029047538655,84.75029047538655
droplethic,BC410362,342200,342200,86.03857393337229,86.03857393337229
droplethic,BC600363,248460,248460,81.85220961120503,81.85220961120503
droplethic,BC215642,415968,415968,84.49928840680052,84.49928840680052
droplethic,BC66966,460154,460154,83.73109871912446,83.73109871912446
droplethic,BC687066,108230,108230,85.81724106070406,85.81724106070406
droplethic,BC732017,198106,198106,85.11402986280072,85.11402986280072
droplethic,BC509153,325654,325654,84.44299778292297,84.44299778292297
droplethic,BC656151,153462,153462,84.50170074676467,84.50170074676467
droplethic,BC370844,221686,221686,82.25959239645265,82.25959239645265
droplethic,BC268685,161360,161360,84.17823500247893,84.17823500247893
droplethic,BC662014,192142,192142,85.34937702324322,85.34937702324322
droplethic,BC240311,228358,228358,82.97585370339554,82.97585370339554
droplethic,BC317258,273664,273664,84.7966849859682,84.7966849859682
droplethic,BC590478,429532,429532,84.6539955113938,84.6539955113938
droplethic,BC109493,361988,361988,83.4276274351636,83.4276274351636
droplethic,BC218984,362824,362824,84.74577205477036,84.74577205477036
droplethic,BC198390,394104,394104,84.0656273470962,84.0656273470962
droplethic,BC526731,265562,265562,84.71618680383489,84.71618680383489
droplethic,BC4649,225876,225876,87.22484903221236,87.22484903221236
droplethic,BC612045,368700,368700,84.53973420124763,84.53973420124763
droplethic,BC623537,262506,262506,84.7218730238547,84.7218730238547
droplethic,BC480668,328362,328362,85.65972920130831,85.65972920130831
droplethic,BC585817,376410,376410,82.63329879652507,82.63329879652507
droplethic,BC322226,189198,189198,84.49772196323428,84.49772196323428
droplethic,BC372692,267614,267614,82.77444378844156,82.77444378844156
droplethic,BC259417,289210,289210,84.09529407696829,84.09529407696829
droplethic,BC474403,251616,251616,83.57815083301539,83.57815083301539
droplethic,BC99390,198200,198200,87.59939455095862,87.59939455095862
droplethic,BC271964,281308,281308,85.99613235315029,85.99613235315029
droplethic,BC487940,253592,253592,81.67765544654405,81.67765544654405
droplethic,BC646597,225616,225616,85.31398482377136,85.31398482377136
droplethic,BC116046,309904,309904,84.04667251794103,84.04667251794103
droplethic,BC494535,380006,380006,83.3660521149666,83.3660521149666
droplethic,BC123762,271792,271792,85.54703596868194,85.54703596868194
droplethic,BC130615,364774,364774,84.77852039893195,84.77852039893195
droplethic,BC343682,374022,374022,83.54000566811578,83.54000566811578
droplethic,BC594658,171740,171740,85.00174682659835,85.00174682659835
droplethic,BC354525,264284,264284,86.58715624101346,86.58715624101346
droplethic,BC9909,155472,155472,82.8071935782649,82.8071935782649
droplethic,BC384917,338034,338034,85.04351633267659,85.04351633267659
droplethic,BC635174,207938,207938,85.75152208831479,85.75152208831479
droplethic,BC366122,358548,358548,84.1711569998996,84.1711569998996
droplethic,BC643759,317408,317408,82.04078032059684,82.04078032059684
droplethic,BC679408,277020,277020,84.99963901523356,84.99963901523356
droplethic,BC200852,221308,221308,81.71146095034973,81.71146095034973
droplethic,BC280387,240694,240694,83.92481740300963,83.92481740300963
droplethic,BC354838,227558,227558,84.67731303667637,84.67731303667637
droplethic,BC245363,278602,278602,85.5198455143897,85.5198455143897
droplethic,BC380538,259390,259390,82.80658467944022,82.80658467944022
droplethic,BC22774,217312,217312,85.35377705787072,85.35377705787072
droplethic,BC423899,142510,142510,85.17998736930741,85.17998736930741
droplethic,BC41210,222046,222046,85.15532817524297,85.15532817524297
droplethic,BC651815,236158,236158,86.00513215728454,86.00513215728454
droplethic,BC672946,280992,280992,86.57399498918119,86.57399498918119
droplethic,BC10756,289254,289254,84.74558692360348,84.74558692360348
droplethic,BC149865,228286,228286,83.13694225664298,83.13694225664298
droplethic,BC609326,228274,228274,84.0472414729667,84.0472414729667
droplethic,BC101780,358112,358112,78.15934679653293,78.15934679653293
droplethic,BC131255,126660,126660,84.38180956892468,84.38180956892468
droplethic,BC33636,298644,298644,85.26004205676324,85.26004205676324
droplethic,BC343269,263124,263124,85.86293914656208,85.86293914656208
droplethic,BC416676,306144,306144,84.26818751959863,84.26818751959863
droplethic,BC419514,297014,297014,83.12672129933269,83.12672129933269
droplethic,BC325409,250750,250750,84.37088733798605,84.37088733798605
droplethic,BC435003,276484,276484,84.70291228425515,84.70291228425515
droplethic,BC566748,355740,355740,84.00179906673414,84.00179906673414
droplethic,BC574066,301182,301182,86.34978185947368,86.34978185947368
droplethic,BC717569,295448,295448,82.98177682705587,82.98177682705587
droplethic,BC371920,384038,384038,83.2792588233456,83.2792588233456
droplethic,BC289433,229914,229914,85.72422731978044,85.72422731978044
droplethic,BC337145,315578,315578,84.07049921097162,84.07049921097162
droplethic,BC507164,192544,192544,84.12103207578528,84.12103207578528
droplethic,BC141565,186830,186830,84.56564791521704,84.56564791521704
droplethic,BC253821,136272,136272,83.47863097334742,83.47863097334742
droplethic,BC188954,328436,328436,82.84353724926622,82.84353724926622
droplethic,BC399907,372114,372114,84.43863977168287,84.43863977168287
droplethic,BC613637,277970,277970,85.19048818217793,85.19048818217793
droplethic,BC506366,320014,320014,82.80512727568168,82.80512727568168
droplethic,BC681730,277326,277326,85.18710831296019,85.18710831296019
droplethic,BC368279,286766,286766,83.67867878339831,83.67867878339831
droplethic,BC223946,290438,290438,84.6714272925719,84.6714272925719
droplethic,BC131777,230480,230480,83.89187782020132,83.89187782020132
droplethic,BC318791,265108,265108,80.87647298459495,80.87647298459495
droplethic,BC142168,371170,371170,83.45124875394025,83.45124875394025
droplethic,BC518394,308408,308408,86.55222951415008,86.55222951415008
droplethic,BC556984,278708,278708,82.67936334802015,82.67936334802015
droplethic,BC618806,232612,232612,84.15644936632675,84.15644936632675
droplethic,BC59908,208880,208880,86.12504787437763,86.12504787437763
droplethic,BC383191,283604,283604,85.83588383802767,85.83588383802767
droplethic,BC423758,259586,259586,82.79722327090059,82.79722327090059
droplethic,BC732341,363318,363318,85.0979032142641,85.0979032142641
droplethic,BC297574,320634,320634,83.08725836935571,83.08725836935571
droplethic,BC233097,238446,238446,83.11064140308497,83.11064140308497
droplethic,BC452898,240854,240854,83.84664568576814,83.84664568576814
droplethic,BC143435,226992,226992,85.58098963840135,85.58098963840135
droplethic,BC570479,140022,140022,83.75683821113824,83.75683821113824
droplethic,BC159847,378214,378214,84.76365232381667,84.76365232381667
droplethic,BC186722,265632,265632,84.75108420672208,84.75108420672208
droplethic,BC523318,292498,292498,82.71577925319147,82.71577925319147
droplethic,BC570261,326716,326716,83.59553863294114,83.59553863294114
droplethic,BC719342,376602,376602,84.09620766751105,84.09620766751105
droplethic,BC139033,303328,303328,82.87662200654077,82.87662200654077
droplethic,BC321526,392804,392804,83.86930886650849,83.86930886650849
droplethic,BC568420,278872,278872,82.9427120686193,82.9427120686193
droplethic,BC705103,365468,365468,82.96868672496635,82.96868672496635
droplethic,BC729651,297524,297524,84.7266102902623,84.7266102902623
droplethic,BC51166,287794,287794,85.03304446930791,85.03304446930791
droplethic,BC80983,235952,235952,84.32477792093307,84.32477792093307
droplethic,BC254106,315862,315862,84.61606651005819,84.61606651005819
droplethic,BC203117,233370,233370,86.52183228349831,86.52183228349831
droplethic,BC241649,295048,295048,85.97516336324937,85.97516336324937
droplethic,BC153705,288818,288818,82.831402474915,82.831402474915
droplethic,BC139903,331386,331386,82.80192886844948,82.80192886844948
droplethic,BC28349,357278,357278,82.2664703676129,82.2664703676129
droplethic,BC409824,222704,222704,84.65676413535455,84.65676413535455
droplethic,BC64788,365482,365482,84.4539539566928,84.4539539566928
droplethic,BC411221,249628,249628,82.71267646257631,82.71267646257631
droplethic,BC51999,271738,271738,83.77849251852888,83.77849251852888
droplethic,BC592591,257504,257504,84.2332546290543,84.2332546290543
droplethic,BC113144,243508,243508,84.99186885030471,84.99186885030471
droplethic,BC83851,469478,469478,83.7632434320671,83.7632434320671
droplethic,BC701578,233786,233786,85.541478103907,85.541478103907
droplethic,BC154036,335580,335580,83.39293164074141,83.39293164074141
droplethic,BC618757,377868,377868,82.890321487927,82.890321487927
