-85	0	1589	0.00
-84	11	1521	0.72
-83	15	1488	1.01
-82	13	1493	0.87
-81	31	1147	2.70
-80	26	847	3.07
-79	31	1228	2.52
-78	34	1426	2.38
-77	30	1739	1.73
-76	36	1969	1.83
-75	40	2379	1.68
-74	64	3277	1.95
-73	63	3741	1.68
-72	70	4137	1.69
-71	70	4390	1.59
-70	63	4550	1.38
-69	68	4619	1.47
-68	69	4757	1.45
-67	80	4784	1.67
-66	72	4791	1.50
-65	92	4866	1.89
-64	91	4884	1.86
-63	83	4862	1.71
-62	107	4990	2.14
-61	85	4897	1.74
-60	94	4946	1.90
-59	78	4965	1.57
-58	89	4972	1.79
-57	95	5095	1.86
-56	84	5082	1.65
-55	107	4993	2.14
-54	94	5064	1.86
-53	116	5104	2.27
-52	78	4958	1.57
-51	92	5051	1.82
-50	97	5104	1.90
-49	107	5106	2.10
-48	101	5086	1.99
-47	108	5033	2.15
-46	86	5104	1.68
-45	89	5140	1.73
-44	95	5071	1.87
-43	91	5158	1.76
-42	96	5178	1.85
-41	94	4971	1.89
-40	104	5014	2.07
-39	97	5170	1.88
-38	90	5090	1.77
-37	102	5228	1.95
-36	108	5158	2.09
-35	92	5169	1.78
-34	85	5109	1.66
-33	85	5119	1.66
-32	109	4952	2.20
-31	96	5082	1.89
-30	83	5279	1.57
-29	100	4965	2.01
-28	86	5175	1.66
-27	83	5217	1.59
-26	100	5069	1.97
-25	102	5097	2.00
-24	98	5190	1.89
-23	113	5091	2.22
-22	111	5170	2.15
-21	124	5059	2.45
-20	155	5259	2.95
-19	152	5205	2.92
-18	137	5246	2.61
-17	156	5344	2.92
-16	150	5273	2.84
-15	125	5161	2.42
-14	155	5190	2.99
-13	156	5132	3.04
-12	160	5175	3.09
-11	150	5056	2.97
-10	182	5226	3.48
-9	180	5176	3.48
-8	195	5230	3.73
-7	175	5293	3.31
-6	177	5324	3.32
-5	205	5546	3.70
-4	198	5826	3.40
-3	201	5767	3.49
-2	299	5801	5.15
2	779	17915	4.35
3	655	18139	3.61
4	677	18141	3.73
5	733	17869	4.10
6	693	17579	3.94
7	682	17742	3.84
8	721	17959	4.01
9	652	17749	3.67
10	739	18017	4.10
11	725	17736	4.09
12	717	18042	3.97
13	731	17750	4.12
14	727	17853	4.07
15	679	17461	3.89
16	681	17639	3.86
17	650	17733	3.67
18	680	17697	3.84
19	679	17761	3.82
20	665	17479	3.80
21	666	17324	3.84
22	607	17683	3.43
23	611	17552	3.48
24	639	17414	3.67
25	605	17500	3.46
26	680	17316	3.93
27	602	17191	3.50
28	623	17413	3.58
29	610	17197	3.55
30	674	17353	3.88
31	603	17362	3.47
32	648	17179	3.77
33	622	17341	3.59
34	608	17024	3.57
35	665	17379	3.83
36	584	17126	3.41
37	627	17036	3.68
38	632	17124	3.69
39	581	17014	3.41
40	628	17324	3.63
41	622	17364	3.58
42	650	17186	3.78
43	613	17094	3.59
44	641	17008	3.77
45	639	16892	3.78
46	599	17052	3.51
47	627	17168	3.65
48	598	16933	3.53
49	601	16856	3.57
50	651	17178	3.79
51	636	17075	3.72
52	594	17036	3.49
53	594	16751	3.55
54	642	16645	3.86
55	651	16883	3.86
56	607	16653	3.64
57	614	16746	3.67
58	625	16766	3.73
59	598	17006	3.52
60	648	16902	3.83
61	611	16838	3.63
62	645	16641	3.88
63	645	16840	3.83
64	597	16846	3.54
65	609	16602	3.67
66	634	16839	3.77
67	655	16829	3.89
68	617	16988	3.63
69	640	17101	3.74
70	649	17091	3.80
71	612	17335	3.53
72	609	17273	3.53
73	649	17320	3.75
74	596	17162	3.47
75	557	17639	3.16
76	608	17802	3.42
77	592	18096	3.27
78	584	17771	3.29
79	652	16730	3.90
80	800	13468	5.94
81	1071	10546	10.16
82	1028	10165	10.11
83	882	9552	9.23
84	733	7158	10.24
85	154	1065	14.46
